 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),71178,38910,82246,55960,78610,16396,70249,62236,48640, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,35,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1696,686,2265,1574,3332,1856,9044,4173,3312, 
 经营活动现金流入小计(万元),72874,39597,84547,57534,81942,18252,79293,66409,51952, 
 购买商品、接受劳务支付的现金(万元),28034,16557,28066,17982,31743,7768,35498,27412,24269, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7888,5556,9587,7251,8473,2356,7323,6868,6223, 
 支付的各项税费(万元),13956,8634,13480,9751,11862,2826,12538,8806,5639, 
 支付的其他与经营活动有关的现金(万元),12072,5622,10295,8751,9779,1911,12304,6613,3499, 
 经营活动现金流出小计(万元),61950,36369,61429,43735,61857,14860,67662,49699,39630, 
 经营活动产生的现金流量净额(万元),10924,3228,23118,13798,20085,3392,11631,16710,12322, 
 收回投资所收到的现金(万元),3455,1750,--,--,--,--,--,--,4012, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,3,8,8,3,--,134,12,13, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,840,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3459,1753,8,8,3,0,974,12,4025, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8292,5481,9388,7205,14172,4151,14581,15413,9101, 
 投资所支付的现金(万元),600,600,1400,700,--,--,--,1988,4000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,50,--,--,50,573, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,0,--,--,13,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8892,6081,10788,7905,14222,4151,14581,17464,13674, 
 投资活动产生的现金流量净额(万元),-5433,-4328,-10780,-7898,-14219,-4151,-13607,-17452,-9649, 
 吸收投资收到的现金(万元),90901,--,--,--,--,--,9960,--,294, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),10100,10100,10600,8600,14000,2000,18700,16700,11600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3610,3010,1204,1201,2536,507,1838,1871,1180, 
 筹资活动现金流入小计(万元),104611,13110,11804,9801,16536,2507,30498,18571,13074, 
 偿还债务支付的现金(万元),8600,5600,9000,7000,15700,--,20700,11200,9600, 
 分配股利、利润或偿付利息所支付的现金(万元),9181,9027,9139,5100,5402,170,5250,4196,467, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,305,309,2344,620,1489,2441,1510, 
 筹资活动现金流出小计(万元),17781,14627,18444,12409,23446,790,27440,17837,11577, 
 筹资活动产生的现金流量净额(万元),86830,-1517,-6641,-2609,-6910,1717,3058,734,1497, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),92321,-2617,5698,3292,-1044,959,1083,-9,4169, 
 加:期初现金及现金等价物余额(万元),12783,12783,7085,7085,8129,8129,7046,7055,2886, 
 期末现金及现金等价物余额(万元),105104,10166,12783,10377,7085,9088,8129,7046,7055, 
 净利润(万元),--,8108,17518,--,16630,--,14698,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,112,460,--,-1068,--,-307,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3297,5655,--,4596,--,3503,--,--, 
 无形资产摊销(万元),--,64,123,--,122,--,118,--,--, 
 长期待摊费用摊销(万元),--,59,56,--,41,--,56,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,36,200,--,86,--,174,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,288,465,--,653,--,798,--,--, 
 投资损失(万元),--,--,--,--,50,--,--,--,--, 
 递延所得税资产减少(万元),--,35,11,--,304,--,-265,--,--, 
 递延所得税负债增加(万元),--,-0,-1,--,-1,--,-1,--,--, 
 存货的减少(万元),--,-5033,1375,--,86,--,-464,--,--, 
 经营性应收项目的减少(万元),--,-2182,-1787,--,2441,--,2069,--,--, 
 经营性应付项目的增加(万元),--,-1555,-956,--,-3854,--,-8748,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3228,23118,--,20085,--,11631,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),105104,10166,12783,10377,7085,9088,8129,7046,7055, 
 现金的期初余额(万元),12783,12783,7085,7085,8129,8129,7046,7055,2886, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),92321,-2617,5698,3292,-1044,959,1083,-9,4169, 

