 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),133678,83427,38298,132261,89090,60587,26671,108407,70372,75670,34844,44625,37233,33167, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6742,4925,2487,8699,6462,3974,1999,7928,5518,2883,1535,1120,1118,1289, 
 收到的其他与经营活动有关的现金(万元),1424,987,400,1420,877,580,248,871,451,490,442,1028,809,715, 
 经营活动现金流入小计(万元),141845,89339,41185,142380,96429,65141,28918,117207,76341,79042,36821,46774,39160,35171, 
 购买商品、接受劳务支付的现金(万元),91464,54350,25735,87740,65733,43280,24921,70289,51830,47107,22209,27661,27910,27230, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15968,10566,4954,16552,10328,6870,3588,13070,7559,9343,3822,6166,4890,4061, 
 支付的各项税费(万元),5628,3594,1914,5308,3887,2574,1175,3256,2325,1331,628,509,880,312, 
 支付的其他与经营活动有关的现金(万元),16386,9746,4680,15212,9075,5786,1833,9131,6036,8748,3771,4762,4714,3195, 
 经营活动现金流出小计(万元),129446,78257,37283,124812,89023,58509,31517,95747,67751,66528,30430,39098,38394,34798, 
 经营活动产生的现金流量净额(万元),12398,11082,3902,17568,7406,6631,-2599,21460,8591,12514,6390,7676,766,373, 
 收回投资所收到的现金(万元),5100,5100,1500,35982,22916,14252,3087,25380,13455,36163,19793,277,109,8844, 
 取得投资收益所收到的现金(万元),7,7,4,--,--,--,4,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),68,59,22,61,51,32,11,24,12,21,3,7,18,20, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,87,--,--,--,--,--,--,--,--,--,359, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5175,5166,1526,36130,22966,14284,3102,25404,13468,36184,19795,284,127,9223, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11101,6857,3381,8405,5401,3874,2867,4367,2703,4718,1671,2695,2534,2007, 
 投资所支付的现金(万元),6612,5200,5100,36030,24680,14380,6150,25285,13385,35540,19340,450,--,7817, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),18,18,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),17731,12076,8481,44435,30081,18254,9017,29652,16088,40258,21011,3145,2534,9824, 
 投资活动产生的现金流量净额(万元),-12556,-6910,-6956,-8305,-7115,-3969,-5915,-4248,-2620,-4074,-1216,-2860,-2408,-601, 
