 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),1489078,729264,363702,115837,1054820,432780,273327,78287,774962,313108,224089,61969,758799,301373,195362,75191,702633,291065,188968,67410,672513,305024,173157,83492,178581,105638,42131,11530,172583,93340,46791,11655,120271,63061,19395,3378,73065,41423,14587,59401,30102,41744,39059, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
 收到的税费返还(万元),--,56,--,1,153,122,152,119,22,24,--,13,335,42,1,1,364,364,364,364,--,151,147,146,352,281,128,0,20,--,--,--,--,--,0,--,--,0,0,--,0,0,--, 
 收到的其他与经营活动有关的现金(万元),13546,23680,14874,15752,9521,19762,15556,13225,13139,19856,15316,11768,6402,18553,15952,10740,6717,16096,15944,11257,4526,19634,15834,10895,1145,3908,3292,488,1294,4279,2752,402,1233,1805,387,147,396,7693,140,255,2775,221,164, 
 经营活动现金流入小计(万元),1502624,752999,378576,131589,1064494,452665,289035,91632,788123,332988,239405,73750,765536,319968,211316,85933,709713,307525,205276,79031,677039,324810,189138,94533,180079,109827,45423,12019,173898,97619,49543,12056,121504,64865,19782,3525,73461,49116,14728,59656,32877,41965,39224, 
 购买商品、接受劳务支付的现金(万元),1365989,691003,441113,264346,815301,496419,357655,188227,514402,295467,222015,120933,495075,248688,172050,98001,555016,273186,167202,75430,587146,296086,182223,95455,136551,82324,32618,9823,138823,92662,48061,17381,94686,50489,15989,4735,53300,38462,14250,47196,28253,22379,28095, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,--, 
