 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),24192,12709,49716,32241,22993,11053,44379,32667,22349,10051,37199,26825,16465,8490,42307,38190,28479,11919,25266,22883,12521,5868,25697,18218,10318,5245,26073,22771,12006,29443,24763,20836, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,153,140,32,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44, 
 收到的其他与经营活动有关的现金(万元),2188,1022,4835,3056,3502,676,4863,2415,1757,749,4493,2026,1383,536,2016,1472,1126,596,1570,761,796,797,885,487,610,62,484,134,113,554,215,407, 
 经营活动现金流入小计(万元),26380,13731,54704,35437,26527,11762,49242,35082,24105,10801,41691,28852,17848,9026,44323,39662,29606,12515,26836,23644,13317,6664,26582,18705,10927,5307,26558,22905,12119,29997,24978,21286, 
 购买商品、接受劳务支付的现金(万元),14335,8768,30297,20303,15431,6089,25813,16475,11860,5665,18472,12237,7715,3932,20994,20751,17148,7971,12699,12944,7356,4838,12819,11484,7830,2911,12703,8562,4436,9632,9596,8279, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6706,3307,11687,8371,5566,2639,10512,7862,5388,2675,10180,7569,5041,2497,8665,6427,3977,2052,8530,6545,4473,2444,7876,6298,4626,2520,7905,6537,4259,7762,7699,6834, 
 支付的各项税费(万元),3647,2213,2635,1606,1341,658,3652,2284,1591,442,4014,3181,2358,1161,3543,2242,1285,520,4427,3344,2222,939,4189,3407,2589,1416,2212,2504,1219,3031,3099,3000, 
 支付的其他与经营活动有关的现金(万元),1797,555,3442,2517,1911,973,3575,1535,1233,777,2613,2078,806,673,1747,2357,1697,1243,2228,1678,1329,421,2800,1622,1184,686,3495,3422,2044,3955,4238,3113, 
 经营活动现金流出小计(万元),26485,14843,48061,32798,24247,10358,43552,28156,20072,9559,35280,25065,15920,8264,34949,31777,24107,11785,27884,24511,15380,8642,27683,22812,16229,7533,26315,21024,11959,24379,24632,21226, 
 经营活动产生的现金流量净额(万元),-106,-1112,6642,2640,2280,1404,5690,6926,4033,1241,6411,3786,1928,762,9375,7885,5499,729,-1047,-868,-2063,-1977,-1102,-4106,-5302,-2226,243,1881,160,5618,346,60, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,49630,19267,19258,19250,454,273,269,3,17281,17286,17255,16002,10,0,0,--,0,--,--,--,2,2,2,1585,4661,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,49630,19267,19258,19250,454,273,269,3,17281,17286,17255,16002,10,0,0,0,0,0,0,0,2,2,2,1585,4661,53, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18814,10091,44277,25855,17886,6227,26700,17801,9752,1075,5192,2941,531,448,4836,1169,887,712,8581,5905,783,451,11377,9148,5234,3403,6992,7188,6666,2186,2327,639, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18814,10091,44277,25855,17886,6227,26700,17801,9752,1075,5192,2941,531,448,4836,1169,887,712,8581,5905,783,451,11377,9148,5234,3403,6992,7188,6666,2186,2327,639, 
 投资活动产生的现金流量净额(万元),-18814,-10091,-44277,-25855,-17886,-6227,22930,1466,9506,18174,-4737,-2668,-262,-445,12445,16117,16368,15290,-8571,-5905,-783,-451,-11377,-9148,-5234,-3403,-6990,-7185,-6663,-600,2334,-586, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,45819,45819,45819,45884,--,--,--,--,--,--,--,--,--,--,--,--,32320,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,10700,10700,10700,10700,3700,2200,2200,--,2600,4600,4100,--,12800,10200,1500,--,7600,9000,5000,2100,7600,6100,4600,4600,4600,4600, 
