 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),14389390,9847841,6641378,2833664,12296963,8483583,5650021,2323922,7861857,4988450,3381758,1407189,7177008,5256679,3663474,1542027,6663288,4242881,2120015,842055,4051809,2468389,1638420,599922,3692844,2613397,1739554,694610,4602942,3420007,2305245,1039652,4776933,3260808,2049474,924827,2977479,2048720,1308006,565708,2568297,1941485,1332063,458782,2054123,1263857,993493,878706,908555,782808,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 收到的税费返还(万元),46734,33602,23542,18849,27832,20475,14452,10185,27129,21307,14068,9316,34360,28241,18053,12478,36914,24728,15494,6274,46420,25123,17209,6390,45135,19985,13710,9504,29324,21049,15289,7526,29190,23793,19446,7064,54942,45760,35814,16874,23127,15399,6937,3717,8287,4965,2794,--,5764,5355,--, 
 收到的其他与经营活动有关的现金(万元),181534,119865,78616,27201,112942,90095,49616,29833,133555,98696,48259,31157,145974,86746,43778,28317,126866,122168,45637,40701,101597,74460,45906,28473,83381,68174,49407,22092,69408,47014,58763,15911,61723,50964,18034,7470,46406,37450,24031,9017,36986,33989,13690,5649,28126,13319,12533,28136,25921,28016,--, 
 经营活动现金流入小计(万元),14617658,10001308,6743535,2879714,12437737,8594153,5714088,2363939,8022542,5108454,3444086,1447662,7357342,5371666,3725305,1582822,6827069,4389777,2181146,889031,4199827,2567972,1701535,634785,3821359,2701557,1802671,726207,4701674,3488069,2379297,1063089,4867846,3335566,2086953,939361,3078827,2131929,1367851,591599,2628410,1990873,1352689,468148,2090536,1282142,1008819,906841,940239,816179,--, 
 购买商品、接受劳务支付的现金(万元),8009465,5995538,3560517,1866029,6819520,5089967,3242333,1471458,4335940,2958647,1880043,833671,4162990,3336344,2325202,1174782,3631301,2793208,1417337,697073,2456237,1686288,1079678,510660,2404378,1853516,1287957,660683,3149854,2548636,1870576,858468,3206155,2294077,1435279,679952,2304098,1640227,1044331,439625,1922512,1359225,874358,379952,1420472,833567,732828,603575,586351,562305,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),2346842,1771087,1181089,576781,2247136,1751956,1203701,500145,1614348,1119886,799913,361431,1427142,955356,636156,338444,991053,487441,253861,127343,431462,310569,216278,105418,296037,231885,156849,84227,295038,216998,150943,82645,238804,178978,118394,61665,168520,122412,81235,38531,190776,132339,91616,37514,134387,93513,64864,28734,76894,49804,--, 
 支付的各项税费(万元),765680,596237,458850,176061,737077,538397,373590,169389,354965,268283,190732,62079,321927,226839,174534,76740,365529,296769,220731,87652,312793,225557,182107,61267,417384,360437,324525,195217,343053,285657,255345,121033,388839,314614,238330,113835,203570,132347,90532,22408,191859,169316,141983,50943,169434,132601,105787,59489,89141,62498,--, 
 支付的其他与经营活动有关的现金(万元),1269508,989301,694646,343764,1008171,614145,417885,280675,892246,603482,371037,172563,767893,627701,436637,225623,722013,405921,220397,118546,422494,274620,150003,84056,427943,277472,143807,71259,318462,193394,137191,64444,163781,140629,46044,39079,158709,120647,68807,19997,135773,97978,60290,28184,135943,93761,53043,50452,71781,46952,--, 
 经营活动现金流出小计(万元),12391495,9352163,5895103,2962634,10811904,7994466,5237510,2421668,7197498,4950298,3241725,1429744,6679952,5146239,3572529,1815589,5709896,3983338,2112326,1030615,3622986,2497035,1628067,761401,3545742,2723309,1913138,1011385,4106406,3244684,2414056,1126590,3997580,2928299,1838046,894531,2834897,2015633,1284904,520561,2440920,1758858,1168247,496593,1860235,1153443,956522,742250,824167,721559,--, 
 经营活动产生的现金流量净额(万元),2226163,649145,848433,-82921,1625833,599688,476579,-57728,825043,158156,202360,17918,677390,225427,152776,-232766,1117173,406439,68820,-141584,576841,70937,73469,-126616,275617,-21753,-110467,-285178,595268,243385,-34758,-63501,870266,407267,248907,44829,243929,116296,82946,71038,187490,232016,184442,-28446,230300,128699,52297,164591,116073,94619,-1699, 
 收回投资所收到的现金(万元),1186081,675142,236500,113500,372900,322200,227600,12500,163198,44552,33100,11300,18800,20300,300,1000,42300,13000,5000,--,44210,41688,16688,11407,29912,23149,10000,--,2862,1402,1402,1402,9208,12864,--,--,194,0,--,--,1757,1440,930,0,--,0,0,--,619,830,--, 
 取得投资收益所收到的现金(万元),32420,24122,11273,2713,11851,10374,7791,255,8844,6781,5342,103,16628,12593,7693,260,16698,11740,9897,199,2336,2336,640,--,4928,4928,4633,1423,2060,560,560,--,360,360,360,--,160,160,160,--,0,--,0,0,864,864,864,263,263,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6311,2895,2794,1553,10506,2828,2156,1388,74427,50321,37030,15894,67447,47029,34421,15163,41871,3512,63,21,399,280,117,26,492,435,433,-4,4216,2527,1605,778,4097,3521,2566,388,1253,137,104,65,471,392,146,45,369,249,169,--,744,868,--, 
 处置子公司及其他营业单位收到的现金净额(万元),10860,10860,13002,13002,--,--,--,--,--,-13634,--,--,4739,4739,4739,--,3711,--,--,--,--,--,0,--,35923,27652,34344,2029,--,--,--,--,--,--,--,--,597,597,597,--,0,--,0,0,7268,0,0,--,27264,27264,--, 
 收到的其他与投资活动有关的现金(万元),972,--,2910,--,18645,5715,2002,550,21510,3274,6384,--,6483,5008,4986,--,129137,124223,121746,2732,29133,11780,11778,7451,17639,283,283,--,100,9592,9603,--,10390,2,0,--,0,0,--,--,0,--,0,0,--,3019,3019,107900,5508,288,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,--,0,0,--, 
 投资活动现金流入小计(万元),1236645,713020,266479,130768,413902,341117,239549,14694,267978,91293,81857,27297,114097,89669,52139,16423,233718,152476,136707,2951,76078,56084,29222,18884,88893,56446,49693,3447,9239,14082,13171,2180,24055,16747,2926,388,2203,893,861,65,2229,1832,1076,45,8501,4132,4052,108164,34398,29249,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),368360,246895,150626,69113,254167,163377,109160,51869,445970,306844,213482,88706,434534,305467,205163,87273,330970,163062,71740,34135,146838,108503,80812,42207,221884,166804,131688,64467,342110,288710,115162,70841,181263,106910,68837,29507,134703,103250,62934,37366,168283,133053,87230,40979,141539,103594,70037,87669,100732,60173,--, 
