 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),160365,101549,53966,204628,157559,97000,48088,186337,150178,116627,99301, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3497,2376,1131,5041,4244,2607,1803,4994,1731,3589,852, 
 收到的其他与经营活动有关的现金(万元),1189,940,924,3858,2614,1944,746,4091,8503,2413,3629, 
 经营活动现金流入小计(万元),165050,104865,56021,213527,164416,101550,50637,195422,160411,122629,103781, 
 购买商品、接受劳务支付的现金(万元),155416,87354,40547,173734,137085,85826,41218,168981,135138,98103,95466, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9536,6239,3916,11048,7651,5822,3186,10069,6815,4904,3012, 
 支付的各项税费(万元),3655,2796,1333,5334,3405,2365,1229,6909,3380,3220,1335, 
 支付的其他与经营活动有关的现金(万元),8247,5813,3257,16399,9972,6511,4287,14141,13087,11927,6728, 
 经营活动现金流出小计(万元),176854,102202,49053,206515,158113,100524,49921,200101,158420,118154,106540, 
 经营活动产生的现金流量净额(万元),-11803,2664,6968,7012,6304,1027,716,-4679,1992,4474,-2759, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,-14,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),56,40,33,92,72,59,53,81,115,7,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1180,1180,1180,--,--,--,--,1674,9000,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1236,1220,1199,92,72,59,53,1754,9115,7,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1136,1036,513,8824,8300,7660,746,2714,2567,6462,5543, 
 投资所支付的现金(万元),--,--,--,33,33,33,--,750,8445,--,--, 
