 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),29964,109067,84405,50848,27253,89141,66863,44227,25078,79156,60859,42800,22131,82227,66825,42674,18719,91810,71562,48137,24568,78242,55730,37981,17932,77223,60277,40124,19704,123261,95715,70359,76257,52112,47148,28388, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),0,837,837,837,28,908,767,657,657,38,136,136,136,942,851,851,442,1633,1421,488,179,250,500,338,--,3088,2025,1893,574,7462,632,5467,1242,769,1508,380, 
 收到的其他与经营活动有关的现金(万元),732,790,525,242,262,11474,10750,8663,2034,11618,13968,9700,3451,9980,6168,4893,3259,8812,9058,6779,1521,6711,4062,3016,4481,2897,1154,763,971,1786,15952,758,1424,385,966,739, 
 经营活动现金流入小计(万元),30697,110694,85766,51926,27543,101523,78380,53547,27769,90812,74963,52635,25717,93149,73844,48418,22420,102255,82041,55404,26268,85202,60292,41334,22413,83208,63456,42780,21249,132508,112299,76583,78922,53266,49622,29507, 
 购买商品、接受劳务支付的现金(万元),16150,53147,40531,28447,13792,35107,24740,12541,6057,24338,18102,13707,7368,33433,27484,18078,9044,59538,48321,32332,12632,42512,28831,21766,6688,53179,42011,23760,7411,99568,78266,53591,63579,40158,36015,18790, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),5474,15637,11609,8419,5276,13464,10479,7501,4785,11894,9121,6251,3743,10434,8175,5749,3609,8995,6851,3045,2411,6800,4768,2133,1938,4911,3974,2970,2046,5039,3941,3003,3366,2928,2765,2373, 
 支付的各项税费(万元),2492,10188,7938,4306,2290,9548,8422,6097,2994,10837,8613,5634,2374,10147,7373,4560,2341,5140,4745,3195,1657,5957,5833,3611,2742,4240,4843,3360,1130,3666,5675,2005,3838,2385,1760,883, 
 支付的其他与经营活动有关的现金(万元),6005,22870,16411,10683,5725,21302,15693,11315,6139,15091,11949,9530,4944,13934,8566,6487,2654,12534,7866,6595,3795,9951,7485,6420,4733,6196,5579,5886,6605,7083,11589,4013,7304,3841,3646,3862, 
 经营活动现金流出小计(万元),30121,101842,76489,51855,27084,79421,59335,37455,19975,62161,47785,35121,18430,67948,51598,34874,17649,86208,67783,45167,20496,65220,46917,33930,16101,68526,56407,35976,17192,115357,99471,62613,78087,49313,44186,25907, 
 经营活动产生的现金流量净额(万元),576,8852,9277,71,459,22101,19044,16092,7793,28650,27178,17514,7287,25201,22246,13544,4772,16047,14258,10236,5773,19982,13375,7404,6312,14682,7048,6804,4057,17151,12828,13970,835,3953,5436,3599, 
 收回投资所收到的现金(万元),--,--,--,--,--,0,--,--,0,41,--,--,67299,40,40,0,--,0,--,0,--,0,10000,10000,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),2727,12904,9098,6439,2363,27,26,26,0,0,41,41,0,2,2,0,--,2,--,0,--,2,451,85,--,2,2,--,--,2,0,0,4,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,5,5,5,2,3,1,1,1,0,--,--,0,2,0,0,--,0,--,0,--,5,5,0,--,6,7,--,--,0,0,0,4,4,2,178, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,0,0,0,0,0, 
