 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),1003263,3230359,2203714,799557,411766,1830546,1211944,705919,292538,1493836,1023342,628947,223357,1397325,991619,678108,330261,1401863,1105936,738719,323526,1207064,896372,591348,303472,1229164,913401,583651,264936,959077,703164,441902,168911,597248,439783,278318,136926,915974,652482,452596,204583,734468,547902,362867,613035,--,347009,198389, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,1393,18075,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),2296,10178,6831,4327,1937,8881,6803,4858,2365,2878,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 收到的税费返还(万元),1357,4848,5363,2824,1065,4989,4462,2050,--,1930,2022,1247,401,2867,4593,2296,807,102,81,18,24,2184,1962,1774,2707,4859,3653,2358,1249,3081,2481,1482,554,2732,3642,2677,1069,6126,6135,4460,1181,4916,2806,2518,14875,--,6324,650, 
 收到的其他与经营活动有关的现金(万元),1481,58251,74733,54181,26862,24583,18425,3920,3456,8619,36783,40857,12842,7287,7081,6321,3466,3813,5434,969,5088,6976,5002,21729,2548,8623,4651,2709,5081,14407,14799,5112,5472,3096,2543,465,912,3667,1170,418,349,1449,682,1431,28701,--,172704,95136, 
 经营活动现金流入小计(万元),1008398,3303636,2290640,860890,441630,1869000,1241633,716746,299752,1525338,1062146,671051,236599,1407479,1003293,686725,334534,1405777,1111450,739706,328638,1216224,903336,614851,308728,1242646,921705,588719,271266,976565,720444,448496,174938,603076,445968,281460,138906,925767,659787,457474,206113,740833,551390,366816,656611,--,526038,294175, 
 购买商品、接受劳务支付的现金(万元),884159,3460593,2384812,994842,462472,1673088,1098694,659857,278009,1439269,937268,617700,246886,1192089,858895,609433,291787,1319713,1019737,659860,303113,1108511,805102,544042,317078,1175318,860264,556516,279141,932271,670369,428035,183280,587405,439568,263385,116396,848092,596703,435781,191807,702686,518933,329480,573961,--,317451,193497, 
 客户贷款及垫款净增加额(万元),505,10700,5957,7220,4538,-9679,-17850,-23595,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),20680,51458,35591,31909,13308,42079,28547,21404,11734,32165,24730,18095,9162,27893,22999,15244,8098,24237,18561,13920,7455,22483,14552,9838,4682,22228,16173,11333,6618,19411,13221,9031,5839,19071,13105,8971,4638,17125,10857,9225,4493,11768,8361,5372,9100,--,7435,4293, 
 支付的各项税费(万元),6155,29836,22084,14418,6980,15126,11609,8038,4757,18412,13190,9509,3417,12740,7442,4997,1641,12868,7608,4031,1637,14748,10916,9945,7349,9500,7834,4929,1140,4674,5651,3346,1050,4961,4489,2523,1074,9301,6495,5144,3302,8753,7585,5571,8673,--,7200,2064, 
 支付的其他与经营活动有关的现金(万元),28486,62403,59095,48483,14394,59715,32495,24998,12594,35431,41799,18368,7434,41497,30775,15235,9635,27267,22562,17730,7371,24856,24192,13566,6258,29639,20474,14367,6478,24699,25527,10505,2544,20363,17710,12260,5983,7259,11290,2151,254,15314,7343,5293,36037,--,181560,103074, 
 经营活动现金流出小计(万元),939985,3614990,2507539,1096873,501692,1780329,1153494,690702,307093,1525277,1016987,663671,266899,1274219,920111,644910,311161,1384086,1068468,695541,319576,1170599,854761,577391,335368,1236684,904745,587145,293377,981055,714768,450917,192713,631800,474871,287139,128090,881776,625345,452301,199857,738521,542222,345716,627769,--,513646,302929, 
 经营活动产生的现金流量净额(万元),68414,-311355,-216899,-235983,-60062,88672,88139,26044,-7341,61,45159,7380,-30300,133260,83183,41815,23374,21691,42982,44165,9062,45624,48575,37459,-26640,5962,16960,1573,-22110,-4489,5676,-2421,-17775,-28723,-28903,-5679,10816,43991,34442,5174,6256,2312,9168,21100,28842,14628,12392,-8754, 
 收回投资所收到的现金(万元),2000,90520,75570,29000,19200,179143,163543,148593,--,--,--,--,--,41690,26359,26359,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,18537, 
 取得投资收益所收到的现金(万元),0,1250,1239,2192,7,12577,12569,74,--,5277,2532,2041,1530,6379,4892,4695,3060,2642,2566,2438,363,1897,129,129,--,1187,960,--,--,605,605,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,2152, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),452,1428,703,703,16,96,69,61,61,2004,2941,23,--,118,87,6,--,857,376,45,36,342,163,9,8,4512,288,237,--,1,31,0,--,--,--,--,--,0,858,857,0,81,140,140,85,--,4,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,312,--,--,--,--,--,--,--,--,--,--,--,1468,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),6707,43867,20941,15561,13278,8888,6577,2524,1083,24792,70796,1251,299,40519,20519,519,--,10150,10306,129,0,482,130,130,2245,679,4497,1532,399,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,64,--,0,0, 
