 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),32298,143648,106465,61145,26887,90518,66291,38555,11962,78077,56459,32560,14363,70169,55062,30688,15467,72677,66130,52667, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,46,46,46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),312,944,828,539,366,835,315,205,91,520,55,16,7,184,182,153,--,165,1221,915, 
 经营活动现金流入小计(万元),32609,144639,107340,61731,27253,91354,66605,38760,12053,78597,56513,32576,14370,70353,55245,30841,15467,72843,67351,53581, 
 购买商品、接受劳务支付的现金(万元),19439,92247,74220,40474,14475,55230,39735,24136,13712,50095,40030,20749,7237,55251,43702,23553,11570,52093,54474,37518, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1734,6695,4566,3104,1492,5306,3703,2225,879,2654,1810,918,276,2695,1824,1386,569,2380,1796,1563, 
 支付的各项税费(万元),1379,9347,7437,5137,1790,6347,4189,2023,1251,6881,4960,3460,1520,3447,3064,1059,777,6716,6848,3091, 
 支付的其他与经营活动有关的现金(万元),1146,3624,2719,1622,802,3218,2039,1554,640,1742,2401,890,440,2830,2464,1302,222,2498,2231,1492, 
 经营活动现金流出小计(万元),23698,111913,88943,50337,18560,70101,49666,29939,16483,61372,49202,26017,9474,64223,51054,27301,13137,63687,65349,43664, 
 经营活动产生的现金流量净额(万元),8911,32726,18397,11393,8693,21253,16939,8821,-4429,17225,7311,6559,4896,6130,4191,3540,2330,9156,2002,9917, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),376,2078,1405,844,523,2031,1153,590,273,1009,458,162,52,205,197,127,--,421,207,49, 
