 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),46425,35925,24641,71597,51529,32749,21259,72616,50185,32600,14870,70962,48291,26709,18268,58778,46494,29468,17863,65051,50962,31547,13791,63868,45558,31021,18885,63862,41677,26073,61101,25693,61210,44972,41657, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),1241,854,510,1920,1093,437,192,869,757,690,80,1285,1017,663,186,866,735,433,174,651,589,407,338,2180,2015,1405,768,2000,1571,641,717,255,78,153,184, 
 收到的其他与经营活动有关的现金(万元),1003,329,135,683,1162,468,53,370,201,68,34,360,371,1903,155,1092,468,333,162,1091,497,304,148,921,773,407,197,1541,1279,442,2405,1875,994,1389,478, 
 经营活动现金流入小计(万元),48669,37108,25286,74200,53784,33654,21504,73856,51143,33358,14984,72607,49680,29275,18609,60735,47697,30234,18199,66793,52048,32258,14277,66970,48346,32832,19849,67402,44527,27156,64223,27823,62283,46514,42318, 
 购买商品、接受劳务支付的现金(万元),25001,17828,9915,34207,26201,14706,8115,37864,22880,14765,8228,33328,21932,12802,6289,32612,26071,14345,7763,35486,30392,19586,12892,40919,33662,22183,11557,41286,26262,14295,43402,20075,37998,26601,20998, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),10983,7485,3866,15937,12189,7870,3962,16162,11793,8042,3995,15240,11489,7650,3823,14599,10949,7201,3758,14927,11342,7619,3274,15825,9748,7591,4172,14657,10111,6486,12253,6229,11458,8489,7165, 
 支付的各项税费(万元),6193,5469,4105,8626,4983,2846,2304,7812,5296,3960,1956,5948,4102,1882,1017,4386,3013,1354,466,5476,3838,1908,1255,3135,1474,1279,575,4256,1817,1488,2966,1914,5356,3731,3008, 
 支付的其他与经营活动有关的现金(万元),4003,3084,1517,7029,5438,3273,1086,6031,3388,1822,1467,6043,3758,2462,719,6424,3361,2797,1257,6192,4222,3432,2494,7226,5286,4277,3429,6461,4971,3322,7315,3712,6420,5839,5662, 
 经营活动现金流出小计(万元),46180,33865,19403,65799,48810,28695,15467,67869,43357,28590,15647,60558,41280,24797,11848,58022,43394,25697,13244,62081,49794,32546,19916,67105,50170,35330,19733,66660,43160,25591,65937,31929,61231,44659,36833, 
 经营活动产生的现金流量净额(万元),2489,3243,5883,8401,4974,4959,6037,5987,7786,4769,-662,12049,8399,4479,6762,2714,4303,4537,4955,4712,2254,-287,-5639,-135,-1824,-2498,116,742,1366,1565,-1714,-4106,1052,1854,5485, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,600,600,600,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,3100, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,310, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,14,3,94,75,75,38,12,14,13,12,54,20,--,--,15,2,--,--,14,9,2,2,10,6,--,--,3,--,--,13231,13231,4081,4,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1598,1478,--,--,--,--,--,--,--,--,--,--,283,--,--,--,--,--,--,--,--,15,0,26, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流入小计(万元),14,14,3,94,75,75,38,612,614,613,612,1651,1498,0,0,15,2,0,0,14,9,2,2,293,6,0,0,3,0,0,13231,13231,4095,4,3436, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),357,353,124,627,370,181,120,1002,766,375,186,2791,3057,2735,2386,2984,3999,4413,1112,3789,3087,2415,126,5152,3831,2700,1907,8403,5810,2012,12093,6311,7247,2436,1740, 
 投资所支付的现金(万元),600,600,--,4914,4914,4914,8003,--,--,--,--,600,--,--,--,--,--,--,--,1320,1320,1320,1320,--,--,--,--,--,--,--,--,--,121,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,4671,--,--,--,--,--,--,--,--,--,--,1726,2266,2266,2266,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付的其他与投资活动有关的现金(万元),359,241,123,392,123,83,45,223,150,92,54,257,161,114,60,311,217,122,48,411,249,166,44,493,63,209,41,328,173,120,626,239,3305,613,458, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流出小计(万元),1316,1194,247,5933,10079,5178,8168,1225,915,467,240,3647,3218,2849,2446,5021,6481,6801,3426,5520,4657,3901,1491,5645,3895,2908,1948,8731,5983,2132,12719,6551,10673,3049,2199, 
 投资活动产生的现金流量净额(万元),-1303,-1180,-244,-5840,-10003,-5103,-8130,-613,-302,146,372,-1996,-1720,-2849,-2446,-5006,-6479,-6801,-3426,-5505,-4648,-3899,-1489,-5352,-3889,-2908,-1948,-8728,-5983,-2132,512,6680,-6578,-3045,1238, 
 吸收投资收到的现金(万元),450,450,--,--,--,--,--,--,--,--,--,2268,--,--,--,--,860,860,860,--,--,--,--,--,--,--,--,39940,39364,--,--,--,--,182,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得借款收到的现金(万元),6095,4422,4095,30450,6700,5500,--,30000,10375,10375,--,27580,25330,11280,--,30400,15100,4600,600,47175,36153,13453,8475,31893,24900,10000,4000,22909,25809,7000,32648,9500,34351,24290,15812, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,2907,279,3,--,375,--,--,--,3350,--,--,--,--,612,1270,--,--,--,--,--,--,973,973,--,--,576,--,--,--,--,1000,900, 
 筹资活动现金流入小计(万元),6545,4872,4095,33357,6979,5503,0,30375,10375,10375,0,33198,25330,11280,0,30400,16572,6730,1460,47175,36153,13453,8475,31893,25873,10000,4000,62849,65749,7000,32648,9500,34351,25472,16712, 
 偿还债务支付的现金(万元),9200,7500,7000,30000,5000,5000,--,31500,16844,16721,4000,30480,22835,7900,3000,36300,22700,14700,4700,41368,28368,8993,2993,29509,22509,7609,3609,34370,26870,7070,23150,7500,27988,20803,21228, 
 分配股利、利润或偿付利息所支付的现金(万元),1375,1123,261,3093,2819,2540,262,2578,2301,2073,305,3117,2841,2400,380,3831,3201,2957,534,4412,3941,3371,445,2898,2421,2963,450,2218,1738,1031,3404,1064,1390,1501,1432, 
