 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),71604,45732,93481,80371,22887,66944,67655,66214, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2175,1037,2331,1896,355,3510,1703,1841, 
 收到的其他与经营活动有关的现金(万元),1136,799,2940,1330,408,1673,509,5898, 
 经营活动现金流入小计(万元),74915,47569,98751,83596,23650,72127,69867,73952, 
 购买商品、接受劳务支付的现金(万元),38195,24272,45981,40865,12489,38483,35332,47161, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17353,11881,19485,14750,5444,16932,13358,12673, 
 支付的各项税费(万元),3989,2559,6409,5025,1283,3146,2715,3556, 
 支付的其他与经营活动有关的现金(万元),7642,4665,10403,6563,2217,12091,10418,6589, 
 经营活动现金流出小计(万元),67179,43377,82277,67202,21435,70652,61823,69979, 
 经营活动产生的现金流量净额(万元),7736,4192,16474,16394,2216,1475,8044,3973, 
