 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),322908,189678,442248,249124,167454,438691,150408,422013,380308,341981, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4633,4334,5758,2265,227,14468,7269,9294,4184,3868, 
 收到的其他与经营活动有关的现金(万元),19505,13353,41320,16880,22022,46699,16823,33406,34431,29329, 
 经营活动现金流入小计(万元),347047,207365,489326,268269,189703,499858,174499,464714,418923,375179, 
 购买商品、接受劳务支付的现金(万元),255810,153517,285753,192060,128729,276976,110894,214089,224070,229915, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),61491,45454,85896,60141,42741,85866,41425,73754,64137,55160, 
 支付的各项税费(万元),14966,12189,22801,13698,10206,27323,15493,30396,22903,16865, 
 支付的其他与经营活动有关的现金(万元),36109,24136,51685,35616,34955,76308,26028,51743,44549,70289, 
 经营活动现金流出小计(万元),368377,235295,446134,301515,216631,466472,193841,369983,355659,372229, 
 经营活动产生的现金流量净额(万元),-21330,-27930,43192,-33246,-26928,33386,-19342,94731,63264,2949, 
