 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),6508,28067,18533,11475,4515,31417,21306,14312,5746,31627,22165,14811,6082,31561,22082,30440,34507,30768, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,1,1,1,105,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),128,1030,1152,488,477,753,518,218,129,647,386,313,198,829,644,443,894,181, 
 经营活动现金流入小计(万元),6636,29097,19686,11963,4992,32170,21825,14531,5875,32379,22551,15123,6280,32389,22726,30883,35401,30949, 
 购买商品、接受劳务支付的现金(万元),6089,15957,12028,7800,4111,19299,14638,11232,5765,20523,14920,9656,3824,18409,13522,20098,20585,20770, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),871,2755,2004,1386,771,2388,1564,1303,521,2155,1633,1114,638,1780,1352,1741,1621,1547, 
 支付的各项税费(万元),808,2640,1912,1297,673,2753,2218,1647,566,3282,2345,1617,815,3221,2217,2961,4007,2626, 
 支付的其他与经营活动有关的现金(万元),14690,15816,2292,1269,758,2026,1783,979,584,1830,1330,868,388,1589,1227,1177,1666,2099, 
 经营活动现金流出小计(万元),22458,37169,18236,11751,6313,26466,20202,15162,7436,27790,20227,13256,5665,24999,18318,25976,27880,27042, 
 经营活动产生的现金流量净额(万元),-15822,-8072,1450,212,-1321,5704,1623,-631,-1561,4589,2324,1868,615,7391,4408,4907,7521,3907, 
 收回投资所收到的现金(万元),8200,45200,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),83,726,261,129,55,115,93,67,24,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,--,--,--,1,1,1,1,--,--,--,--,0,0,0,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,27500,19500,11500,--,26000,16000,5000,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),8283,45926,27761,19629,11555,116,26094,16068,5025,0,0,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),207,3016,2935,2680,20,1885,1810,730,773,2729,2606,1871,729,3384,2341,846,3670,3130, 
 投资所支付的现金(万元),7800,55850,--,--,--,--,--,--,0,--,--,--,--,--,--,--,50,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,246, 
 支付的其他与投资活动有关的现金(万元),--,--,37417,28500,20000,3000,26000,14000,5000,5000,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8007,58866,40352,31180,20020,4885,27810,14730,5773,7729,2606,1871,729,3384,2341,846,3720,4377, 
 投资活动产生的现金流量净额(万元),276,-12940,-12591,-11551,-8465,-4769,-1716,1338,-748,-7729,-2606,-1871,-729,-3384,-2340,-845,-3720,-4376, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,0,28000,--,--,--,--,--,--,--,4507, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,2000,3800,2900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,117,2651, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,28000,0,0,0,0,0,2000,3917,10058, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,1000,1000,3400,4300,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,1500,1500,1500,--,1800,1800,1800,0,--,--,--,--,40,40,86,166,110, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,0,--,0,900,--,--,--,--,--,--,447,6231, 
 筹资活动现金流出小计(万元),0,1500,1500,1500,0,1800,1800,1800,0,900,0,0,0,1040,1040,3486,4913,6341, 
 筹资活动产生的现金流量净额(万元),0,-1500,-1500,-1500,0,-1800,-1800,-1800,0,27100,0,0,0,-1040,-1040,-1486,-996,3717, 
 汇率变动对现金及现金等价物的影响(万元),-219,-383,-299,-179,-49,378,138,96,-60,99,62,-9,5,-15,-9,-11,4,-25, 
 现金及现金等价物净增加额(万元),-15765,-22895,-12940,-13019,-9836,-486,-1756,-996,-2369,24059,-220,-13,-109,2952,1020,2565,2809,3223, 
 加:期初现金及现金等价物余额(万元),28242,37490,37490,37490,37490,37976,37976,37976,37976,13918,13918,13918,13918,10966,10966,8401,5592,2369, 
 期末现金及现金等价物余额(万元),12477,14595,24550,24471,27654,37490,36221,36980,35608,37976,13698,13905,13809,13918,11985,10966,8401,5592, 
 净利润(万元),--,4124,--,1699,--,4080,--,1917,--,5316,3713,2433,1111,5657,4098,5269,6289,--, 
