 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),208,2468,2611,2598,2383,6234,3865,1945,736,3549,137,137,--,5579,5501,5097,2020,12299,8324,5706,2410,11169,7189,4539,1839,17552,12414,9351,1487,1919,1150,270,--,12228,7089,2992,207,6021,5929,4325,1905,19011,13238,6907,3278,19073,16912,12675,4024, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 收到的税费返还(万元),--,--,11,11,--,--,--,--,--,--,529,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,0,0,--, 
 收到的其他与经营活动有关的现金(万元),896,38,349,463,1031,40,5871,309,272,1164,2731,1654,989,101,1217,1606,2489,48,90,30,821,20,5146,2091,9,112,893,796,512,3142,2877,2576,3127,12069,5567,3401,2008,3589,3395,2723,1957,3868,7831,4747,2579,5127,3393,3606,1053, 
 经营活动现金流入小计(万元),1105,2507,2971,3072,3414,6275,9736,2254,1009,4713,3397,1991,989,5680,6718,6703,4509,12348,8414,5736,3232,11189,12336,6630,1849,17664,13307,10146,1999,5061,4027,2846,3127,24297,12656,6393,2215,9610,9324,7047,3862,22879,21070,11654,5857,24200,20305,16281,5078, 
 购买商品、接受劳务支付的现金(万元),353,2535,2130,2119,1238,5167,4183,2363,1138,3453,--,--,16,3231,3412,3409,1892,6175,3106,2967,1904,5947,3664,1743,894,4707,4190,2614,--,1667,534,190,12,363,142,268,133,1564,2932,1930,1038,14227,12787,11744,3773,7066,6379,5242,1060, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),241,305,162,114,53,207,138,97,57,438,289,233,133,932,728,610,301,1631,1098,755,417,1192,914,569,280,1228,913,624,334,987,592,356,169,978,430,355,183,867,516,342,114,616,328,186,76,235,210,139,64, 
 支付的各项税费(万元),30,9,9,4,2,77,6,4,2,3306,3316,3312,3190,859,963,938,319,4340,3119,2522,1028,2008,1325,821,330,2306,2074,1460,485,1645,1616,1558,326,1421,1217,999,558,2321,1925,794,427,2107,1370,917,201,1652,1451,800,280, 
 支付的其他与经营活动有关的现金(万元),1374,886,865,289,58,271,143,697,1253,338,9012,4117,311,712,163,500,38,900,836,516,2387,989,4780,3218,2366,1196,5379,4757,3769,3743,5109,3389,1092,9705,2379,933,264,5294,5149,3791,538,8024,11546,7282,11922,9909,7887,8146,2972, 
 经营活动现金流出小计(万元),1998,3735,3165,2526,1351,5721,4470,3160,2451,7534,12618,7663,3650,5734,5265,5458,2550,13047,8159,6760,5736,10138,10683,6351,3871,9438,12556,9455,4587,8043,7851,5493,1600,12467,4167,2554,1138,10046,10522,6857,2118,24974,26031,20129,15972,18862,15927,14328,4376, 
 经营活动产生的现金流量净额(万元),-894,-1228,-194,546,2064,553,5266,-906,-1442,-2821,-9220,-5672,-2661,-54,1453,1245,1959,-699,256,-1024,-2504,1051,1653,280,-2022,8226,751,691,-2588,-2981,-3823,-2647,1527,11830,8489,3839,1077,-436,-1198,190,1745,-2095,-4961,-8475,-10115,5338,4378,1953,702, 
 收回投资所收到的现金(万元),--,--,--,--,--,11400,7600,3800,--,14100,14100,14100,--,--,--,--,--,27820,13000,13000,--,2000,--,--,--,--,--,--,--,--,--,--,--,2118,2337,--,--,--,--,--,--,--,8112,8112,8112,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,55,35,14,--,3353,3352,3339,--,--,--,--,--,--,--,--,--,--,--,--,--,114,--,--,--,--,--,--,72,8220,8223,900,900,1180,--,--,--,2742,9160,9160,7880,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,1,2,2,--,--,--,--,--,--,--,9,--,1,1,1,1,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,1000,0,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,13713,0,--,0,2500,0,0,--, 
 收到的其他与投资活动有关的现金(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9661,9201,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,449,0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 投资活动现金流入小计(万元),0,2,0,0,0,11462,7635,3814,0,17454,17454,17440,0,0,0,0,0,37481,22201,13009,6000,2001,1,1,1,114,0,0,0,0,0,--,72,10341,10560,900,900,1180,--,--,--,16455,17271,17271,15992,3949,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,--,--,--,--,--,--,--,--,104,--,--,--,832,635,635,312,2277,1396,1421,564,4513,1747,1181,829,4883,3995,967,579,8481,5509,4411,2128,6336,2668,1569,1147,1687,1353,975,--,1708,62,39,15,158,0,18,--, 
 投资所支付的现金(万元),--,--,1,--,--,11400,7600,3800,--,--,--,--,--,--,3000,--,--,14813,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14372,14372,--,--,--,--,0,--,--,0,--,0,--,0,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,0,--,0,0,--, 
 支付的其他与投资活动有关的现金(万元),--,260,--,--,--,200,--,--,--,462,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,229,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,0,5799,0,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
