 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),36190,24289,10995,48240,34496,18367,8227,47403,7935,44108,34122,32146, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2772,1599,57,2869,1438,1303,111,3063,35,2916,1927,1435, 
 经营活动现金流入小计(万元),38962,25888,11051,51110,35934,19670,8338,50466,7971,47024,36049,33581, 
 购买商品、接受劳务支付的现金(万元),17491,11959,3945,15733,14773,9495,5013,18815,5022,16684,12805,8516, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5263,3071,1803,6461,4575,2966,1598,5866,1584,4653,4512,4113, 
 支付的各项税费(万元),6686,4255,1100,7970,7276,3923,1296,8870,1975,5404,6023,6386, 
 支付的其他与经营活动有关的现金(万元),9206,6498,2474,9747,7112,4361,2268,10562,1887,10657,7488,8982, 
 经营活动现金流出小计(万元),38645,25783,9321,39911,33736,20745,10175,44113,10467,37398,30828,27996, 
 经营活动产生的现金流量净额(万元),317,105,1730,11198,2198,-1075,-1837,6352,-2496,9626,5221,5585, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,4,--,7,2,1,1,15,1,--,--,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4000,4000,4084,3296,3146,--,--,270,30,869,60,415, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4004,4004,4084,3303,3148,1,1,285,31,869,60,417, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2336,1398,1335,1218,687,909,316,2458,377,3084,3334,1396, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,90, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),65158,--,--,7132,7132,4000,4000,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),67494,1398,1335,8350,7819,4909,4316,2458,377,3084,3334,1486, 
 投资活动产生的现金流量净额(万元),-63490,2606,2750,-5047,-4671,-4908,-4315,-2173,-345,-2215,-3274,-1069, 
 吸收投资收到的现金(万元),63070,63070,--,--,--,--,--,--,--,--,2490,1248, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,90,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),63070,63070,0,0,0,0,0,0,0,0,2490,2248, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,1000,2980, 
 分配股利、利润或偿付利息所支付的现金(万元),1287,1287,1236,2181,2181,1287,1236,1081,--,1258,954,1844, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),5567,4042,--,--,--,--,--,500,--,--,--,1632, 
 筹资活动现金流出小计(万元),6853,5328,1236,2181,2181,1287,1236,1581,0,1258,1954,6456, 
 筹资活动产生的现金流量净额(万元),56217,57742,-1236,-2181,-2181,-1287,-1236,-1581,0,-1258,536,-4208, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-6956,60453,3244,3970,-4654,-7270,-7388,2598,-2841,6153,2484,308, 
 加:期初现金及现金等价物余额(万元),25368,25368,25368,21398,21398,21398,21398,18800,18800,12647,10163,9856, 
 期末现金及现金等价物余额(万元),18412,85821,28613,25368,16744,14128,14010,21398,15959,18800,12647,10163, 
 净利润(万元),--,6777,--,11522,--,6356,--,10923,--,8692,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,496,--,547,--,574,--,386,--,907,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,988,--,1869,--,911,--,1594,--,1366,--,--, 
 无形资产摊销(万元),--,54,--,105,--,51,--,102,--,93,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,5,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,4,--,0,--,3,--,31,--,20,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,8,--,-14,--,-42,--,--,--,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-68,--,-143,--,-134,--,-158,--,-322,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-834,--,-363,--,-676,--,579,--,-2247,--,--, 
 经营性应收项目的减少(万元),--,-7431,--,-3777,--,-7084,--,-3942,--,-5657,--,--, 
 经营性应付项目的增加(万元),--,426,--,1705,--,-752,--,-2637,--,7100,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-314,--,-253,--,-282,--,-526,--,-331,--,--, 
 经营活动产生现金流量净额(万元),--,105,--,11198,--,-1075,--,6352,--,9626,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),18412,85821,28613,25368,16744,14128,14010,21398,15959,18800,12647,10163, 
 现金的期初余额(万元),25368,25368,25368,21398,21398,21398,21398,18800,18800,12647,10163,9856, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-6956,60453,3244,3970,-4654,-7270,-7388,2598,-2841,6153,2484,308, 

