 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),251221,169971,81637,259084,196530,113976,233024,181760,159349,136336,133299, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),12095,8372,3347,15002,11376,8473,12206,8376,7989,6203,4879, 
 收到的其他与经营活动有关的现金(万元),1458,569,787,1922,1427,932,2062,4979,1035,1329,1155, 
 经营活动现金流入小计(万元),264774,178911,85771,276007,209333,123381,247291,195115,168372,143868,139333, 
 购买商品、接受劳务支付的现金(万元),155893,101084,40288,148557,118775,68992,133476,106197,88247,82411,83962, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),50400,33202,16541,56753,41708,26662,46246,40772,35773,27844,21866, 
 支付的各项税费(万元),14406,12531,4416,17237,14100,10963,15107,11390,8422,7723,10677, 
 支付的其他与经营活动有关的现金(万元),15338,11122,5365,21200,15433,9665,17556,14907,13041,10500,14189, 
 经营活动现金流出小计(万元),236036,157938,66611,243747,190015,116283,212384,173266,145483,128478,130694, 
 经营活动产生的现金流量净额(万元),28738,20973,19160,32260,19318,7098,34907,21849,22890,15390,8639, 
 收回投资所收到的现金(万元),50159,159,--,41,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),239,28,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,--,--,44,36,28,31,9,13,5,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,1301,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),67,67,67,1482,899,317,2230,3297,1943,273,415, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),50476,254,67,1567,935,344,3562,3306,1956,278,418, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5185,2561,476,18116,17126,12463,17240,12063,10683,7763,19166, 
 投资所支付的现金(万元),120000,--,--,175,175,175,210,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),198,155,475,4317,2742,1167,331,790,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),125383,2715,951,22608,20044,13805,17781,12852,10683,7763,19166, 
 投资活动产生的现金流量净额(万元),-74907,-2461,-883,-21041,-19108,-13461,-14219,-9546,-8728,-7486,-18748, 
 吸收投资收到的现金(万元),119616,--,--,--,--,--,--,--,50,--,150, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,150, 
 取得借款收到的现金(万元),29160,29160,27180,36480,28480,28480,53379,69956,80968,53828,46691, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,583,1805, 
 筹资活动现金流入小计(万元),148776,29160,27180,36480,28480,28480,53379,69956,81018,54412,48646, 
 偿还债务支付的现金(万元),67551,26522,23487,37002,24900,22996,49533,67622,78580,56831,26541, 
 分配股利、利润或偿付利息所支付的现金(万元),10030,9274,8789,17407,12051,11544,8466,8629,8876,6341,8035, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,25,--,69,150,242, 
 支付其他与筹资活动有关的现金(万元),10567,2563,392,2046,1446,846,3578,2221,3504,46,3323, 
 筹资活动现金流出小计(万元),88148,38359,32668,56456,38398,35386,61578,78473,90961,63217,37899, 
 筹资活动产生的现金流量净额(万元),60628,-9199,-5488,-19976,-9918,-6906,-8199,-8516,-9942,-8806,10747, 
 汇率变动对现金及现金等价物的影响(万元),-1548,-481,135,971,846,721,1928,-193,-330,-114,-139, 
 现金及现金等价物净增加额(万元),12911,8831,12924,-7785,-8862,-12548,14417,3593,3890,-1015,499, 
 加:期初现金及现金等价物余额(万元),21219,21219,21219,29004,29004,29004,14587,10994,6766,7781,7282, 
 期末现金及现金等价物余额(万元),34130,30050,34143,21219,20142,16456,29004,14587,10656,6766,7781, 
 净利润(万元),--,27381,13817,44436,--,20898,31746,22763,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,431,264,928,--,305,1679,557,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2826,1472,5344,--,2634,4620,4310,--,--,--, 
 无形资产摊销(万元),--,352,142,521,--,226,379,362,--,--,--, 
 长期待摊费用摊销(万元),--,24,12,47,--,24,48,52,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,23,--,20,-7,31,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-198,-252,-1390,--,-48,1353,1934,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1271,478,-1381,--,-428,451,2618,--,--,--, 
 投资损失(万元),--,57,171,3403,--,820,-118,-1035,--,--,--, 
 递延所得税资产减少(万元),--,139,-598,949,--,-199,-1951,-21,--,--,--, 
 递延所得税负债增加(万元),--,4,12,--,--,--,--,-432,--,--,--, 
 存货的减少(万元),--,-8821,-3383,-8438,--,-3216,-2559,-10270,--,--,--, 
 经营性应收项目的减少(万元),--,-603,8149,-17709,--,-12897,-5584,-6530,--,--,--, 
 经营性应付项目的增加(万元),--,-1746,-988,5827,--,-910,5068,4641,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-145,-138,-299,--,-129,-216,2869,--,--,--, 
 经营活动产生现金流量净额(万元),--,20973,19160,32260,--,7098,34907,21849,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),34130,30050,34143,21219,20142,16456,29004,14587,10656,6766,7781, 
 现金的期初余额(万元),21219,21219,21219,29004,29004,29004,14587,10994,6766,7781,7282, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),12911,8831,12924,-7785,-8862,-12548,14417,3593,3890,-1015,499, 

