 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),2010492,8201140,5615476,3666291,1646804,6707292,5027682,3118261,1314313,5701037,3875060,2442116,1033827,4663158,3129501,1992321,825579,3883114,2587114,1653512,723427,3469694,2366313,1526630,680529,2832992,1900502,1214471,419576,2422994,980434,2080140,1644820,1475385, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到的税费返还(万元),153,345,191,156,81,453,338,255,23,402,368,268,156,329,246,73,17,250,227,187,108,114,72,35,35,50,14,8,5,911,11,8,53,270, 
 收到的其他与经营活动有关的现金(万元),57538,297346,195603,134044,32385,194350,157703,110316,31493,125220,68629,46215,19958,90727,61562,36691,26067,62705,56995,34049,23323,45018,52839,27729,17105,44508,41413,24650,22024,19789,12582,31683,11482,22797, 
 经营活动现金流入小计(万元),2068183,8498832,5811269,3800491,1679271,6902094,5185723,3228832,1345829,5826660,3944057,2488598,1053941,4754214,3191309,2029085,851664,3946069,2644335,1687748,746859,3514826,2419224,1554394,697669,2877550,1941928,1239129,441605,2443695,993026,2111830,1656355,1498452, 
 购买商品、接受劳务支付的现金(万元),2239519,7934336,5814118,3842828,1777959,6321111,4987822,3267122,1552022,5377353,3946744,2536641,1181312,4437718,3144367,2018122,943193,3721139,2603349,1637248,763062,3366377,2325729,1512720,738079,2736031,1896750,1243273,497021,2428971,953192,2070351,1535643,1437021, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),67948,219678,163406,108962,58039,173018,121998,84827,44420,134108,95699,64038,34798,102407,74679,48719,25328,74094,54199,36104,18797,63066,46004,30564,16338,52597,39339,26295,14486,42609,20628,34655,24408,13888, 
 支付的各项税费(万元),45393,126254,90851,62138,30315,100840,75598,52751,25542,82034,61355,41046,20889,66214,47861,33101,15988,48558,34671,23695,10899,45103,30669,21524,10055,38931,29237,21379,11101,28161,15492,26796,18685,17241, 
 支付的其他与经营活动有关的现金(万元),102781,319768,243556,155927,79474,263999,199192,130555,85444,189568,170388,128960,56691,165044,162919,99680,92827,88431,131784,77176,42948,77173,122882,69453,30915,84352,65000,37755,20513,47138,21810,32198,28144,23707, 
