 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),26129,16970,56822,29856,22818,44067,36031,27748,25408,23351, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,20,--,--,15,14,12,11,10, 
 收到的其他与经营活动有关的现金(万元),900,818,462,390,500,719,717,580,436,380, 
 经营活动现金流入小计(万元),27029,17787,57305,30246,23318,44800,36762,28340,25855,23741, 
 购买商品、接受劳务支付的现金(万元),28020,21970,31057,26651,21669,24538,21981,17933,14686,14012, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6206,4318,7140,4981,3612,4815,3934,3443,2526,2129, 
 支付的各项税费(万元),2518,1212,2816,2447,1512,3011,2846,2119,2053,1927, 
 支付的其他与经营活动有关的现金(万元),3377,3111,4512,3792,2462,3605,4306,4101,3734,3490, 
 经营活动现金流出小计(万元),40120,30611,45525,37871,29256,35968,33067,27597,22998,21558, 
