 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),41706,29029,19118,11414,44670,30779,20862,10925,49917,29292,21635,9554,44578,28785,17045,10051,49762,28756,17330,7349,46245,29147,19272,8799,43007,25252,16174,7387,45207,27723,17973,8562,39623,27104,18790,9418,39884,26803,14507,6796,51871,41904,28869,11077,72246,52839,34999,17688,84272,61969,37531,14565, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--, 
 收到的税费返还(万元),--,31,--,--,72,25,25,25,81,21,21,21,14,14,14,14,19,12,5,5,--,9,9,0,--,--,--,--,--,--,--,--,43,11,11,1,634,344,327,327,593,298,298,--,642,406,267,97,1977,989,515,-141, 
 收到的其他与经营活动有关的现金(万元),2594,2952,1666,637,1611,1945,1732,769,2000,3237,1787,613,2542,4377,2606,1355,2954,3289,2011,575,4299,2112,2331,869,7825,4018,2583,691,5304,3262,1695,913,8118,4068,3257,897,6038,3152,966,562,5790,1214,833,0,5463,177,83,1,3761,225,201,201, 
 经营活动现金流入小计(万元),44300,32013,20784,12052,46353,32749,22619,11719,51998,32550,23444,10189,47133,33176,19665,11420,52735,32056,19345,7929,50545,31268,21612,9668,50832,29270,18758,8077,50511,30984,19668,9475,47784,31183,22057,10315,46555,30300,15801,7685,58255,43416,30000,11077,78352,53422,35348,17785,90010,63183,38248,14625, 
 购买商品、接受劳务支付的现金(万元),29816,22802,16570,9536,36564,27033,20417,13658,37860,23566,15927,9801,36682,25395,15748,10432,33229,23096,14782,8037,34233,21592,13891,8118,30476,20688,13359,6331,34506,20944,14783,7129,28009,20365,16757,7211,28583,22009,12414,5899,43730,34102,23741,9564,53095,41321,27164,16293,69999,45995,27472,14355, 
