 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),40943,40886,40823,242045,213459,135705,22235,1036961,1011975,655184,191340,781345,972204,468106,120638,297693,285437,692,--,2110,1892,790,415,3136,3864,1697,872,5111,4049,2712,1290,5603,4228,2717,1283,6851,4872,3218,1335,13516,6997,4217,1666,13688,13327,12060,2871, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 收到的税费返还(万元),--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,0,39,0,1,--,--,6,45,39,0, 
 收到的其他与经营活动有关的现金(万元),791,610,478,1262,5500,4755,19688,1434,221907,182782,93223,781,169820,99273,44371,662,14935,391,5,771,1286,--,584,--,408,--,149,--,173,173,152,467,129,214,96,492,415,321,206,734,273,138,394,140,291,37,0, 
 经营活动现金流入小计(万元),41735,41496,41301,243311,218959,140460,41923,1038395,1233882,837966,284563,782125,1142025,567380,165009,298355,300373,1083,150,2881,3178,790,999,3136,4272,1697,1021,5111,4222,2885,1443,6070,4356,2931,1379,7344,5288,3540,1579,14249,7271,4355,2060,13834,13663,12137,2871, 
 购买商品、接受劳务支付的现金(万元),40527,40477,40439,319656,308512,219514,82689,1019856,1000263,604702,196905,720282,846730,416446,86586,267935,282965,382,111,821,919,758,304,2712,843,927,274,2005,1558,1115,470,2006,1580,1066,589,1582,1148,706,425,8938,2512,1048,434,8979,10105,9365,2362, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
 支付给职工以及为职工支付的现金(万元),540,411,288,2640,1974,1271,604,2742,2261,1541,493,3344,2281,1526,791,2842,2587,183,97,445,448,343,174,655,439,457,223,1808,1518,871,514,1803,1481,1070,527,1625,1147,728,391,1517,858,607,340,1379,1120,744,372, 
 支付的各项税费(万元),1,1,1,303,358,226,25,12766,9968,7464,1200,14755,11237,9493,5246,8926,7558,180,11,86,58,36,16,162,130,130,87,280,221,148,140,486,356,258,132,420,286,189,94,932,825,467,216,1355,1274,1015,392, 
 支付的其他与经营活动有关的现金(万元),737,579,488,1377,1937,1373,19325,2342,234771,179475,98133,923,241604,119337,57079,3498,16534,300,8147,1270,8563,77,7495,826,7272,719,3627,1576,1155,907,307,1603,1193,820,360,3016,2855,2092,843,1791,1705,1216,139,2694,1755,1149,161, 
 经营活动现金流出小计(万元),41805,41467,41216,323976,312780,222383,102643,1037706,1247262,793183,296732,739303,1101852,546803,149702,283201,309645,1045,8366,2622,9987,1214,7989,4355,8683,2233,4211,5668,4452,3041,1431,5899,4610,3213,1608,6644,5435,3714,1754,13178,5900,3338,1130,14408,14255,12273,3286, 
 经营活动产生的现金流量净额(万元),-71,29,85,-80664,-93821,-81923,-60720,689,-13380,44783,-12169,42822,40172,20577,15307,15154,-9272,37,-8215,259,-6809,-424,-6990,-1219,-4411,-536,-3190,-557,-230,-156,11,172,-253,-282,-229,700,-147,-174,-174,1071,1372,1016,930,-574,-591,-136,-415, 
 收回投资所收到的现金(万元),--,--,--,68927,69231,69231,11177,--,69165,31028,10995,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,--,--,--,--,--,0,--,805,805,748,--,0,0,--,--,--,0,34,0, 
 取得投资收益所收到的现金(万元),--,--,--,3496,--,--,0,57,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,475,463,463,177, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),66,41,40,310,10,10,--,487,15,3,2203,--,91,60,60,255,291,154,61,1179,82,104,104,4073,1285,3373,1000,2901,1,--,1,3,3,3,2,0,0,--,0,1240,6,6,--,41,17,43,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,2200,2200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,0,--,--,--,--,--,8,0,--,--,--,0,--,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,5,--,--,--,--,--,2,--,--,--,0,0,--,14759,--,--,--,15296,--,--,--,--,--,--,--,--,--,0,10,--,--,--,--,0,28,--,--,41,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,--, 
 投资活动现金流入小计(万元),66,41,40,72733,69241,69241,11183,543,71380,33232,13199,0,94,60,60,255,291,154,61,15938,82,104,104,19369,1285,3373,1000,3901,1,1,1,3,3,3,12,805,805,748,0,1248,34,6,--,557,480,541,184, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),93,87,82,1343,1290,1214,651,5875,3378,492,85,1630,1188,702,417,883,792,6,--,138,51,85,2,258,56,158,21,493,193,118,63,512,394,281,156,1060,464,335,100,1246,335,351,155,347,347,208,170, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,69231,68927,59427,10948,30000,2200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,800,800,300,--,700,0,--,58,--,0,--,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,--,0, 
