 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),159366,100513,46350,200305,173840,126059,46576,205142,153690,103072,27720,167779,151567,105989,46355,194316,176614,132213,42991,250721,243074,156059,67600,221773,202510,150498,53785,145641,116963,76236,37284,195321,158920,114622,26198,105985,68674,36876,55048,44815,49292,42327, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1350,--,--,--,901,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,485,207,185,6,284,249,183,51,267,224,122,14,185,115,80,36,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的税费返还(万元),4022,3087,1786,6933,6436,3972,2107,3705,4286,1924,2739,8504,4518,3321,2510,9226,5258,3975,2662,9273,4564,3435,1627,8142,4662,2398,1319,8438,5705,3665,1594,5494,3278,2440,1607,3531,1859,1859,2516,1483,2831,2481, 
 收到的其他与经营活动有关的现金(万元),86669,58286,10962,165054,96754,71724,20939,78756,82090,67145,21932,47044,53311,39117,19885,57715,66517,42591,27183,59685,95905,58462,23338,72626,59955,48451,12380,53943,32692,20335,3515,46155,35130,21296,14659,20457,27250,15509,21247,24567,23068,10044, 
 经营活动现金流入小计(万元),251016,162634,59233,373773,278267,202566,69787,288976,241396,173064,52698,224944,210986,149295,68983,262344,249481,179418,72945,320876,343542,217957,92564,302541,267127,201347,67484,208022,155361,100236,42393,246970,197328,138358,42464,129974,97783,54245,78812,70865,75191,54851, 
 购买商品、接受劳务支付的现金(万元),53387,22394,21946,88297,76374,49444,24441,70465,66227,31842,17253,52082,69480,43210,30949,65173,73625,42793,38021,72435,65357,37226,27205,82366,77475,38197,37336,74514,112093,72752,21546,71349,81343,51188,24977,68752,48499,27732,49406,48304,27667,58119, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),9850,7463,4127,13594,10079,7416,4319,11204,8166,6199,3418,9319,7084,5095,3082,6991,5435,3849,2345,6251,4810,3395,2025,5144,3887,2686,1391,3919,2685,1765,1322,3031,1863,1102,807,2298,1667,1111,1993,956,867,579, 
 支付的各项税费(万元),31366,24808,7416,34123,34706,25097,10215,45970,42305,32418,18204,65002,66527,54303,18721,69691,66940,61273,10309,61819,62066,32789,11852,35536,34549,20025,5767,26128,25111,12850,8042,11458,9306,8063,1674,7450,7612,3414,9273,5345,7591,2445, 
 支付的其他与经营活动有关的现金(万元),89039,59052,16167,183153,103475,85577,18749,109970,70843,45564,29697,82785,54518,39332,19808,51917,53121,26981,14075,45034,93368,41922,16215,44650,66673,34857,8285,53642,31286,15288,12983,45390,34849,13097,11067,14783,11771,7596,20325,18141,23778,9988, 
 经营活动现金流出小计(万元),183642,113718,49656,319167,224635,167535,57725,237609,187540,116024,68572,209189,197609,141939,72560,193772,199121,134897,64750,185539,225601,115331,57296,167696,182584,95765,52779,158204,171174,102655,43893,131229,127361,73449,38526,93283,69550,39853,80998,72745,59902,71132, 
 经营活动产生的现金流量净额(万元),67373,48916,9577,54606,53633,35032,12062,51367,53856,57040,-15874,15755,13377,7356,-3577,68571,50360,44521,8195,135337,117941,102626,35268,134845,84543,105582,14706,49819,-15813,-2419,-1500,115742,69967,64908,3939,36691,28233,14391,-2186,-1880,15288,-16281, 
 收回投资所收到的现金(万元),270760,63460,50537,488580,366817,264017,153368,289731,210440,124573,45110,184656,122663,92955,51456,233981,143829,118085,79995,212621,130000,55200,14200,80474,--,--,--,13044,--,--,--,--,--,--,--,7864,0,0,1518,1518,63501,0, 
 取得投资收益所收到的现金(万元),--,--,--,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,892,426,128,--,199,28,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,--,9,3,3,3,2,7,5,--,--,--,--,--,1768,0,0,0,114,74,74,78,40,1,1,--,0,31,--,--,96,99,99,--,0,8,8,0,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,0,--,--,3191,3191,3191,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),200,200,--,1228,1200,1200,1000,4125,3385,3385,2000,7830,--,--,--,18681,15349,15349,--,10500,--,--,--,13556,--,--,--,--,--,--,--,--,--,--,--,400,5400,5400,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),270961,63660,50537,489852,368020,265220,154372,297048,217023,131154,47110,192486,122663,92955,51456,254429,159178,133435,79995,223235,130965,55699,14406,94069,200,29,0,13044,31,0,0,96,99,99,--,8264,5408,5408,1518,1518,63501,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),33403,16543,14208,68123,52068,44527,30643,115677,66213,53735,28548,153685,83694,54110,25870,141215,103704,74712,24132,96541,54991,37118,3216,120457,54317,53788,10118,85316,3631,2236,210,43061,10421,9816,2294,6664,3242,2434,8243,3973,30518,6980, 
 投资所支付的现金(万元),260978,85940,45928,406159,285200,191650,137800,373340,242296,158040,38985,166321,133456,45037,22652,260660,152860,102860,51720,254700,165700,85700,26200,89142,142,--,--,13000,--,--,--,12670,12670,12670,12670,1700,0,0,9704,6204,62000,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),38897,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,655,655,655,--,--,--,--,363,345,--,--,0,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),2904,2904,--,19977,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6008,6008,6008,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),336181,105386,60135,494259,337268,236177,168443,489017,308509,211775,67533,320006,217150,99147,48522,401875,256564,177572,75852,351241,220691,122818,29416,209599,61122,60451,16781,98316,3631,2236,210,56095,23436,22486,14964,8364,3242,2434,17947,10177,92518,6980, 
 投资活动产生的现金流量净额(万元),-65221,-41726,-9599,-4407,30753,29043,-14071,-191970,-91485,-80621,-20423,-127520,-94487,-6193,2935,-147446,-97386,-44137,4143,-128006,-89726,-67119,-15010,-115530,-60923,-60422,-16781,-85272,-3600,-2236,-210,-55998,-23337,-22387,-14964,-100,2166,2974,-16429,-8659,-29016,-6980, 
 吸收投资收到的现金(万元),120,120,--,372,200,50,50,173455,20229,115,85,605,605,360,360,7440,7080,3080,1080,--,--,--,--,--,1346,1346,1346,1470,1470,1470,1470,136068,136068,136068,135485,2820,0,0,0,0,15522,51, 
 其中：子公司吸收少数股东投资收到的现金(万元),120,--,--,372,200,50,50,885,229,115,85,605,605,360,360,7440,7080,3080,1080,--,--,--,--,--,1346,1346,1346,1470,--,--,1470,--,--,--,--,2820,0,0,0,0,0,0, 
 取得借款收到的现金(万元),18030,18030,--,32924,32925,11548,2247,72345,63972,58613,42546,95964,92666,56297,5000,2380,2380,380,380,760,1260,760,760,380,380,380,380,380,630,630,630,580,580,200,200,30263,30100,28100,36600,24100,40600,32400, 
 发行债券收到的现金(万元),--,--,--,19949,19949,--,0,279657,229732,179797,79880,89872,20000,20000,--,39936,39879,19939,19939,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,15150,15000,15000,15000,55000,--,--,--,3200,--,--,--,--,100,100,--,500,--,--,--,6200,--,--,--,--,4185,4185,--,6173,--,--,--,0,0,0,0,38,0,0, 
 筹资活动现金流入小计(万元),18150,18150,0,68394,68074,26598,17297,580457,313933,238525,122512,189641,113271,76657,5360,49756,49439,23499,21399,1260,1260,760,760,6580,1726,1726,1726,1850,6285,6285,2100,142821,136648,136268,135685,33083,30100,28100,36600,24138,56122,32451, 
 偿还债务支付的现金(万元),20504,20495,495,204940,199189,104746,72094,313043,196740,148207,22071,68500,3520,20,20,740,740,380,380,760,760,760,760,380,380,380,380,380,630,630,380,32763,31925,22625,22600,49880,41119,19246,26392,12919,44828,2500, 
 分配股利、利润或偿付利息所支付的现金(万元),16809,16654,287,14726,13999,10071,1507,12535,9018,4442,1730,18112,15938,14924,1413,16846,16816,6706,6,14031,14025,14018,8,14168,14312,14014,6,14027,13642,13624,7,8948,9035,8634,291,2960,1923,1747,5104,3852,3040,1660, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,162,127,--,--,--,--,--,--,164,164,164,--,--,0,--,--,--,--,--,--,78,--,--,--,--,--,--,--,68,--,--,--,0,0,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,150,290,290,290,13359,9399,3399,2700,14613,--,--,--,--,0,--,--,--,--,--,--,7500,--,--,--,--,976,976,--,3412,857,846,736,168,0,0,0,0,0,0, 
 筹资活动现金流出小计(万元),37313,37149,782,219816,213478,115106,73891,338936,215157,156048,26501,101224,19458,14944,1433,17586,17556,7086,386,14791,14785,14778,768,22048,14692,14394,386,14407,15249,15231,387,45122,41817,32105,23627,53008,43042,20993,31496,16771,47868,4160, 
 筹资活动产生的现金流量净额(万元),-19164,-19000,-782,-151422,-145405,-88509,-56595,241520,98776,82476,96010,88417,93813,61713,3927,32170,31883,16413,21013,-13531,-13525,-14018,-8,-15468,-12967,-12669,1339,-12557,-8963,-8945,1713,97700,94831,104162,112058,-19925,-12942,7107,5104,7367,8254,28291, 
 汇率变动对现金及现金等价物的影响(万元),-91,-50,64,36,26,-19,-127,-15,-77,-94,-44,-215,82,257,155,92,-104,104,8,-395,-293,-200,113,-72,10,30,2,34,-37,-32,--,-205,-123,-7,--,-35,0,-18,-169,0,-170,-86, 
 现金及现金等价物净增加额(万元),-17102,-11860,-740,-101187,-60994,-24453,-58731,100903,61069,58802,59670,-23564,12785,63133,3439,-46613,-15247,16901,33358,-6595,14397,21288,20363,3774,10664,32522,-734,-47977,-28414,-13633,3,157238,141338,146677,101033,16631,17457,24455,-13679,-3172,-5644,4944, 
 加:期初现金及现金等价物余额(万元),97088,58111,58111,159298,159298,159298,159298,58395,58395,58395,58395,81959,81959,81959,81959,128571,128571,128571,128571,135166,135166,135166,135166,131392,131392,131392,131392,179369,179369,179369,179369,22131,22131,22131,22131,5500,5500,5500,19179,19179,24823,19878, 
 期末现金及现金等价物余额(万元),79986,46251,57371,58111,98304,134845,100567,159298,119464,117197,118065,58395,94743,145092,85398,81959,113325,145473,161930,128571,149564,156455,155529,135166,142056,163914,130659,131392,150955,165735,179372,179369,163469,168807,123164,22131,22957,29955,5500,16007,19179,24823, 
 净利润(万元),--,19994,--,28174,--,20339,--,53062,--,38676,--,55891,--,52913,--,95918,--,61135,--,105140,--,59919,--,72379,--,30738,--,56457,--,23736,--,25109,--,12013,--,9852,0,5225,9745,0,8276,3997, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 资产减值准备(万元),--,-2633,--,5246,--,408,--,2411,--,241,--,1019,--,558,--,1350,--,1152,--,151,--,512,--,625,--,436,--,454,--,384,--,272,--,69,--,142,0,27,-57,0,-313,253, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,14950,--,28127,--,14889,--,26270,--,11964,--,19373,--,10413,--,17112,--,7348,--,14402,--,7058,--,10749,--,4056,--,7345,--,3459,--,5064,--,2068,--,3678,0,1111,2760,0,1527,897, 
 无形资产摊销(万元),--,1143,--,3955,--,1288,--,3219,--,34,--,2599,--,79,--,99,--,29,--,65,--,31,--,60,--,25,--,56,--,29,--,59,--,28,--,58,0,29,15,0,166,146, 
 长期待摊费用摊销(万元),--,279,--,565,--,250,--,219,--,89,--,160,--,80,--,160,--,80,--,160,--,80,--,164,--,85,--,194,--,97,--,200,--,29,--,84,0,11,0,0,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,8,--,2,--,2,--,8,--,1,--,3,--,0,--,-180,--,0,--,-51,--,-30,--,8,--,1,--,2,--,--,--,-4,--,-6,--,0,0,-8,0,0,0,0, 
 固定资产报废损失(万元),--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,56,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,9,--,-9,--,--,--,0,0,0,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 财务费用(万元),--,624,--,4032,--,3775,--,9089,--,4534,--,4080,--,598,--,1071,--,-91,--,472,--,234,--,189,--,-16,--,4,--,55,--,29,--,18,--,762,0,308,1902,0,1031,603, 
 投资损失(万元),--,-2002,--,-1898,--,-1840,--,-3587,--,-2203,--,-2528,--,-1522,--,-2248,--,-965,--,-1421,--,-426,--,-474,--,-28,--,-54,--,-11,--,-939,--,25,--,-4,0,90,372,0,-1501,0, 
 递延所得税资产减少(万元),--,865,--,-3744,--,-241,--,-1909,--,-203,--,-91,--,94,--,-839,--,-621,--,-5013,--,-4895,--,-1809,--,-934,--,-382,--,-3277,--,-1086,--,-1015,--,-372,0,-267,-281,0,-170,-130, 
 递延所得税负债增加(万元),--,-50,--,2300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,--,-2,--,2,--,--,--,0,0,0,0,0,0,0, 
 存货的减少(万元),--,1648,--,12418,--,19299,--,-14992,--,-26531,--,-12125,--,-4031,--,-2592,--,-7848,--,-2706,--,6947,--,816,--,19488,--,-9062,--,-29971,--,-19192,--,-24748,--,-39088,0,-15241,-17905,0,-3613,-10927, 
 经营性应收项目的减少(万元),--,4483,--,-11975,--,-18478,--,-27708,--,6047,--,-16404,--,-23800,--,-12039,--,-8330,--,-2449,--,-15149,--,-2952,--,4770,--,-16607,--,-7212,--,-7840,--,-2509,--,-1909,0,-2086,1396,0,19916,-19904, 
 经营性应付项目的增加(万元),--,9605,--,-12599,--,-4659,--,5284,--,24393,--,-36223,--,-28027,--,-29241,--,-7367,--,26587,--,50707,--,55087,--,46960,--,11405,--,10284,--,113933,--,78817,--,61787,0,23007,-9148,0,-12232,5817, 
