 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),485726,1718568,1199741,797889,394033,1415135,950887,623682,236708,1093997,557754,353920,180126,551198,393033,254535,138616,337372,215705,111163,61538,190984,122912,75320,34540,105923,59073,32601,15464,47135,30583,19011,7578,33662,21200,13280,34886,19726,12108, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),164,--,26,12,0,--,283,263,--,--,11,11,11,--,69,69,58,--,--,--,--,--,--,--,--,--,58,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),5339,68307,101553,69551,26276,20648,31596,26737,15478,16263,22357,4955,2299,33061,8070,2413,1586,4284,1598,1170,296,5099,1637,1010,561,3370,1717,921,1649,740,689,438,127,258,243,227,279,732,103, 
 经营活动现金流入小计(万元),491229,1786875,1301321,867451,420309,1435783,982766,650682,252187,1110260,580122,358885,182435,584260,401172,257017,140260,341656,217303,112333,61834,196083,124549,76330,35101,109293,60849,33522,17112,47875,31272,19449,7705,33920,21443,13508,35165,20458,12211, 
 购买商品、接受劳务支付的现金(万元),422967,1400962,988213,649363,309747,1131549,777982,499581,174455,800385,338863,202466,104131,390066,270105,175691,77703,222129,138997,74115,35227,122964,81122,47805,20896,68671,38869,19266,5145,24257,16128,8658,3335,15522,9437,5765,15132,9802,7010, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),47842,213125,163897,108307,54146,193824,153189,102326,53532,145120,119490,74512,37715,71558,49756,33109,14904,38767,28572,17869,9551,24501,17765,11654,4374,14621,9603,6298,3011,10777,7174,5164,2629,7942,6033,4149,6828,2957,2061, 
 支付的各项税费(万元),10132,34114,25834,18890,9238,30879,31281,23768,12877,41795,31525,23686,14781,35510,26951,21006,11873,24405,14053,9929,5794,15863,11959,8098,4477,7434,5198,2965,1346,4991,3498,1953,876,3725,3017,1811,2852,716,253, 
