 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),234480,101005,386278,260908,154378,54452,203163,111730,68113,23459,58892,39336,21574,8897,43148,28953,16664,8344,32803,--,13686,5144,24012,17210,13064,10324, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,--, 
 收到的其他与经营活动有关的现金(万元),16686,6127,16934,16801,11166,5386,26741,15484,13989,5650,9999,4253,236,131,3223,457,232,236,618,--,120,6,530,274,505,1024, 
 经营活动现金流入小计(万元),251166,107133,403212,277709,165544,59837,229904,127214,82102,29109,68892,43590,21810,9028,46371,29409,16896,8580,33421,--,13805,5150,24541,17483,13601,11349, 
 购买商品、接受劳务支付的现金(万元),214603,96610,308073,209720,131573,52863,137598,83540,49195,15087,33845,22958,13888,6948,18316,13319,8327,4234,14426,--,5648,2587,10080,7525,5948,5106, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9262,5051,15550,11264,7368,3837,11776,7837,5103,2440,5571,4506,2623,1369,4618,3586,2325,1281,3874,--,1922,1011,3071,2212,1665,1447, 
 支付的各项税费(万元),12001,5237,10824,7998,5688,1973,6244,2963,1671,718,2219,1198,1041,464,3522,2129,1371,603,2342,--,1135,459,1859,1363,1207,683, 
 支付的其他与经营活动有关的现金(万元),22532,6006,28195,23581,18305,6326,26334,16500,15053,4557,17265,13788,9731,4535,4999,4323,1226,862,2634,--,833,445,2008,1090,1301,1263, 
 经营活动现金流出小计(万元),258398,112904,362642,252563,162935,64999,181952,110840,71022,22801,58900,42450,27283,13315,31455,23357,13248,6980,23276,--,9538,4502,17018,12190,10121,8499, 
 经营活动产生的现金流量净额(万元),-7231,-5771,40570,25146,2609,-5162,47952,16374,11080,6307,9991,1140,-5473,-4287,14916,6052,3648,1599,10144,6779,4268,648,7523,5293,3480,2849, 
