 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),21792,10293,91428,62344,39868,24839,75563,40458,24043,9240,78003,42037,27079,13729,89223,55778,35880,14995,110293,91428,49336, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),207,--,897,486,--,--,2485,1497,857,4,1296,556,--,--,2094,1508,755,755,784,1138,--, 
 收到的其他与经营活动有关的现金(万元),1578,251,2464,3537,2685,41,3306,2273,1895,1577,2264,1604,860,790,4952,4486,4399,256,1629,3152,2375, 
 经营活动现金流入小计(万元),23577,10543,94789,66367,42553,24880,81354,44228,26795,10822,81563,44196,27939,14519,96269,61772,41034,16006,112707,95719,51711, 
 购买商品、接受劳务支付的现金(万元),25423,22499,68081,48944,33389,21544,46959,29085,19115,11752,37331,29552,24265,14221,52039,44396,28007,16641,67941,53248,30108, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7178,4034,14776,11285,7899,4522,14362,11835,8295,5316,12858,9440,6900,4368,9745,7479,5382,3254,7674,4740,3733, 
 支付的各项税费(万元),1790,891,8095,6453,4981,3176,14647,10790,7424,4401,13520,7916,5126,3508,10294,7100,4954,2656,9622,5715,3846, 
 支付的其他与经营活动有关的现金(万元),12593,5711,17635,16149,13483,4510,15028,12101,8649,6633,11459,12469,8655,5714,10619,9368,5117,3774,12741,10200,4473, 
 经营活动现金流出小计(万元),46985,33135,108587,82831,59752,33751,90996,63812,43482,28103,75167,59378,44946,27811,82697,68342,43460,26325,97977,73904,42159, 
 经营活动产生的现金流量净额(万元),-23408,-22591,-13798,-16464,-17199,-8872,-9642,-19584,-16688,-17281,6395,-15182,-17007,-13292,13572,-6570,-2426,-10319,14730,21815,9552, 
 收回投资所收到的现金(万元),2620,--,9380,8000,8000,8000,14200,--,--,--,--,--,--,--,--,--,--,--,--,33,40, 
 取得投资收益所收到的现金(万元),--,--,--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1008,0,244,200,198,191,68,24,21,12,8,10,10,0,22,16,16,16,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),59,--,35,--,22,22,104,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3687,0,9660,8223,8220,8214,14372,24,21,12,8,10,10,0,22,16,16,16,1,33,65, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6012,3110,16178,13687,9170,5848,24118,13807,8756,2956,16685,12325,8446,5361,6617,2614,1258,687,10391,7460,2117, 
 投资所支付的现金(万元),--,--,12000,12000,8000,8000,14200,14347,147,--,--,--,--,--,--,--,--,--,174,50,56, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,794,794,794,3600,2057,2057,2062,1560,--,--,--,1080,860,860,860,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,1,--,--,--,--,200,--,--,--,--,--,--,--,--,--,--, 
