 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),29460,16697,23679,10889,20418,9462,18741,9366,9400,1202, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),7,7,3,3,3,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1254,88,326,210,452,374,285,85,255,59, 
 经营活动现金流入小计(万元),30721,16792,24008,11102,20873,9836,19026,9452,9655,1262, 
 购买商品、接受劳务支付的现金(万元),23080,11419,15081,7984,12812,6207,12204,5801,7595,2498, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3068,2345,3481,1772,2304,1083,1662,770,1062,470, 
 支付的各项税费(万元),2781,1933,2683,1069,1880,667,1281,401,168,12, 
 支付的其他与经营活动有关的现金(万元),3569,1641,2730,1298,2096,797,1512,556,998,755, 
 经营活动现金流出小计(万元),32499,17337,23974,12123,19092,8754,16659,7527,9823,3735, 
 经营活动产生的现金流量净额(万元),-1777,-545,34,-1021,1781,1082,2366,1924,-169,-2474, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,50,50,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,400,--,86,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,450,50,86,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2679,2296,5061,2060,2144,348,526,354,744,1492, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,400,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2679,2296,5061,2060,2144,348,926,354,744,1492, 
 投资活动产生的现金流量净额(万元),-2679,-2296,-5061,-2060,-2144,-348,-476,-304,-659,-1492, 
 吸收投资收到的现金(万元),--,--,--,--,1600,1600,1600,1600,--,1200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),23546,15000,13900,6500,5950,3450,1210,1210,2700,8500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,1000,1000,--,400,1543,3570, 
 筹资活动现金流入小计(万元),23546,15000,13900,6500,8550,6050,2810,3210,4243,13270, 
 偿还债务支付的现金(万元),19020,10500,6200,3200,6960,6360,3100,1750,1600,2500, 
 分配股利、利润或偿付利息所支付的现金(万元),1368,1179,420,147,248,141,446,247,483,190, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),30,30,55,30,1240,1000,--,400,2408,5200, 
 筹资活动现金流出小计(万元),20418,11709,6675,3377,8448,7501,3546,2397,4492,7890, 
 筹资活动产生的现金流量净额(万元),3127,3291,7225,3123,102,-1451,-736,813,-248,5380, 
 汇率变动对现金及现金等价物的影响(万元),--,-10,22,7,15,-1,0,0,-0,--, 
 现金及现金等价物净增加额(万元),-1329,440,2220,49,-246,-719,1154,2433,-1076,1414, 
 加:期初现金及现金等价物余额(万元),4202,3497,1277,1277,1524,1524,370,370,1446,32, 
 期末现金及现金等价物余额(万元),2873,3938,3497,1326,1277,805,1524,2803,370,1446, 
 净利润(万元),--,1870,4024,1665,2853,1389,1765,949,691,-1307, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,82,514,134,279,9,71,-6,202,56, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,311,554,278,536,265,516,258,484,228, 
 无形资产摊销(万元),--,30,59,30,34,13,26,13,26,26, 
 长期待摊费用摊销(万元),--,11,13,2,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,47,--,--,-6,-6,--,--, 
 固定资产报废损失(万元),--,--,58,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,380,407,143,229,134,443,246,486,202, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-11,-76,-19,-39,0,-62,-51,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-639,-868,-936,-240,-867,-268,-62,-337,-991, 
 经营性应收项目的减少(万元),--,-3272,-6756,-2593,-2692,471,-1203,132,-3375,-3287, 
 经营性应付项目的增加(万元),--,697,2115,234,828,-329,1094,453,1655,2599, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-4,-9,-4,-9,-4,-9,--,--,--, 
 经营活动产生现金流量净额(万元),--,-545,34,-1021,1781,1082,2366,1924,-169,-2474, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),2873,3938,3497,1326,1277,805,1524,2803,370,1446, 
 现金的期初余额(万元),4202,3497,1277,1277,1524,1524,370,370,1446,32, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1329,440,2220,49,-246,-719,1154,2433,-1076,1414, 

