 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),184373,98958,361330,353764,209379,72261,328889,279128,195190,88908,415970,294760,186756,101414,471856,360855,241086,101500,368381,262320,160238,75932,330825,227931,150414,84021,373053,274429,154717,69365,264660,190594,104882,53713,139086,138316,93158,42498,164905,183408,117320,56366,200018,139518,96843,47400,160310,112836,74069,36572, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 收到的税费返还(万元),4271,1686,3897,2580,1564,--,537,--,--,--,644,--,--,--,246,--,--,0,515,2138,932,1173,191,2242,2211,594,2166,--,--,381,2284,2214,1155,449,2275,1380,1259,535,2332,882,561,196,2353,1256,451,342,1737,973,745,309, 
 收到的其他与经营活动有关的现金(万元),4774,2201,5546,1085,578,71,5482,2151,1147,572,2351,914,213,39,4719,3126,2511,1086,10196,3339,2416,1118,6588,5800,3186,877,2829,1809,889,453,5650,1528,254,309,120,161,--,--,1435,--,0,--,540,--,0,0,810,3,4,0, 
 经营活动现金流入小计(万元),193418,102844,370773,357429,211521,72332,334908,281279,196337,89480,418964,295674,186970,101453,476821,363981,243597,102586,379093,267797,163586,78223,337604,235973,155810,85492,378047,276238,155606,70198,272594,194337,106291,54471,141481,139857,94417,43033,168672,184290,117880,56561,202911,140774,97294,47742,162857,113813,74818,36881, 
 购买商品、接受劳务支付的现金(万元),118646,79640,345295,281165,158334,47717,212010,181880,128189,63479,279749,204795,124803,76922,312912,280818,191590,82547,292443,216976,144268,69975,271348,201252,129109,69244,310792,217733,130909,59457,215280,151563,88284,46656,101023,107956,60013,27189,123694,153536,94777,46991,158550,101889,71984,34451,117611,81527,55917,23783, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),18742,9583,34903,26461,17668,9193,29971,15310,15147,8287,28340,20968,14146,7717,24790,18848,12683,6398,25199,17723,12355,6501,21722,15819,10330,5246,20323,13662,10750,4400,17314,12294,8112,3914,13484,9851,6447,2753,11885,8490,5093,2195,10020,6387,3989,1947,7179,4622,3553,1744, 
 支付的各项税费(万元),10339,3835,11384,7905,4751,2838,10935,10736,8921,4139,9103,7801,7241,2988,33236,7122,5186,1669,7056,7275,5851,1929,8232,8372,5865,1930,6880,7119,1767,1258,6728,3432,1259,189,4321,2739,2444,791,9394,6765,4684,2264,10628,6770,5456,2702,9751,7530,5007,2890, 
 支付的其他与经营活动有关的现金(万元),13798,2898,28976,24515,14576,7257,24383,23634,13361,7095,17122,15272,12220,7684,24240,18552,12017,7102,19211,15368,9361,4670,20397,7651,8557,5702,20048,18710,9921,5699,15013,9297,4876,1872,10386,6730,3990,1555,5286,4195,3073,1154,5455,4973,2241,983,4222,2025,1208,390, 
 经营活动现金流出小计(万元),161526,95956,420558,340045,195329,67004,277299,231560,165618,82999,334314,248836,158411,95312,395179,325341,221476,97716,343910,257343,171835,83076,321699,233094,153861,82122,358044,257223,153346,70814,254334,176586,102531,52632,129214,127276,72894,32288,150259,172987,107627,52603,184653,120020,83669,40082,138762,95704,65685,28807, 
 经营活动产生的现金流量净额(万元),31891,6888,-49786,17384,16192,5327,57609,49719,30719,6481,84651,46838,28559,6141,81643,38640,22120,4869,35183,10454,-8249,-4853,15904,2879,1949,3370,20004,19015,2259,-616,18260,17750,3760,1839,12266,12581,21523,10745,18413,11304,10254,3958,18258,20754,13625,7660,24094,18108,9134,8074, 
 收回投资所收到的现金(万元),2526,1352,16715,13576,11546,5441,33485,25307,18347,7652,56704,36697,18890,9972,14054,6408,1313,1131,22205,17719,10116,4759,26205,26364,19705,3606,200,--,--,--,2895,396,--,0,--,--,--,--,--,--,--,--,0,--,0,0,2883,3928,1081,--, 
 取得投资收益所收到的现金(万元),89,18,2067,2354,1969,143,479,725,-1760,-52,3404,3517,3448,916,2848,1258,1064,265,2316,843,841,251,4932,4927,5335,3460,2181,2072,2022,27,3663,3678,3336,0,1249,1235,1235,10,3399,3399,3399,--,0,--,0,0,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1958,13,90,37,39,10,95,130,86,46,513,26,21,5,697,150,647,-3,248,18,-2,-2,272,--,--,--,1400,--,381,--,443,49,49,-35,35,13,13,13,161,114,7,--,31,1,1,1,13,9,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,0,--,0,0,1920,--,0,--, 
 收到的其他与投资活动有关的现金(万元),359,259,2061,1412,633,160,612,501,351,69,700,311,221,110,341,143,94,52,1665,213,133,47,498,364,305,97,458,4794,1827,760,693,3049,3369,2658,3756,649,330,133,930,801,173,69,308,199,20,33,157,88,53,24, 
