 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),80957,54622,98769,72178,97761,73376,110687,117197,98790, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),172,132,--,--,--,--,--,--,18, 
 收到的其他与经营活动有关的现金(万元),167,86,1229,1153,1200,1187,629,1688,1711, 
 经营活动现金流入小计(万元),81295,54840,99998,73331,98961,74563,111316,118885,100519, 
 购买商品、接受劳务支付的现金(万元),56854,39389,63016,46744,58206,48818,76200,79624,74943, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11711,8413,14358,10746,11343,8543,10969,11412,9999, 
 支付的各项税费(万元),4662,3084,7896,5749,8615,5887,7160,9022,6372, 
 支付的其他与经营活动有关的现金(万元),3572,2368,3963,3094,3121,2375,3258,4336,3657, 
 经营活动现金流出小计(万元),76799,53254,89233,66333,81286,65623,97587,104393,94971, 
 经营活动产生的现金流量净额(万元),4497,1586,10765,6998,17676,8940,13729,14492,5548, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),33,14,38,28,123,100,175,109,8, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,19,19,154,--,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),33,14,38,28,141,119,328,109,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3904,2423,8533,6547,7833,4008,1344,3469,13178, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,1866,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3904,2423,8533,6547,9700,4008,1344,3469,13178, 
 投资活动产生的现金流量净额(万元),-3871,-2409,-8495,-6519,-9558,-3889,-1016,-3360,-13166, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,-13540,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),45476,40476,57300,42300,54600,34600,52946,57799,35321, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4679,2739,2908,2447,3249,2814,3435,4280,9887, 
 筹资活动现金流入小计(万元),50155,43215,60208,44747,57849,37414,56381,48539,45208, 
