 报告日期,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),34923,63610,54739,28869,51028,42338,38376,31061, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,0,42,88,41, 
 收到的其他与经营活动有关的现金(万元),885,2146,1457,837,1046,1498,3270,1442, 
 经营活动现金流入小计(万元),35807,65756,56196,29706,52074,43878,41734,32544, 
 购买商品、接受劳务支付的现金(万元),6914,11797,9785,5514,7630,10034,11622,10068, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4305,7640,6572,3182,5672,5120,4252,3145, 
 支付的各项税费(万元),4682,9277,8250,4212,7855,6457,5244,5166, 
 支付的其他与经营活动有关的现金(万元),15410,27635,26575,13514,25117,19100,13615,10794, 
 经营活动现金流出小计(万元),31312,56349,51182,26422,46273,40711,34733,29173, 
 经营活动产生的现金流量净额(万元),4496,9407,5014,3284,5801,3167,7001,3371, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,2,2,1,--,3,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,2,2,1,0,3,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2069,6387,6605,3420,1917,2451,2075,6089, 
 投资所支付的现金(万元),--,--,--,--,--,--,50,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2069,6387,6605,3420,1917,2451,2125,6089, 
 投资活动产生的现金流量净额(万元),-2069,-6387,-6603,-3418,-1916,-2451,-2123,-6086, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3600,8260,13140,2400,5320,2960,2282,2000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),36,--,216,70,--,4,--,--, 
 筹资活动现金流入小计(万元),3636,8260,13356,2470,5320,2964,2282,2000, 
 偿还债务支付的现金(万元),5127,6300,6760,2360,5320,2000,2284,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),290,560,3595,3443,2877,2012,2376,97, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,36,--,0,216,--,4,--, 
 筹资活动现金流出小计(万元),5417,6895,10355,5803,8413,4012,4664,2097, 
 筹资活动产生的现金流量净额(万元),-1781,1365,3002,-3333,-3093,-1049,-2381,-97, 
 汇率变动对现金及现金等价物的影响(万元),-68,75,13,7,-16,-16,-3,-16, 
 现金及现金等价物净增加额(万元),578,4460,1425,-3461,777,-349,2494,-2828, 
 加:期初现金及现金等价物余额(万元),14917,10458,9033,9033,8256,8604,6110,8938, 
 期末现金及现金等价物余额(万元),15495,14917,10458,5572,9033,8256,8604,6110, 
 净利润(万元),4627,8747,7117,--,5952,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),109,134,105,--,366,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1474,1942,1581,--,1304,--,--,--, 
 无形资产摊销(万元),28,56,56,--,56,--,--,--, 
 长期待摊费用摊销(万元),194,348,296,--,133,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,43,10,--,31,--,--,--, 
 固定资产报废损失(万元),104,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),357,392,195,--,226,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-55,-39,-12,--,-15,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-1859,-1947,-1022,--,1573,--,--,--, 
 经营性应收项目的减少(万元),-341,-1260,-1351,--,-1509,--,--,--, 
 经营性应付项目的增加(万元),-144,992,-1960,--,-2316,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4496,9407,5014,--,5801,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15495,14917,10458,5572,9033,8256,8604,6110, 
 现金的期初余额(万元),14917,10458,9033,9033,8256,8604,6110,8938, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),578,4460,1425,-3461,777,-349,2494,-2828, 

