 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),391478,1369463,1084542,677738,282970,1122011,845668,503922,230305,958891,767846,448415,212073,876142,647128,385951,207158,797052,595951,662865,502845, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),21668,109029,78042,59583,11422,123289,67134,45075,12432,72443,34192,23281,5696,54508,46455,32943,19395,55336,47695,54851,43792, 
 经营活动现金流入小计(万元),413146,1478492,1162584,737321,294392,1245300,912802,548996,242737,1031334,802039,471696,217768,930650,693584,418893,226553,852388,643646,717716,546636, 
 购买商品、接受劳务支付的现金(万元),218607,735278,579296,362781,164727,571257,376654,268664,124225,529486,384744,253826,120726,566692,434426,291673,145192,489436,356754,429916,328123, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),73767,209404,147057,99337,57289,157028,116350,84245,45924,121095,89795,69600,37331,100983,76734,57943,33286,96244,74038,77676,54344, 
 支付的各项税费(万元),59303,270325,222575,182024,65758,285218,220141,140098,60256,201778,166666,77399,41536,140986,106285,70262,38583,101055,79883,109356,86452, 
 支付的其他与经营活动有关的现金(万元),6867,33317,36299,20396,8157,27824,27586,11189,4996,17945,12973,6701,3800,14350,10156,6486,3205,12015,9469,12367,7931, 
 经营活动现金流出小计(万元),358543,1248323,985227,664538,295930,1041326,740732,504196,235401,870305,654178,407527,203393,823012,627600,426364,220266,698750,520144,629314,476851, 
 经营活动产生的现金流量净额(万元),54603,230169,177357,72783,-1538,203974,172071,44801,7336,161030,147860,64169,14375,107638,65984,-7471,6287,153638,123502,88401,69786, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,206,206,--,--,188,188,--,--,185,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),687,3282,3183,1934,839,50833,50257,35757,13239,128857,74794,155,0,1288,792,377,362,1042,23,387,1058, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),138116,120250,285968,155138,92854,36942,58734,24909,7200,31805,3829,2768,1333,50197,23064,1365,934,7056,1820,1504,735, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),138802,123737,289357,157071,93693,87963,109179,60666,20439,160846,78622,2923,1333,51485,23857,1742,1296,8098,1843,1891,1793, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),119851,255350,214009,146117,72102,482929,413718,285847,79533,447698,325569,209377,63825,245857,189114,135957,91916,72388,47165,114032,69752, 
