 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),24139,91265,73429,33265,21959,45334,31476,20095,12462,42486,32220,19966,9439,--,25724,16564,6340,33312,21896,13592,6795,22620,15204,10486,4628,29548,19923,9183,16873,13792,7611, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,34203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),375,484,384,361,165,126,93,29,--,24,24,24,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),1161,2701,2760,1085,509,1624,1696,1028,454,1880,895,517,265,3812,3484,2731,793,2821,1904,1825,762,3012,1804,1537,103,491,1195,838,541,1867,1062, 
 经营活动现金流入小计(万元),25676,94450,76573,34711,22633,47084,33265,21152,12916,44390,33139,20508,9703,38015,29208,19295,7133,36133,23800,15418,7557,25633,17008,12023,4731,30043,21118,10022,17414,15659,8673, 
 购买商品、接受劳务支付的现金(万元),20354,62063,53702,21887,17119,31745,23360,15872,9417,28331,21083,14020,6787,25139,17719,12202,5157,24509,17793,11443,5875,18202,13460,8023,4078,19529,14467,7129,10276,10730,6281, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4889,13483,9519,6936,3599,7509,5493,3645,1919,6418,4690,3188,1644,5637,3979,2636,1372,4373,3189,1949,833,2955,2152,1390,813,2560,1972,894,1491,1116,701, 
 支付的各项税费(万元),1602,5558,4334,2906,1545,2779,1892,1343,637,2614,1957,1342,597,2199,1883,1139,367,1286,717,620,283,1952,1834,1142,710,1592,1782,738,1515,1085,466, 
 支付的其他与经营活动有关的现金(万元),3914,8225,8196,4435,2294,5894,5639,2722,1885,4762,3704,2164,1432,4520,4270,1671,1127,3962,2104,1570,1199,2635,1557,1013,284,1530,1209,623,1006,1712,735, 
 经营活动现金流出小计(万元),30758,89329,75751,36164,24558,47926,36384,23582,13858,42124,31434,20713,10460,37495,27851,17648,8023,34130,23803,15583,8191,25744,19003,11567,5885,25210,19430,9385,14287,14641,8183, 
 经营活动产生的现金流量净额(万元),-5082,5121,822,-1453,-1925,-842,-3120,-2430,-942,2266,1705,-206,-757,520,1357,1647,-891,2003,-3,-165,-633,-112,-1994,457,-1154,4833,1688,637,3126,1017,491, 
