 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),194458,123357,148763,94041,27246,96365,56216,35083, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),13146,6935,7244,4633,1468,5817,3076,1845, 
 收到的其他与经营活动有关的现金(万元),1992,1399,1951,715,284,1205,1033,1122, 
 经营活动现金流入小计(万元),209596,131691,157958,99389,28998,103386,60325,38050, 
 购买商品、接受劳务支付的现金(万元),103117,59324,93451,53308,15386,68453,38076,25160, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20944,13083,18476,12613,3912,11582,8210,4258, 
 支付的各项税费(万元),16393,10774,6470,4331,1329,3206,1579,734, 
 支付的其他与经营活动有关的现金(万元),6096,3260,3859,2836,825,2480,1695,1431, 
 经营活动现金流出小计(万元),146549,86441,122256,73088,21452,85722,49560,31583, 
 经营活动产生的现金流量净额(万元),63047,45250,35702,26301,7546,17665,10765,6467, 
 收回投资所收到的现金(万元),22,--,--,84,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,14,86,--,46,162,110,22, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),87,--,50,34,3,340,1,135, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,586,560,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),226,100,648,543,438,--,2987,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),335,114,1370,1222,486,502,3098,157, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10460,4293,9396,7890,513,4233,1037,1133, 
 投资所支付的现金(万元),537,537,808,600,600,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,3176,--, 
 支付的其他与投资活动有关的现金(万元),825,105,806,806,--,543,--,2682, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),11822,4935,11010,9296,1113,4776,4213,3815, 
 投资活动产生的现金流量净额(万元),-11487,-4820,-9640,-8074,-627,-4274,-1115,-3659, 
 吸收投资收到的现金(万元),306,189,411,387,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),306,189,411,387,--,--,--,--, 
 取得借款收到的现金(万元),--,--,6098,898,938,13674,21999,17547, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),306,189,6509,1285,938,13674,21999,17547, 
 偿还债务支付的现金(万元),--,--,4674,4474,3450,11481,26402,15921, 
 分配股利、利润或偿付利息所支付的现金(万元),15668,15612,6428,5643,1749,3836,1315,2655, 
 其中：子公司支付给少数股东的股利、利润(万元),58,58,21,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),15668,15612,11103,10117,5199,15317,27716,18576, 
 筹资活动产生的现金流量净额(万元),-15362,-15423,-4594,-8832,-4262,-1643,-5717,-1028, 
 汇率变动对现金及现金等价物的影响(万元),-2523,-809,1677,942,201,647,87,-146, 
 现金及现金等价物净增加额(万元),33674,24198,23146,10337,2858,12394,4020,1633, 
 加:期初现金及现金等价物余额(万元),43294,43294,20148,20148,20148,7754,3734,2100, 
 期末现金及现金等价物余额(万元),76968,67492,43294,30485,23006,20148,7754,3734, 
 净利润(万元),74469,43945,44568,29004,4331,16484,11797,6204, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1555,899,850,521,66,196,539,225, 
