 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),25202,17232,8456,31641,22549,14982,7313,30836,22211,15355,6421,26618,23658,23596,41156, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),58,0,0,146,132,2,2,115,115,51,--,93,49,1,35, 
 收到的其他与经营活动有关的现金(万元),513,230,148,911,737,385,134,814,682,351,275,754,1225,1133,2032, 
 经营活动现金流入小计(万元),25773,17463,8604,32699,23418,15368,7448,31765,23008,15758,6696,27465,24931,24730,43223, 
 购买商品、接受劳务支付的现金(万元),13563,9588,5232,14875,10343,6737,4780,14738,10865,7569,4197,12336,10354,11073,28794, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2709,1965,1151,3097,2446,1713,1015,3056,2438,1775,923,3006,2853,2569,2282, 
 支付的各项税费(万元),3070,1611,598,3898,2921,1830,410,3546,2861,1637,517,3408,2821,2640,2860, 
 支付的其他与经营活动有关的现金(万元),2726,1757,971,3335,2440,1704,856,3045,2301,2021,938,3837,3582,3470,3706, 
 经营活动现金流出小计(万元),22067,14921,7952,25205,18150,11985,7062,24385,18464,13001,6575,22586,19610,19752,37641, 
 经营活动产生的现金流量净额(万元),3705,2542,652,7494,5268,3384,386,7379,4544,2757,121,4879,5321,4978,5582, 
 收回投资所收到的现金(万元),43700,22600,6200,25000,16000,6000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),412,260,70,134,55,17,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),24,--,--,8,8,--,--,6,4,4,1,19,9,38,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,66,66,--,--,--,115,150,698, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),44136,22860,6270,25141,16063,6017,0,72,70,4,1,19,124,188,698, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3422,2676,2231,5759,4824,4052,505,3106,1985,1240,798,1554,1020,2132,4301, 
 投资所支付的现金(万元),46000,25200,6200,38000,29000,19000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),49422,27876,8431,43759,33824,23052,505,3106,1985,1240,798,1554,1020,2132,4301, 
 投资活动产生的现金流量净额(万元),-5287,-5016,-2161,-18617,-17761,-17035,-505,-3034,-1915,-1235,-797,-1535,-896,-1944,-3603, 
 吸收投资收到的现金(万元),2330,--,--,24260,24260,24260,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,6768,6768,6768,4550,12219,9940,7340,4800,6700,6700,11150,10688, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),2330,0,0,31028,31028,31028,4550,12219,9940,7340,4800,6700,6700,11150,10688, 
 偿还债务支付的现金(万元),--,--,--,8268,8268,8268,4298,14019,9420,7140,2200,8350,8500,11151,11474, 
 分配股利、利润或偿付利息所支付的现金(万元),3785,2392,16,2272,2135,63,40,3059,2854,2227,1422,2952,2140,1619,512, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1447,1425,1425,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),3785,2392,16,11988,11829,9757,4339,17078,12274,9367,3622,11302,10640,12770,11985, 
 筹资活动产生的现金流量净额(万元),-1455,-2392,-16,19040,19200,21271,211,-4859,-2334,-2027,1178,-4602,-3940,-1620,-1298, 
 汇率变动对现金及现金等价物的影响(万元),-0,-0,-0,1,0,0,-0,0,-0,0,0,-0,-2,0,-2, 
 现金及现金等价物净增加额(万元),-3037,-4866,-1525,7917,6707,7621,92,-513,294,-505,502,-1258,483,1414,679, 
 加:期初现金及现金等价物余额(万元),10612,10612,10612,2695,2695,2695,2695,3208,3208,3208,3208,4466,3983,2569,1890, 
 期末现金及现金等价物余额(万元),7575,5746,9087,10612,9401,10316,2787,2695,3502,2703,3710,3208,4466,3983,2569, 
 净利润(万元),--,4048,--,6736,--,3487,--,5435,4391,2983,--,5039,4333,3586,4840, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,40,--,-36,--,-204,--,532,238,269,--,268,179,-37,99, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,563,--,1011,--,456,--,882,663,440,--,859,795,617,--, 
 无形资产摊销(万元),--,63,--,226,--,114,--,230,173,115,--,229,220,221,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,670, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,--,1,--,--,--,2,2,1,--,2,7,9,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
