 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),55535,148954,111208,67289,29850,137690,96637,54391,27128,97567,70078,47786,23451,94704,72698,45927,19840,90817,68894,45555,23321,80844,58222,37031,16546,77711,59276,40598,89715,63661,78994,49744,48738, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1153,3409,2968,2791,1260,5844,3428,3219,1718,4036,3141,2056,913,4536,3283,2043,1003,3227,2575,1387,800,2389,1636,867,167,143,143,143,--,--,102,35,1904, 
 收到的其他与经营活动有关的现金(万元),3134,4603,4628,2168,653,1667,2911,1374,681,3644,2785,565,440,3573,5243,1334,416,3115,2609,1012,484,4474,4158,1425,484,5249,1311,961,4046,3139,614,131,731, 
 经营活动现金流入小计(万元),59822,156966,118804,72247,31764,145201,102976,58984,29527,105247,76004,50407,24804,102813,81224,49304,21259,97159,74077,47955,24604,87708,64017,39323,17197,83103,60730,41702,93762,66800,79710,49909,51372, 
 购买商品、接受劳务支付的现金(万元),54254,113460,83593,55146,29406,132105,92199,60466,31909,110828,87124,56225,30245,112748,93045,65575,26061,87525,62919,36245,20245,65362,62697,43399,20034,59151,56210,37599,81082,57746,71099,47114,44109, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3311,10927,7586,5028,2585,10020,6953,4506,2276,8885,6369,4285,2134,8806,6226,4362,2143,7050,4986,3310,1748,5797,4309,2854,1475,4479,3340,2225,3366,2419,2025,1260,1154, 
 支付的各项税费(万元),268,2187,1394,598,265,671,834,601,292,811,656,397,202,929,1069,462,283,1621,1617,1125,314,2863,2304,1743,891,5492,4300,2619,5652,3603,4492,2622,3549, 
 支付的其他与经营活动有关的现金(万元),5121,15288,12916,6287,1737,8765,7444,4785,2030,9291,6698,4604,2803,8739,12743,5917,4015,11851,5686,2511,2073,5372,5168,3479,1693,9144,3359,1631,2924,1876,2964,1625,1064, 
 经营活动现金流出小计(万元),62954,141863,105488,67059,33993,151561,107430,70357,36508,129814,100847,65511,35384,131222,113083,76316,32502,108047,75209,43192,24380,79394,74478,51475,24093,78266,67208,44074,93025,65645,80580,52622,49877, 
