 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),45652,32936,50465,37846,51993,25193,52249,40015,35439, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1066,449,2415,2205,228,61,376,548,537, 
 经营活动现金流入小计(万元),46717,33386,52880,40051,52221,25254,52625,40562,35976, 
 购买商品、接受劳务支付的现金(万元),22001,13718,22496,15672,22734,12090,24706,18878,17896, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8193,5740,9385,6601,9802,4805,8215,6932,5551, 
 支付的各项税费(万元),5383,3493,4625,4399,5711,3082,6973,4875,4851, 
 支付的其他与经营活动有关的现金(万元),1874,1488,2656,1924,2758,1296,2059,1975,1695, 
 经营活动现金流出小计(万元),37451,24439,39162,28596,41006,21274,41954,32661,29993, 
 经营活动产生的现金流量净额(万元),9266,8947,13718,11455,11215,3980,10672,7901,5983, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,5,21,90,26,6,59,11,140, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,208,180,3728,1390,7460,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12,5,229,270,3754,1396,7519,11,140, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15369,11501,20588,13547,13961,4838,13198,598,2368, 
 投资所支付的现金(万元),1020,1020,1020,1020,--,--,--,2,10, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16389,12521,21608,14567,13961,4838,13198,600,2378, 
 投资活动产生的现金流量净额(万元),-16377,-12516,-21378,-14297,-10206,-3442,-5679,-589,-2238, 
 吸收投资收到的现金(万元),--,--,2940,1588,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,2940,--,--,--,--,--,--, 
 取得借款收到的现金(万元),17060,6277,6685,4085,4133,966,8479,6727,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),327,1276,270,158,--,--,2161,--,--, 
 筹资活动现金流入小计(万元),17387,7552,9895,5831,4133,966,10640,6727,0, 
 偿还债务支付的现金(万元),3193,1521,2573,2325,1939,31,12052,3875,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),436,215,163,135,15,11,4093,7861,1372, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),30,30,693,106,1360,393,--,2994,279, 
 筹资活动现金流出小计(万元),3659,1766,3429,2566,3313,435,16146,14730,2651, 
 筹资活动产生的现金流量净额(万元),13728,5786,6466,3266,820,531,-5506,-8003,-2651, 
 汇率变动对现金及现金等价物的影响(万元),-75,-68,-37,-1,-96,34,42,--,--, 
 现金及现金等价物净增加额(万元),6543,2149,-1232,424,1733,1104,-472,-691,1094, 
 加:期初现金及现金等价物余额(万元),2221,2221,3453,3453,1720,1720,2192,2883,1789, 
 期末现金及现金等价物余额(万元),8765,4371,2221,3877,3453,2824,1720,2192,2883, 
 净利润(万元),--,7954,13663,--,11297,6784,14009,10664,9514, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,102,142,--,30,126,-96,205,149, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2918,3941,--,2664,1291,2302,2168,1657, 
 无形资产摊销(万元),--,48,151,--,96,72,99,96,92, 
 长期待摊费用摊销(万元),--,23,40,--,8,4,8,39,70, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-6,133,--,70,6,53,152,-82, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,242,191,--,128,-23,229,211,216, 
