 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),95534,64801,26680,106133,65056,47399,26483,81283,65772,44329,19526,73039,57657,38627,22535,86306,53228,36988,--,62091,45796,29938,--,51155,39176,43513,13485,6091,30385,29156,15388,22157,17524,11867, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),1370,139,55,232,201,108,24,96,523,364,23,47,48,33,17,2,1,1,--,--,--,--,--,--,133,9,--,--,0,9,0,51,0,0, 
 收到的其他与经营活动有关的现金(万元),265,1030,1272,1764,1083,606,164,992,824,456,326,2174,140,451,469,772,87,534,--,493,83,34,--,934,1082,4693,1262,1160,496,1837,784,846,616,190, 
 经营活动现金流入小计(万元),97168,65970,28007,108129,66340,48113,26671,82371,67119,45149,19875,75259,57845,39112,23021,87080,53316,37523,--,62584,45879,29972,--,52088,40392,48215,14747,7251,30881,31002,16172,23055,18140,12057, 
 购买商品、接受劳务支付的现金(万元),63177,42929,14967,80494,43458,30422,16611,57263,50078,35733,14015,51167,36958,26731,8266,55873,33193,24927,--,45288,32671,22930,--,37109,33797,43563,12637,5326,21248,22507,11098,16682,11853,9083, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),14133,9308,4359,14635,10047,6825,3688,12664,8627,5781,3087,10547,7580,5206,1922,8806,6142,3991,--,6746,5000,3262,--,4936,3338,2286,1689,814,2310,1269,1068,1051,807,631, 
 支付的各项税费(万元),4928,3857,1235,4877,4862,3546,2239,5870,3983,2629,1459,4264,2954,1993,2734,3628,2794,1976,--,3162,2404,1779,--,2329,2252,1470,1091,473,1303,1261,828,1533,788,742, 
 支付的其他与经营活动有关的现金(万元),8743,3241,1829,5729,6718,2903,1555,3693,3742,2557,1739,2491,2746,1189,782,2979,2398,1256,--,3273,2235,1545,--,2125,1964,2172,2118,504,1761,4488,2170,1153,1289,645, 
 经营活动现金流出小计(万元),90981,59335,22390,105735,65085,43696,24093,79490,66430,46701,20300,68469,50238,35119,13703,71285,44527,32150,--,58469,42310,29516,--,46500,41351,49490,17535,7118,26622,29525,15164,20419,14738,11100, 
 经营活动产生的现金流量净额(万元),6188,6635,5617,2394,1256,4417,2578,2881,689,-1551,-426,6790,7607,3993,9318,15795,8788,5372,1977,4115,3569,456,333,5589,-960,-1275,-2788,133,4259,1478,1008,2636,3402,957, 
 收回投资所收到的现金(万元),23000,15000,12000,23231,29000,15000,10000,--,--,--,--,--,3000,3000,--,--,5000,--,--,--,--,--,--,--,--,--,--,--,30,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),732,485,366,849,589,174,124,40,--,--,--,5,5,5,5,85,25,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
