 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),385929,225355,104479,376646,260437,139415,62625,401037,277878,156150,67471,254207,169911,95603,45829,162665,101293,63872,24826,154024,--,58311,19215,143901,140109,105783,73212, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,1,--,1737,1241,--,--,307,--,--,--,85,--,--,--,33,--,--,--,242,--,--,--,74,--,--,--, 
 收到的其他与经营活动有关的现金(万元),38968,10044,4989,21804,7785,8878,8088,13086,11737,8077,5662,2026,1696,982,-3166,4637,3727,3670,25643,3846,--,362,17,2993,1075,877,282, 
 经营活动现金流入小计(万元),424897,235400,109468,400187,269463,148293,70713,414430,289616,164227,73132,256318,171607,96585,42663,167335,105020,67542,50468,158112,--,58672,19233,146968,141184,106661,73494, 
 购买商品、接受劳务支付的现金(万元),349177,204674,103837,356533,233666,134204,59513,328262,244683,156581,60888,196543,151649,83271,37459,186455,130463,91038,40659,133003,--,59218,33130,126323,117650,89479,65125, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15761,10987,6186,19438,14442,9581,4977,14500,10287,7340,4202,9547,7007,4525,2343,7703,5903,3868,2204,6987,--,3606,2006,5674,3498,2557,1545, 
 支付的各项税费(万元),8617,6071,3536,9614,8646,5414,2453,10406,7785,4622,2395,8879,7359,4787,2193,5840,4058,2339,1720,4642,--,2392,1125,3735,3816,2438,2176, 
 支付的其他与经营活动有关的现金(万元),41493,14916,6616,33004,25550,15412,8323,22155,16848,8574,2038,10224,7514,5250,1072,4557,3330,2097,20674,10308,--,2355,1082,4313,3730,2838,1764, 
 经营活动现金流出小计(万元),415049,236648,120175,418589,282305,164611,75265,375323,279604,177118,69523,225193,173529,97833,43067,204554,143754,99342,65257,154940,--,67571,37343,140045,128695,97313,70611, 
 经营活动产生的现金流量净额(万元),9849,-1248,-10707,-18402,-12842,-16318,-4552,39107,10012,-12890,3610,31125,-1922,-1248,-405,-37220,-38735,-31800,-14789,3172,-16761,-8898,-18111,6923,12489,9347,2883, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,550,--,550,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),102,98,--,125,120,120,48,259,133,82,63,170,92,29,--,2,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,20,4,17,17,17,--,12,--,--,--,3,--,--,--,1,2,0,--,7,--,6,--,3,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4000,3500,426,22000,21872,21800,15800,96700,59300,37700,30700,68926,43743,16893,190,200,491,--,107,--,--,--,--,--,2,--,71, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4107,3618,429,22141,22009,21937,15848,96972,59433,37782,30763,69099,43835,16922,190,204,493,0,107,557,--,556,0,3,2,0,71, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1863,960,98,2133,581,476,22,1807,1322,1017,679,839,250,202,63,831,349,554,53,523,--,208,99,752,201,370,555, 
 投资所支付的现金(万元),--,--,--,1650,--,--,--,10600,10000,10000,5000,750,--,--,--,--,--,--,--,--,--,--,--,--,--,600,116, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),16342,15200,--,63729,59216,48019,26026,4051,4046,4046,--,23140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4200,4200,13200,7753,6329,6276,6072,100800,62000,30800,23800,80826,48926,16893,--,200,--,200,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22405,20359,13298,75266,66126,54770,32121,117258,77368,45862,29479,105556,49176,17095,63,1031,349,754,53,523,--,208,99,752,201,970,671, 
 投资活动产生的现金流量净额(万元),-18298,-16741,-12869,-53124,-44118,-32833,-16273,-20287,-17935,-8081,1284,-36457,-5342,-173,128,-827,143,-754,54,34,--,348,-99,-748,-200,-970,-599, 
 吸收投资收到的现金(万元),--,--,--,72238,--,--,--,27397,28025,28025,--,8270,7497,7497,7497,28351,28351,28351,27559,--,--,--,--,--,--,--,608, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),30500,30500,27500,58500,43600,29500,18000,17000,17000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3500,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,3059,--,--,--,628,--,--,--,--,--,--,--,21952,21952,21952,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),30500,30500,27500,133797,43600,29500,18000,45025,45025,38025,0,8270,7497,7497,7497,50303,50303,50303,27559,0,--,0,0,0,0,3500,4608, 
 偿还债务支付的现金(万元),39500,37500,34900,10000,--,--,--,17000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3500,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),5677,1802,397,2468,1840,277,--,2347,1856,1707,--,1329,1241,--,--,2560,2353,2353,--,--,--,--,--,2189,--,1538,1456, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,31,5,--,--,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),138,138,138,4210,78,78,78,6550,480,7033,6000,120,120,--,--,22704,22704,22666,--,--,--,--,--,--,28,61,21, 
 筹资活动现金流出小计(万元),45314,39440,35435,16678,1918,354,78,25897,12336,8740,6000,1449,1361,0,0,25264,25057,25019,0,0,--,0,0,2189,28,5099,5477, 
