 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,131343,--,--,334879,--,--,--,--,--,--,--,50257,--,176196,--,62889,--,35199,25391,35355,--,0,--,--,108310,106819,56504,0,-50297,--,0,19443,5261, 
 收取利息、手续费及佣金的现金(万元),227387,743563,671750,342335,197487,888430,694810,449963,230176,1198200,895318,577602,191300,448027,325535,160234,81316,292261,209270,128231,65335,192186,146737,94310,48340,204733,153477,97954,270563,181880,112605,326658,215724,191768, 
 拆入资金净增加额(万元),--,200000,--,70000,2000,--,--,94800,--,--,-132900,--,0,262900,298100,180000,140000,--,60000,-20000,150000,20000,--,--,--,--,--,--,0,--,--,0,--,--, 
 回购业务资金净增加额(万元),169668,112326,625450,727290,-152899,--,--,--,--,--,483980,871231,-305293,1412458,710539,473314,312330,253977,292846,96621,5689,83990,126290,58328,42817,-58667,-2000,--,0,-36500,--,0,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,75,--,809,44,15,13,420,94,30,315,28,208,272,4635,--, 
 收到的其他与经营活动有关的现金(万元),80159,1275362,1452950,984917,394383,1143163,870444,490814,529254,392779,459855,715416,1236026,546049,111136,97508,78766,173938,110629,179143,95318,70774,19920,51916,153469,20995,19179,17232,12688,10869,10738,1025877,39521,512777, 
 经营活动现金流入小计(万元),607976,2462594,2750150,2363240,830325,2827951,2596403,2043857,1636734,2554719,3421283,5904724,1173005,3793503,2337715,1063268,745434,720175,707960,409461,351698,367759,292991,204569,244639,275791,277569,171719,283565,105979,123551,1352807,279323,709807, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),41249,177475,137276,84879,37231,195839,128440,79598,35449,200033,124741,80519,29927,65786,42766,21954,13737,24662,15441,9407,4865,11889,9174,6287,3438,11934,9784,6642,12477,8422,5349,15317,12254,10084, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),60069,283051,230045,162698,59387,351761,283130,221277,92007,207422,152819,103139,37062,116192,96743,60261,18865,84444,66414,38105,18554,76227,59273,37708,16095,80520,65518,42974,93017,56608,41868,37865,43278,16310, 
 支付的各项税费(万元),8645,65245,74487,31520,19785,101004,114582,83523,33013,200789,154468,75183,24649,74738,52738,37658,20007,30927,26399,18651,9642,27815,23582,19146,5415,37356,32569,28476,56342,52361,39355,85618,99187,35172, 
 支付的其他与经营活动有关的现金(万元),353412,277071,320824,193356,132466,1169365,998154,243558,234749,598679,777170,85082,530163,850911,716425,687626,439914,223177,680160,330673,211720,647085,481283,275715,91196,946805,810651,520371,337731,638114,403526,101117,614104,44439, 
 经营活动现金流出小计(万元),754156,1597075,2274059,1278883,633538,5313423,4416930,2523255,2913409,4005203,4096761,3752014,643282,2451402,1648566,1003807,598870,1134643,788415,396836,244782,835909,637881,473097,145623,1076615,918522,598462,652846,755505,501106,289935,768822,106005, 
 经营活动产生的现金流量净额(万元),-146181,865519,476091,1084357,196787,-2485472,-1820527,-479399,-1276675,-1450484,-675478,2152710,529723,1342101,689148,59461,146564,-414468,-80454,12625,106916,-468150,-344890,-268528,99016,-800824,-640952,-426743,-369281,-649526,-377555,1062872,-489499,603802, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,720,--,--,--,--,100,50,--,--,--,--,--,--,--,--,--,--,--,--,76,76,76,1,--,17800, 
 取得投资收益所收到的现金(万元),--,7580,7580,--,--,8623,8733,--,12837,9326,8371,121,0,3121,3121,--,--,97,97,0,2465,3080,6278,3000,--,1582,65,--,32,32,--,80,41,1324, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,146,29,149,--,294,22,35,28,1793,33,3,1,1277,1490,1495,91,4051,28,-3,29,20380,13093,18,13,400,387,32,3365,2764,1361,2271,167,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
