 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),15533,9942,4307,19316,13657,7474,4482,21096,14707,10061,4311,20861,23240,18298,15567, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),888,657,468,1108,891,638,419,1094,869,592,--,1112,1299,1169,649, 
 收到的其他与经营活动有关的现金(万元),140,105,44,357,150,115,56,677,453,379,169,207,276,122,182, 
 经营活动现金流入小计(万元),16561,10704,4819,20781,14697,8227,4958,22867,16029,11032,4480,22180,24814,19589,16398, 
 购买商品、接受劳务支付的现金(万元),6362,4041,2134,7308,5055,3139,1550,8175,6557,3654,1881,9057,9746,7407,8776, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3751,2871,1941,4397,3383,2526,1329,4595,3410,2603,1468,4183,3002,2493,1834, 
 支付的各项税费(万元),2113,1455,875,2379,1914,1271,739,3565,2460,1597,838,3294,2922,3065,1491, 
 支付的其他与经营活动有关的现金(万元),3570,2205,955,3549,2872,1967,929,3782,2992,2473,1075,4116,3885,3965,3723, 
 经营活动现金流出小计(万元),15795,10572,5906,17633,13225,8904,4546,20117,15419,10327,5262,20650,19556,16930,15823, 
 经营活动产生的现金流量净额(万元),766,132,-1086,3149,1472,-677,412,2750,610,704,-782,1530,5258,2658,575, 
 收回投资所收到的现金(万元),29427,20110,9100,17100,1500,--,--,--,--,--,--,--,--,6350,--, 
 取得投资收益所收到的现金(万元),297,207,57,170,10,--,--,--,--,--,--,--,--,536,86, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,--,--,--,--,--,--,--,--,10,4,20,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,502,-92, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,5,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),29724,20318,9158,17270,1515,0,0,0,0,0,0,10,4,7408,-5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),658,588,437,2879,1924,1579,928,1370,293,53,12,198,628,1073,2610, 
 投资所支付的现金(万元),37327,27017,16803,24200,17057,--,--,--,--,--,--,--,--,100,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),250,250,250,274,274,--,--,465,448,445,--,676,536,426,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),38235,27855,17490,27354,19255,1579,928,1835,741,498,12,874,1164,1598,3610, 
