 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),770055,1443691,855214,573700,296215,1141403,941958,642542,283378,720007,396919,230419,143872,660659,373508,166490,60730,348617,263250,178652,99813,313060,285306,262485,112363, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),4167,22123,16691,11785,5993,18631,13217,8275,3955,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,-5600,400,18000,21800,20800,-2200,-200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2894,8849,6676,5451,3124,5515,1970,1421,619,1262,556,317,96,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),17392,330964,107253,34191,23272,55721,8801,2913,1604,16183,12703,8715,2929,3387,3254,2592,2849,1977,1402,770,84,1016,3392,3347,2699, 
 经营活动现金流入小计(万元),794509,1805628,980234,625527,346604,1243071,986746,652950,289356,737451,410178,239451,146898,664046,376762,169083,63579,350594,264652,179422,99897,314076,288698,265832,115062, 
 购买商品、接受劳务支付的现金(万元),688229,1493513,975386,635948,322551,1132941,909285,550955,262998,684174,357778,227677,136603,634204,351233,144559,47723,306197,240358,167904,102229,306421,259648,259875,101712, 
 客户贷款及垫款净增加额(万元),--,1637,3883,6729,24921,36765,30743,7522,8561,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),1451,1974,5383,3739,1097,3824,3048,2218,46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7529,24884,17796,11794,5779,17553,12318,7561,3835,13582,9051,5420,3004,6354,4140,3016,1519,6903,5333,3911,2059,7319,6013,3717,1952, 
 支付的各项税费(万元),20407,59090,41414,30012,15404,36845,27071,19401,9937,26157,19307,11226,7117,14237,9416,8205,4016,12978,9409,5178,1926,9428,8703,4357,2152, 
 支付的其他与经营活动有关的现金(万元),33546,391039,134914,51799,22145,67543,26691,13540,7098,40627,32335,17953,9209,15955,8386,6527,4339,14208,10156,7267,5155,14697,12040,17441,8675, 
 经营活动现金流出小计(万元),751161,1972137,1178776,740022,391896,1295470,1009154,601197,292474,764540,418470,262276,155933,670750,373174,162307,57597,340286,265257,184260,111368,337865,286405,285390,114491, 
 经营活动产生的现金流量净额(万元),43347,-166509,-198542,-114495,-45292,-52399,-22408,51754,-3118,-27088,-8292,-22825,-9035,-6704,3588,6776,5982,10308,-605,-4838,-11471,-23789,2293,-19558,571, 
 收回投资所收到的现金(万元),5000,1000,998,--,--,0,--,--,--,144,--,--,379,400,400,400,--,--,--,--,--,--,--,23540,9009, 
 取得投资收益所收到的现金(万元),5,487,432,--,5,11,8,--,--,--,--,--,--,200,200,200,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,48,40,3,2,173,194,--,--,9,8,2,2,13,37,12,3,17,19,9,8,10,1,40,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,0,--,--,--,718,729,370,--,--,--,--,--,--,--,--,--,--,--,1293,--, 
 收到的其他与投资活动有关的现金(万元),18304,239299,27,24,12400,75460,54660,--,--,--,--,--,--,188,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23312,240834,1497,28,12407,75644,54862,0,0,871,736,372,381,801,637,612,3,17,19,9,8,10,1,24873,9009, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1731,7251,6629,4785,1089,4886,3621,2578,1851,8241,5166,4150,2528,7020,6281,5104,3712,12706,4501,1093,305,3592,8160,4731,1693, 
 投资所支付的现金(万元),10000,5415,1415,415,400,1014,1089,15897,300,21040,19350,19350,16965,1750,1000,1000,--,--,--,--,--,--,--,23237,9087, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,58879,7200,7200,--,48843,44843,11390,11390,50575,29665,12951,--,--,--,--,--,--,--,--,--,--,--,306,--, 
 支付的其他与投资活动有关的现金(万元),15899,242281,100,100,12500,75460,54660,--,--,--,771,771,185,--,-188,--,--,183,365,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),27630,313825,15344,12500,13989,130203,104213,29865,13542,79856,54952,37222,19678,8770,7093,6104,3712,12888,4867,1093,305,3592,8160,28274,10780, 
 投资活动产生的现金流量净额(万元),-4318,-72991,-13847,-12472,-1582,-54559,-49351,-29865,-13542,-78986,-54215,-36850,-19297,-7969,-6456,-5492,-3709,-12872,-4847,-1084,-297,-3582,-8159,-3401,-1771, 
 吸收投资收到的现金(万元),1400,76999,8000,8000,6600,5354,5354,2970,2180,39562,38959,38959,37269,24085,23085,23085,23085,196,196,196,196,40,--,16364,980, 
 其中：子公司吸收少数股东投资收到的现金(万元),1400,8020,8000,8000,6600,5354,5354,2970,--,9763,9160,9160,--,--,--,--,--,196,196,196,--,40,--,490,980, 
 取得借款收到的现金(万元),96431,515133,412649,247717,136900,319897,228817,161418,88398,188529,141765,106318,42030,118071,84706,74500,26000,77700,63669,40269,24269,55932,24000,15980,6000, 
 发行债券收到的现金(万元),--,99406,99406,99406,74618,59520,59520,--,--,70000,29650,29650,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),182550,255699,208211,126126,53191,189902,46533,25737,--,8170,45972,44259,4870,--,--,--,1057,35,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),280380,947238,728267,481249,271309,574673,340224,190125,90578,306262,256346,219186,84169,142155,107791,97585,50141,77931,63865,40465,24465,55972,24000,32344,6980, 
 偿还债务支付的现金(万元),189265,382736,302232,184750,73027,260560,137450,94939,56068,146260,123340,88790,22302,74400,59400,46000,26000,71300,53300,26300,11000,23000,9900,10080,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),14006,42372,27849,14585,5226,33870,26647,14622,4725,17245,9499,7052,2416,9975,8922,5795,1853,6271,4734,3313,1459,4295,1676,460,95, 
 其中：子公司支付给少数股东的股利、利润(万元),92,3224,2740,833,--,3251,3251,314,--,509,353,--,--,--,--,93,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),139254,271418,169133,135519,118061,172786,51033,36131,10421,24884,51118,48012,14719,41218,26973,25465,--,1755,335,775,1065,79,3288,388,--, 
 筹资活动现金流出小计(万元),342526,696526,499214,334855,196313,467216,215130,145692,71214,188388,183957,143854,39436,125593,95296,77261,27853,79326,58369,30388,13524,27374,14864,10928,3095, 
 筹资活动产生的现金流量净额(万元),-62145,250712,229053,146395,74996,107457,125095,44433,19364,117873,72389,75332,44732,16562,12495,20324,22289,-1395,5497,10078,10942,28598,9136,21416,3885, 
 汇率变动对现金及现金等价物的影响(万元),-77,-95,-66,-48,-44,44,5,2,--,20,-5,-5,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-23193,11118,16598,19379,28079,544,53341,66324,2704,11820,9876,15652,16400,1889,9627,21608,24561,-3959,45,4156,-827,1227,3271,-1542,2685, 
 加:期初现金及现金等价物余额(万元),28905,17788,17788,17788,17788,17244,17244,17244,17244,5424,5424,5424,8198,3535,3535,3535,3535,7494,7494,7494,7494,6267,2996,4538,1853, 
 期末现金及现金等价物余额(万元),5712,28905,34385,37166,45866,17788,70585,83568,19948,17244,15301,21076,24598,5424,13162,25143,28096,3535,7538,11650,6667,7494,6267,2996,4538, 
 净利润(万元),--,36630,--,7348,--,31090,--,7293,--,19112,--,8557,--,7851,--,1238,--,10895,7086,11144,--,7867,7094,4215,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,9318,--,1548,--,5040,--,-229,--,3338,--,1827,--,683,--,245,--,981,785,951,--,749,174,70,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3358,--,1648,--,2725,--,1160,--,2058,--,1006,--,1078,--,407,--,868,664,457,--,842,795,505,--, 
 无形资产摊销(万元),--,1085,--,528,--,903,--,414,--,715,--,319,--,90,--,44,--,63,41,23,--,36,28,19,--, 
 长期待摊费用摊销(万元),--,2084,--,1097,--,2801,--,1343,--,1884,--,670,--,597,--,259,--,764,401,400,--,683,392,353,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-1652,--,-1,--,24,--,--,--,23,--,0,--,16,--,12,--,1320,152,149,--,159,-0,18,--, 
 固定资产报废损失(万元),--,0,--,21,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-3047,--,-3214,--,9080,--,20131,--,-1339,--,-145,--,6016,--,9175,--,-7398,-3611,-9473,--,-2022,1017,328,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,43241,--,17526,--,29769,--,14067,--,17660,--,6045,--,8458,--,4166,--,6448,4684,3120,--,3964,2131,473,--, 
 投资损失(万元),--,5766,--,5190,--,7655,--,280,--,-2411,--,-698,--,-3833,--,-2376,--,-378,-986,-582,--,2008,704,-347,--, 
 递延所得税资产减少(万元),--,-8635,--,-3797,--,-5388,--,-3841,--,-1851,--,-569,--,-75,--,-224,--,-1370,-846,-796,--,364,-632,-276,--, 
 递延所得税负债增加(万元),--,-477,--,-342,--,-1954,--,-1602,--,-109,--,2439,--,-1499,--,-2019,--,1849,905,2368,--,169,--,--,--, 
 存货的减少(万元),--,-18617,--,-26639,--,-38621,--,3512,--,-1936,--,-12345,--,-3084,--,-11482,--,12058,27058,19575,--,-25931,-2837,-31144,--, 
 经营性应收项目的减少(万元),--,-294331,--,-132053,--,-159937,--,-20131,--,-91721,--,-70820,--,-78330,--,-7205,--,-38248,-33582,-22637,--,-35052,-20377,-4016,--, 
 经营性应付项目的增加(万元),--,58768,--,16643,--,64413,--,29355,--,27490,--,40890,--,55329,--,14534,--,22455,-3357,-9537,--,22374,13804,9261,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2275,--, 
 经营活动产生现金流量净额(万元),--,-166509,--,-114495,--,-52399,--,51754,--,-27088,--,-22825,--,-6704,--,6776,--,10308,-605,-4838,--,-23789,2293,-19558,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),5712,28905,34385,37166,45866,17788,70585,83568,19948,17244,15301,21076,24598,5424,13162,25143,28096,3535,7538,11650,6667,7494,6267,2996,4538, 
 现金的期初余额(万元),28905,17788,17788,17788,17788,17244,17244,17244,17244,5424,5424,5424,8198,3535,3535,3535,3535,7494,7494,7494,7494,6267,2996,4538,1853, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-23193,11118,16598,19379,28079,544,53341,66324,2704,11820,9876,15652,16400,1889,9627,21608,24561,-3959,45,4156,-827,1227,3271,-1542,2685, 

