 报告日期,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),98860,66801,37212,56435,45846,29425,48159,44847,58294, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),11597,9274,5580,7777,8741,2713,3586,2917,7991, 
 收到的其他与经营活动有关的现金(万元),569,2199,1322,412,125,61,1191,575,599, 
 经营活动现金流入小计(万元),111026,78274,44114,64625,54712,32199,52935,48338,66885, 
 购买商品、接受劳务支付的现金(万元),114484,82992,56384,81761,62862,35638,31936,24475,42612, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7581,5124,3490,5396,3811,2813,3214,2778,2634, 
 支付的各项税费(万元),3229,2894,2474,2948,3582,2401,2288,949,1270, 
 支付的其他与经营活动有关的现金(万元),9190,4929,1973,3198,3981,1270,1769,2262,977, 
 经营活动现金流出小计(万元),134485,95939,64321,93303,74236,42121,39207,30464,47493, 
 经营活动产生的现金流量净额(万元),-23459,-17664,-20206,-28679,-19525,-9923,13728,17874,19391, 
 收回投资所收到的现金(万元),159750,35600,12000,126290,194580,18000,205470,142829,92500, 
 取得投资收益所收到的现金(万元),579,211,182,1571,997,1039,3104,1865,1291, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,0,16,0,--,17,14,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,22,866,--, 
