 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),33110,19955,45830,32493,40219,20911,43666,39408,33269, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),165,144,75,4,--,--,4,13,59, 
 收到的其他与经营活动有关的现金(万元),232,48,352,469,254,98,494,1414,274, 
 经营活动现金流入小计(万元),33507,20147,46257,32966,40473,21009,44163,40834,33602, 
 购买商品、接受劳务支付的现金(万元),20214,11422,27237,19216,24104,13513,27448,29118,23262, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2620,1795,3130,2293,3027,1500,2715,2591,1974, 
 支付的各项税费(万元),2589,1284,4696,3467,4310,2049,3921,2473,2298, 
 支付的其他与经营活动有关的现金(万元),3080,2065,4440,3574,3992,1910,3867,3153,2568, 
 经营活动现金流出小计(万元),28502,16565,39503,28550,35433,18972,37951,37335,30101, 
 经营活动产生的现金流量净额(万元),5005,3582,6755,4416,5040,2037,6212,3499,3501, 
 收回投资所收到的现金(万元),--,--,--,--,2755,2732,150,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,0,--,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,12,--,2020,1504,507,3108,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,112,--,277,262,9341,3450,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,124,0,5053,4497,9999,6558,13, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1362,874,2211,1388,1313,480,3692,2935,1241, 
 投资所支付的现金(万元),--,--,--,--,2600,2600,--,150,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,8644,4253,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1362,874,2211,1388,3913,3080,12336,7338,1241, 
 投资活动产生的现金流量净额(万元),-1362,-874,-2086,-1388,1140,1417,-2337,-780,-1228, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),8690,3920,14130,12160,23830,14840,25230,21220,13940, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2154,2085,915,915,--,700,--, 
 筹资活动现金流入小计(万元),8690,3920,16284,14245,24745,15755,25230,21920,13940, 
 偿还债务支付的现金(万元),11150,5400,13970,13970,28900,17790,26160,14590,15780, 
 分配股利、利润或偿付利息所支付的现金(万元),3190,3081,3366,3256,1977,1555,5397,2669,2702, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,3700,--, 
 筹资活动现金流出小计(万元),14340,8481,17336,17226,30877,19345,31557,20959,18482, 
 筹资活动产生的现金流量净额(万元),-5650,-4561,-1052,-2981,-6132,-3590,-6327,961,-4542, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-2007,-1853,3617,48,48,-136,-2453,3680,-2269, 
 加:期初现金及现金等价物余额(万元),6343,6343,2727,2727,2679,2679,5131,1452,3721, 
 期末现金及现金等价物余额(万元),4336,4490,6343,2774,2727,2543,2679,5131,1452, 
 净利润(万元),--,2177,6105,--,6361,--,5586,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,142,619,--,286,--,286,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,748,1448,--,1390,--,1350,--,--, 
 无形资产摊销(万元),--,38,73,--,73,--,63,--,--, 
 长期待摊费用摊销(万元),--,6,7,--,3,--,7,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,3,--,-3,--,-1705,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,1,--,-19,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,230,443,--,849,--,1138,--,--, 
 投资损失(万元),--,--,--,--,-64,--,-0,--,--, 
 递延所得税资产减少(万元),--,-3,65,--,-140,--,-6,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,133,-1473,--,868,--,340,--,--, 
 经营性应收项目的减少(万元),--,6,-731,--,-3653,--,-921,--,--, 
 经营性应付项目的增加(万元),--,88,196,--,-932,--,95,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,19,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3582,6755,--,5040,--,6212,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),4336,4490,6343,2774,2727,2543,2679,5131,1452, 
 现金的期初余额(万元),6343,6343,2727,2727,2679,2679,5131,1452,3721, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2007,-1853,3617,48,48,-136,-2453,3680,-2269, 

