 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),40580,28301,12828,49522,21978,48333,22359,39636,39653,42690, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3099,2074,785,3293,1631,3209,1700,3034,3072,2742, 
 收到的其他与经营活动有关的现金(万元),1873,152,125,683,409,729,584,562,523,760, 
 经营活动现金流入小计(万元),45553,30526,13738,53498,24018,52272,24644,43232,43248,46192, 
 购买商品、接受劳务支付的现金(万元),27373,14078,6346,32750,13671,31083,15142,34054,29455,32344, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7499,4470,1878,8045,4274,5370,1820,4385,4143,3642, 
 支付的各项税费(万元),1591,989,561,2255,1153,2197,2166,1355,1231,1223, 
 支付的其他与经营活动有关的现金(万元),5232,4418,1299,2729,1631,2496,1673,2604,2275,3150, 
 经营活动现金流出小计(万元),41695,23955,10084,45779,20730,41146,20801,42397,37105,40360, 
 经营活动产生的现金流量净额(万元),3859,6571,3654,7718,3288,11126,3842,835,6143,5832, 
 收回投资所收到的现金(万元),14699,14699,--,6400,6400,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),14,14,76,19,15,29,2,6,2,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,15,11,21,--,20,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,274,430,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14713,14713,76,6707,6856,50,2,26,2,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5472,685,127,1191,746,640,183,674,1076,1891, 
 投资所支付的现金(万元),46699,14699,--,20,174,7876,1060,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),52171,15384,127,1211,920,8515,1243,674,1076,1891, 
 投资活动产生的现金流量净额(万元),-37458,-672,-50,5496,5936,-8465,-1241,-648,-1073,-1891, 
 吸收投资收到的现金(万元),39824,--,--,--,--,2600,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,2000,--,2376,364,5126,4551,14303, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,19,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),39824,0,0,2019,0,4976,364,5126,4551,14303, 
 偿还债务支付的现金(万元),2000,--,--,2000,--,5010,4606,3832,7254,15580, 
 分配股利、利润或偿付利息所支付的现金(万元),3955,3942,21,3056,3041,2135,59,730,1162,422, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,19,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),5955,3942,21,5075,3041,7145,4665,4562,8416,16002, 
 筹资活动产生的现金流量净额(万元),33869,-3942,-21,-3056,-3041,-2169,-4301,564,-3865,-1699, 
 汇率变动对现金及现金等价物的影响(万元),-673,-298,17,512,39,459,104,44,-579,-73, 
 现金及现金等价物净增加额(万元),-404,1660,3599,10670,6222,951,-1596,795,626,2169, 
 加:期初现金及现金等价物余额(万元),18712,18712,18712,8042,8042,7091,7091,6296,5670,3501, 
 期末现金及现金等价物余额(万元),18308,20372,22311,18712,14264,8042,5496,7091,6296,5670, 
 净利润(万元),--,3779,--,8047,--,5793,--,2775,2613,2543, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-68,--,243,--,106,--,-50,-40,134, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,617,--,1359,--,1481,--,1384,1326,1178, 
 无形资产摊销(万元),--,50,--,104,--,100,--,100,98,90, 
 长期待摊费用摊销(万元),--,30,--,14,--,32,--,54,46,62, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,7,--,55,--,32,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,0,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,0,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,42,--,57,--,103,--,229,166,455, 
 投资损失(万元),--,-14,--,-17,--,-29,--,-6,-2,--, 
 递延所得税资产减少(万元),--,--,--,-0,--,46,--,-29,18,-35, 
 递延所得税负债增加(万元),--,--,--,--,--,0,--,--,--,--, 
 存货的减少(万元),--,352,--,-802,--,-164,--,-503,688,537, 
 经营性应收项目的减少(万元),--,1545,--,-3721,--,-2722,--,-960,605,-1501, 
 经营性应付项目的增加(万元),--,237,--,2425,--,6324,--,-2190,625,2369, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,2,--,0,--,--,--,--, 
