 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30, 
 销售商品、提供劳务收到的现金(万元),441,329,107,655,1240,872,277,1337,1540,1226,344,3379,2576,1663,832,4973,4392,3069,1237,3991,1279,867,460,1727,698,733,308,1772,1399,842,440,1126,1143,667,422,6247,5818,5332,4900,106664,105427,76280,40132,409333,284539,217052, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,2,2,2,2,0,0,0,0,0,525,2, 
 收到的其他与经营活动有关的现金(万元),155,151,132,7888,608,4190,135,1429,66,214,--,1259,67,68,78,995,251,1739,1108,5759,5,5,--,28,536,84,162,381,190,123,129,303,16,188,1971,6341,5386,5476,5342,41293,6928,194,365,679,19103,77, 
 经营活动现金流入小计(万元),595,480,239,8543,1848,5062,412,2765,1606,1440,344,4931,2643,1732,910,5969,4643,4808,2345,9750,1284,872,460,1755,1233,817,471,2153,1589,966,568,1428,1159,855,2394,12590,11206,10810,10243,147958,112355,76474,40496,410012,304167,217131, 
 购买商品、接受劳务支付的现金(万元),38,38,19,208,196,145,85,426,166,172,50,1322,963,678,436,3561,2044,1252,496,896,904,539,314,763,617,307,184,807,729,476,323,307,598,317,210,10485,10270,10019,9626,119961,118258,104931,57435,397641,316531,230177, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),202,131,44,354,359,244,111,476,319,233,95,538,426,303,92,931,729,607,406,401,234,161,97,343,231,207,82,407,294,214,101,410,363,204,111,687,565,422,256,598,559,367,207,811,717,516, 
 支付的各项税费(万元),196,158,51,308,900,2478,580,661,723,551,133,860,582,439,-30,1814,2060,1353,440,473,127,103,27,268,185,88,24,317,245,221,56,241,216,142,25,113,92,219,34,817,769,716,42,976,752,724, 
 支付的其他与经营活动有关的现金(万元),503,489,223,13688,7390,8721,5833,3118,10096,3907,4128,753,8223,6555,1478,2072,1728,619,413,2739,112,111,70,607,313,387,170,1590,1065,906,897,1762,877,935,2819,1789,1687,596,428,12883,15975,14494,13838,13766,8252,6122, 
 经营活动现金流出小计(万元),938,816,337,14558,8845,11588,6610,4681,11304,4863,4406,3472,10194,7974,1977,8379,6560,3831,1754,4510,1378,914,507,1981,1347,989,460,3121,2333,1817,1378,2721,2055,1598,3165,13073,12614,11257,10343,134260,135561,120508,71522,413195,326252,237540, 
 经营活动产生的现金流量净额(万元),-343,-336,-98,-6015,-6997,-6526,-6198,-1916,-9697,-3423,-4063,1459,-7550,-6243,-1067,-2410,-1917,977,591,5240,-94,-42,-47,-226,-114,-172,11,-968,-744,-851,-809,-1292,-896,-743,-771,-483,-1407,-447,-100,13698,-23206,-44034,-31026,-3183,-22086,-20408, 
 收回投资所收到的现金(万元),--,--,--,3408,5257,4442,2316,17840,19540,9585,4738,28240,23069,15453,8309,32791,26170,15999,8795,4129,--,--,--,148,--,--,--,83,188,188,100,72,124,124,124,827,827,341,0,3400,2800,2180,0,0,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,--,--,425,37,37,0,8,8,1,0,18,12,3,0,5,5,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,6,6,6,6,--,--,--,--,--,--,--,--,--,--,--,--,10,7,6,1,3805,3817,2457,2452,102,100,75,0,1,1,1,1,0,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,7596,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,176,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6431,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,11004,5257,4442,2316,17840,19540,9585,4738,28246,23075,15459,8316,32791,26170,15999,8795,10559,0,0,0,148,0,0,0,269,196,195,101,4302,3977,2618,2576,936,934,417,0,3418,2813,2183,1,6,6,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,--,--,3312,3600,3600,3600,10000,11460,11460,--,852,988,988,988,30586,29330,29330,6866,33758,--,--,--,0,0,0,0,2,2,1,--,8,8,0,0,1,1,1,0,4,0,0,0,27,19,5, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,5567,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 投资活动现金流出小计(万元),0,0,0,8879,3600,3600,3600,10000,11460,11460,0,852,988,988,988,30586,29330,29330,6866,33790,0,0,0,0,0,0,0,2,2,1,--,8,8,0,0,1,1,1,0,4,0,0,0,27,19,5, 
 投资活动产生的现金流量净额(万元),0,0,0,2125,1657,842,-1284,7840,8080,-1875,4738,27394,22087,14471,7328,2204,-3160,-13331,1929,-23231,0,0,0,148,-0,-0,-0,266,194,194,101,4294,3969,2617,2576,935,933,416,0,3414,2812,2183,1,-21,-14,-2, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,6500,7960,7960,--,--,--,--,--,28730,28730,25230,2520,21905,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,89461,83908,79514,61220,222572,158359,99590, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1137,449,449,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,3928,3928,3928,0,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,0,6500,7960,7960,0,1137,449,449,0,28730,28730,25230,2520,21905,0,0,0,0,0,0,0,0,0,--,--,0,--,0,0,0,--,0,0,93389,87835,83442,61220,222572,158359,99590, 
 偿还债务支付的现金(万元),--,--,--,1723,3183,2641,639,13131,12497,7255,3659,23824,18270,11825,6818,23668,17544,10209,3893,2431,--,--,--,--,--,--,--,--,--,--,--,1942,1942,1942,1800,832,21,21,21,108075,65566,39594,20079,215853,138724,83340, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,272,--,--,0,20,20,20,20,2627,1605,811,415,4743,2541,1440, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,688,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,3928,--,--, 
 筹资活动现金流出小计(万元),0,0,0,1723,3183,2641,639,13131,12497,7255,3659,23824,18270,11825,6818,24356,17544,10209,3893,2431,0,0,1,0,0,0,0,0,0,--,--,2215,1942,1942,1800,852,41,41,41,110703,67172,40405,20494,224523,141265,84780, 
 筹资活动产生的现金流量净额(万元),0,0,0,-1723,-3183,-2641,-639,-6631,-4537,705,-3659,-22687,-17821,-11376,-6818,4374,11186,15021,-1373,19474,0,0,-1,0,0,0,0,0,0,--,--,-2215,-1942,-1942,-1800,-852,-41,-41,-41,-17314,20664,43037,40726,-1951,17094,14810, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,--,0,-0,-0,-0,0,-0,-0,-0,-1,-0,-0,0,-14,-14,-14,-2,-133,-216,-215,-134,-185,-161,-87, 
 现金及现金等价物净增加额(万元),-343,-336,-98,-5613,-8523,-8325,-8121,-707,-6154,-4593,-2984,6166,-3285,-3147,-558,4168,6108,2668,1147,1484,-94,-42,-47,-78,-115,-172,11,-701,-551,-657,-709,787,1131,-68,5,-414,-529,-85,-143,-334,54,971,9567,-5340,-5167,-5687, 
 加:期初现金及现金等价物余额(万元),5697,5697,5697,11310,11310,11310,11310,12017,12017,12017,12017,5851,6539,6539,6539,1683,1683,1683,1683,199,229,229,229,277,277,277,277,978,989,989,989,191,206,206,206,605,--,789,748,939,0,939,0,6279,--,--, 
 期末现金及现金等价物余额(万元),5354,5361,5599,5697,2787,2985,3189,11310,5863,7424,9033,12017,3254,3392,5981,5851,7791,4351,2830,1683,135,187,181,199,162,105,287,277,438,331,280,978,1337,138,211,191,-529,704,604,605,0,1910,0,939,-5167,-5687, 
 净利润(万元),--,-65,--,-356,--,-70,--,-2660,--,88,--,-2715,--,175,--,1074,--,418,--,177056,--,-71,--,744,--,-1380,--,15099,--,-3939,--,-38263,--,-960,0,-288512,0,-34277,-20983,-27165,3779,4844,2292,--,7146,6261, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,--,--, 
 资产减值准备(万元),--,--,--,1575,--,303,--,2924,--,--,--,3388,--,-10,--,236,--,--,--,19,--,2,--,431,--,-4,--,-486,--,-1797,--,-60,--,-181,0,259765,--,26908,13592,38898,11758,3475,1081,--,2280,1519, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,--,8,--,6,--,23,--,12,--,23,--,12,--,27,--,14,--,248,--,121,--,242,--,121,--,245,--,123,--,277,--,150,0,377,0,197,106,454,340,237,119,--,365,245, 
 无形资产摊销(万元),--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,0,0,0,--,-0,--, 
