 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),53157,35419,54780,37060,23353,32272,20542,17494, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3968,3016,2062,1529,823,1458,134,--, 
 收到的其他与经营活动有关的现金(万元),927,507,2063,1782,1701,7752,16666,15569, 
 经营活动现金流入小计(万元),58052,38942,58904,40371,25878,41482,37342,33062, 
 购买商品、接受劳务支付的现金(万元),32686,22299,22478,14940,9533,17133,11132,11811, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7257,4605,5763,4257,2768,4014,2550,2136, 
 支付的各项税费(万元),3545,2337,3766,2647,1544,1507,771,903, 
 支付的其他与经营活动有关的现金(万元),2268,994,2154,1452,845,9783,17231,17194, 
 经营活动现金流出小计(万元),45757,30235,34161,23296,14691,32437,31684,32045, 
 经营活动产生的现金流量净额(万元),12295,8707,24743,17075,11186,9046,5657,1017, 
 收回投资所收到的现金(万元),--,--,--,--,--,34625,8400,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,25,2,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,1,4,--,--,6,8,115, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),656,457,251,251,177,4534,155,4474, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),668,457,254,251,177,39190,8565,4589, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24469,15227,11753,9783,5599,15473,9220,2223, 
 投资所支付的现金(万元),19000,--,--,--,--,34625,8200,200, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),784,528,75,75,75,835,525,2960, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),44253,15756,11828,9857,5674,50933,17944,5383, 
 投资活动产生的现金流量净额(万元),-43584,-15298,-11574,-9606,-5497,-11743,-9380,-795, 
 吸收投资收到的现金(万元),43842,--,--,--,--,6300,--,2407, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),11327,11327,14830,13830,8370,15129,5990,7200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,200, 
 筹资活动现金流入小计(万元),55169,11327,14830,13830,8370,21429,5990,9807, 
 偿还债务支付的现金(万元),11902,7520,18593,14813,10253,13666,2090,9750, 
 分配股利、利润或偿付利息所支付的现金(万元),2171,2157,992,963,129,4836,9,105, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1022,11,120,100,100,80,--,200, 
 筹资活动现金流出小计(万元),15096,9687,19705,15877,10483,18581,2099,10055, 
 筹资活动产生的现金流量净额(万元),40073,1640,-4875,-2047,-2113,2847,3891,-248, 
 汇率变动对现金及现金等价物的影响(万元),-291,-110,529,283,349,191,18,-58, 
 现金及现金等价物净增加额(万元),8493,-5061,8823,5704,3926,342,187,-84, 
 加:期初现金及现金等价物余额(万元),9360,9360,537,537,537,195,8,92, 
 期末现金及现金等价物余额(万元),17853,4299,9360,6241,4463,537,195,8, 
 净利润(万元),--,--,20362,--,--,8050,3427,2302, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,291,--,--,-44,77,-7, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,2280,--,--,1641,967,751, 
 无形资产摊销(万元),--,--,180,--,--,102,24,25, 
 长期待摊费用摊销(万元),--,--,62,--,--,66,66,64, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-3,--,--,62,-2,-65, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,-371,--,--,-228,-227,-151, 
 投资损失(万元),--,--,--,--,--,-25,-2,--, 
 递延所得税资产减少(万元),--,--,-37,--,--,-26,-12,1, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,-2343,--,--,-1746,-627,-789, 
 经营性应收项目的减少(万元),--,--,-4443,--,--,-5267,-1637,-511, 
 经营性应付项目的增加(万元),--,--,8766,--,--,4841,3602,-603, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,1620,--,--, 
 经营活动产生现金流量净额(万元),--,--,24743,--,--,9046,5657,1017, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
