 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),45127,33336,62584,36716,19593,46143,36393,39769, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10757,6340,7391,8701,5061,11767,5083,9731, 
 经营活动现金流入小计(万元),55884,39676,69975,45418,24654,57910,41476,49500, 
 购买商品、接受劳务支付的现金(万元),20698,12145,24330,16651,8058,14896,12298,13004, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13808,8617,18676,11314,7500,16725,13195,11999, 
 支付的各项税费(万元),9361,7450,7186,5429,4299,6791,4779,4686, 
 支付的其他与经营活动有关的现金(万元),17722,10449,11313,10180,6127,17105,8563,16837, 
 经营活动现金流出小计(万元),61589,38662,61505,43575,25983,55517,38835,46526, 
 经营活动产生的现金流量净额(万元),-5706,1014,8470,1843,-1330,2393,2640,2973, 
 收回投资所收到的现金(万元),--,--,--,--,--,11710,8150,50, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,46,59,105, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),313,200,2189,2157,1524,0,9,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1286,293,996,972,493,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1600,492,3185,3128,2017,11756,8218,156, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5278,2368,4924,4818,4644,6586,911,4039, 
 投资所支付的现金(万元),1260,1260,550,540,--,11200,8063,825, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,166, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6538,3628,5474,5358,4644,17786,8974,5030, 
 投资活动产生的现金流量净额(万元),-4938,-3135,-2289,-2230,-2628,-6030,-756,-4875, 
 吸收投资收到的现金(万元),--,--,--,--,--,1050,4200,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),6000,--,11800,11400,11000,5000,4000,5780, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),6000,0,11800,11400,11000,6050,8200,5780, 
 偿还债务支付的现金(万元),950,950,3150,3100,2050,1000,7780,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),1791,1648,2314,1680,1550,596,1231,1367, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),421,--,1111,1111,1058,--,--,--, 
 筹资活动现金流出小计(万元),3162,2598,6575,5891,4658,1596,9011,4367, 
 筹资活动产生的现金流量净额(万元),2838,-2598,5225,5509,6342,4454,-811,1413, 
 汇率变动对现金及现金等价物的影响(万元),-28,-9,-0,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-7834,-4728,11406,5123,2385,816,1073,-488, 
 加:期初现金及现金等价物余额(万元),18272,18272,6866,6866,6866,6050,4977,5465, 
 期末现金及现金等价物余额(万元),10438,13544,18272,11989,9251,6866,6050,4977, 
 净利润(万元),--,6803,12972,--,--,4995,3720,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2427,-240,--,--,1972,1826,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,678,1252,--,--,1340,1366,--, 
 无形资产摊销(万元),--,134,248,--,--,271,302,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,6,29,--,--,3,-4,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,273,225,--,--,271,391,--, 
 投资损失(万元),--,70,-53,--,--,-58,-61,--, 
 递延所得税资产减少(万元),--,-378,26,--,--,-376,-339,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-578,-6710,--,--,-3008,-2552,--, 
 经营性应收项目的减少(万元),--,-14032,-8121,--,--,-2397,-1194,--, 
 经营性应付项目的增加(万元),--,5817,10385,--,--,-680,-966,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,-205,-1542,--,--,60,151,--, 
 经营活动产生现金流量净额(万元),--,1014,8470,--,--,2393,2640,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),10438,13544,18272,11989,9251,6866,6050,4977, 
 现金的期初余额(万元),18272,18272,6866,6866,6866,6050,4977,5465, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7834,-4728,11406,5123,2385,816,1073,-488, 

