 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),3202488,2106013,1403403,837818,2875177,1998194,1342210,716799,2349826,1575586,1038729,538932,2150805,1439008,903738,471721,1570537,1117436,751553,400950,1487006,1098193,772204,453980,1227014,899301,600874,320149,1334035,696157,1374736,1000426,1678035, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),26667,18011,11700,6036,28368,21409,14287,6481,22191,16953,11339,6427,10581,8047,9079,3843,13354,11700,6875,5861,13617,8703,6461,2164,6705,7416,1924,1387,9314,6325,6081,3103,4763, 
 收到的其他与经营活动有关的现金(万元),10727,6325,4908,4433,9810,9623,4030,3621,17604,5049,3175,2183,3665,2008,1558,818,4910,3618,1769,908,4466,2065,1929,2690,5678,3490,3365,1409,4966,3987,3338,3750,5012, 
 经营活动现金流入小计(万元),3239882,2130348,1420011,848287,2913355,2029225,1360527,726900,2389620,1597588,1053243,547542,2165051,1449064,914375,476383,1588801,1132754,760197,407719,1505089,1108961,780594,458834,1239397,910207,606162,322946,1348315,706468,1384155,1007279,1687809, 
 购买商品、接受劳务支付的现金(万元),2958157,1917082,1257381,724420,2521744,1742332,1147574,592788,1993763,1350413,850884,463686,1804445,1316602,840741,413704,1308081,902203,589792,290221,1212733,882301,583768,321592,1098546,764550,496885,262341,1110223,594249,1186245,828478,1485792, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),235169,176561,122978,55708,201205,153022,104810,45390,183139,135998,92605,41370,177713,136619,94206,40824,135066,101143,68198,29233,117491,88557,61166,25886,104566,79862,54119,23923,111129,59045,99138,75136,93305, 
 支付的各项税费(万元),30747,20742,14054,6778,26035,21505,15179,6693,30032,25060,19941,12512,23129,18806,13756,5428,14278,10565,7227,3019,12028,9618,7699,4790,13440,9051,4101,3356,13272,9950,10661,8562,9343, 
 支付的其他与经营活动有关的现金(万元),37697,23045,20635,9861,40471,29907,15071,9921,22636,17986,10601,3347,29656,12430,13290,4317,35054,29513,17026,8486,30197,19762,12196,14208,23522,16341,14980,7476,22359,16871,21760,24830,28052, 
 经营活动现金流出小计(万元),3261770,2137430,1415049,796767,2789456,1946767,1282635,654791,2229571,1529458,974031,520914,2034943,1484457,961994,464273,1492479,1043423,682243,330959,1372450,1000238,664829,366477,1240074,869804,570085,297096,1256983,680115,1317804,937006,1616493, 
 经营活动产生的现金流量净额(万元),-21888,-7082,4963,51520,123899,82459,77892,72109,160050,68130,79211,26628,130108,-35393,-47619,12110,96322,89331,77954,76760,132640,108723,115765,92358,-677,40403,36077,25850,91332,26353,66351,70273,71316, 
 收回投资所收到的现金(万元),1094788,891144,598573,328134,1000903,780761,477819,233900,739387,569819,397899,206599,1158328,983688,707997,412615,1029805,681903,428105,197809,579103,418001,235582,62234,157385,49558,31335,63,515,57,--,--,30964, 
 取得投资收益所收到的现金(万元),8420,7237,4342,1742,6471,8125,4677,1127,2689,1223,976,289,7992,7142,5590,2512,5275,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2945,2811,668,248,3286,2735,2275,163,3487,1154,243,697,585,1188,12,39,613,482,477,456,1499,1461,528,104,1689,1376,1187,416,3041,2739,267,1142,2260, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),13,8,17,14,1553,1553,53,87,168,--,--,--,4160,4152,4142,3500,950,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1106166,901199,603601,330138,1012214,793174,484825,235277,745731,572196,399118,207585,1171065,996171,717741,418665,1036643,682385,428582,198266,580602,419462,236110,62338,159074,50934,32522,479,3556,2796,267,1142,33224, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),50034,37274,24105,6157,16257,10404,6258,2646,24922,17925,12751,7395,86626,74498,61117,42582,99730,74005,48062,11790,42920,22619,9789,4513,43051,30902,21994,4477,16302,9017,24472,8220,26798, 
 投资所支付的现金(万元),1086998,880432,585351,307741,1011256,783054,477101,233900,783109,570245,397899,187549,1155748,981108,705417,411997,1029805,678525,425870,197300,540810,380620,224230,88860,191707,76720,66708,3,315,144,51,--,30580, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,0,--,--,15596,15596,15596,15596,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,85169,50869,--,2767,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,10000,6000,--,--,--,--,--,2580,--,--,--,--,--,--,--,--,--,--,--,--,--,5387,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1137032,917706,609456,313898,1027513,793458,483359,236546,823628,613767,432247,210541,1242374,1055606,766535,454579,1132115,752530,473932,209090,583730,403239,234019,93373,234758,107622,88702,4480,101787,60031,29910,10988,57378, 
 投资活动产生的现金流量净额(万元),-30867,-16506,-5855,16240,-15299,-285,1466,-1268,-77897,-41571,-33129,-2956,-71309,-59435,-48793,-35914,-95472,-70145,-45350,-10824,-3128,16223,2091,-31035,-75684,-56688,-56180,-4000,-98231,-57236,-29643,-9846,-24154, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,18,--,--,--,--,--,--,--,202174,--,--,--,--,--,--,--,77342,77342,77342,77349,--,--,--,--,3569, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),629092,364956,260604,137312,307570,212872,145187,75116,565707,408785,217781,123934,569978,469756,308111,147002,468565,355254,240993,109680,440669,326369,213453,126202,887560,427582,257993,111248,906442,445333,624774,255643,517162, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
