 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),39736,133336,94338,59965,25542,108235,75683,47583,21098,108986,77892,53097,23547,110366,77978,50951,22954,94456,65781,39701,18267,77328,55248,33043,13211,66765,46777,29537,11672,45992,29011,16251,7142,30408,20386,6768,30313,38774, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),46,10,10,10,--,163,20,14,14,106,--,--,--,251,30,27,27,250,24,24,11,--,--,--,--,--,--,--,--,635,52,50,0,2,2,0,0,0, 
 收到的其他与经营活动有关的现金(万元),6391,11423,6919,2183,993,6728,4561,2823,938,1365,4334,2178,1069,5080,4200,3086,1143,4769,3926,2248,817,2875,4464,3966,2073,3460,3080,1686,1832,1978,2663,911,946,938,607,318,686,1120, 
 经营活动现金流入小计(万元),46174,144769,101267,62159,26535,115126,80264,50420,22051,110456,82227,55276,24616,115698,82207,54064,24124,99475,69731,41973,19094,80203,59712,37009,15284,70226,49857,31223,13504,48605,31725,17211,8088,31348,20995,7086,30999,39894, 
 购买商品、接受劳务支付的现金(万元),23311,81537,53341,36503,16954,39810,26391,16898,10156,42345,29048,20747,9815,53761,37835,26846,13265,45923,30397,19161,9722,39091,28633,18906,8307,45197,35239,22246,11696,35374,19978,9616,4412,14911,11260,4354,18195,24888, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6243,19040,14130,9578,5052,17402,12783,8810,5301,17813,13615,9544,5540,18926,14036,9619,5831,15901,11862,8046,4616,12549,8363,5691,3353,9351,6590,4258,2078,6066,3695,2343,1196,3891,2787,848,3374,2999, 
 支付的各项税费(万元),2972,12293,8400,5868,2384,11323,8443,5817,2879,16153,12298,8622,3878,16501,12423,7792,3265,15704,11122,7440,3623,12428,8821,5561,2751,6771,4859,3060,1560,4043,3392,1900,1042,3245,2634,968,3762,3737, 
 支付的其他与经营活动有关的现金(万元),10903,24430,17462,8226,3512,17776,12050,7963,4840,13489,15072,6962,4235,17913,13595,9058,4277,14184,11079,6577,2679,12991,7984,4687,2371,6196,3911,3056,2647,3723,3184,1988,1087,2300,1426,777,1611,1756, 
 经营活动现金流出小计(万元),43429,137299,93333,60175,27902,86311,59667,39489,23176,89800,70034,45875,23469,107102,77889,53315,26638,91711,64459,41223,20641,77058,53800,34845,16782,67516,50599,32620,17981,49206,30249,15847,7735,24348,18106,6946,26942,33380, 
 经营活动产生的现金流量净额(万元),2745,7470,7933,1984,-1368,28815,20597,10932,-1125,20656,12192,9401,1147,8596,4318,750,-2513,7764,5272,750,-1547,3145,5912,2165,-1498,2710,-742,-1397,-4477,-600,1476,1364,353,7000,2889,139,4057,6514, 
 收回投资所收到的现金(万元),--,--,--,--,--,60,60,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,108, 
 取得投资收益所收到的现金(万元),--,146,146,--,--,524,524,519,384,--,--,--,19,219,84,55,--,159,97,20,--,222,212,97,97,20,20,--,--,20,--,0,--,0,--,--,0,56, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,710,381,194,102,1111,942,906,826,155,102,75,27,194,179,20,3,31,19,9,9,109,48,36,2,114,109,109,8,8,--,1,--,18,18,--,21,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,350,316, 
 收到的其他与投资活动有关的现金(万元),36832,39603,35125,12639,7606,4747,3377,471,3142,5573,9005,167,15088,37286,29501,15789,8098,38666,14600,6600,610,11514,27614,18114,11414,23286,36472,15672,10560,--,63,56,40,--,--,0,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),36844,40459,35651,12833,7707,6442,4903,1895,4352,5778,9106,242,15134,37699,29764,15865,8101,38855,14716,6629,619,11845,27874,18248,11513,23420,36601,15781,10568,28,63,58,40,18,18,0,371,483, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),768,3501,2475,1812,510,2083,1584,1172,785,2695,1974,1377,561,4015,3428,2187,1119,11887,10230,6675,1658,9801,6834,4580,3251,8406,5627,4018,1519,6112,4837,2994,1660,5900,4707,1285,7786,2610, 
 投资所支付的现金(万元),0,2418,4926,4576,700,5766,5766,91,--,16234,16098,16098,50,663,213,213,213,2240,2680,2180,2180,1109,2109,2109,--,533,--,--,--,374,--,920,--,45,45,0,0,1830, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),15262,4527,17,17,--,1421,1421,1421,657,2000,2000,2000,1463,5914,6189,6189,3968,1000,--,--,--,901,--,0,--,21,21,21,21,5751,3538,0,--,--,--,0,--,--, 
 支付的其他与投资活动有关的现金(万元),14625,32660,33050,1250,6000,28200,19200,9090,10500,15550,16690,2440,--,40500,22500,22500,11500,43000,30500,20500,599,0,24610,22100,8000,3,14200,7700,200,41400,305,305,40,0,--,0,30,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),30655,43105,40468,7655,7210,37470,27972,11774,11942,36480,36762,21915,2074,51091,32329,31089,16799,58127,43410,29355,4437,11811,33553,28789,11251,8963,19848,11738,1740,53637,8679,4219,1700,5945,4752,1285,7816,4440, 
 投资活动产生的现金流量净额(万元),6190,-2646,-4817,5178,497,-31029,-23069,-9879,-7590,-30702,-27655,-21673,13060,-13392,-2565,-15224,-8698,-19271,-28694,-22726,-3819,35,-5679,-10541,262,14456,16754,4043,8829,-53609,-8616,-4162,-1660,-5927,-4735,-1285,-7445,-3957, 
 吸收投资收到的现金(万元),--,3533,3511,3211,--,--,--,--,--,10,10,10,--,160,160,--,--,600,600,600,300,600,600,300,300,1015,1015,715,--,81630,81280,81280,--,0,--,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,12,--,--,--,--,--,--,--,10,10,10,--,160,160,--,--,600,600,600,300,600,600,300,--,1015,1015,715,--,--,--,0,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,130,130,--,--,749,699,699,699,5940,5900,4700,2900,7300,6100,6100,800,2800,2000,1800,--,230,--,--,--,--,--,--,--,2300,2300,2300,600,11600,8100,0,10100,1400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1336,78,894,521,129,844,1214,1053,914,2614,4387,3652,747,594,1315,884,351,1009,884,884,150,636,--,0,--,2129,2570,2129,1106,533,527,527,430,643,891,407,808,109, 
 筹资活动现金流入小计(万元),1336,3741,4535,3732,129,1594,1914,1753,1614,8564,10297,8362,3647,8054,7575,6984,1151,4409,3484,3284,450,1466,600,300,300,3144,3585,2844,1106,84463,84107,84107,1030,12243,8991,407,10908,1509, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,4800,3000,1000,700,6200,3500,2300,--,--,--,--,--,2873,713,713,--,--,--,--,--,10000,10705,9400,600,10700,6700,1500,4100,1100, 
 分配股利、利润或偿付利息所支付的现金(万元),--,3967,3967,3967,--,3427,3427,3427,--,3339,3325,3276,44,2840,2784,2726,33,2103,2081,2037,--,1600,1560,0,--,1802,1800,1800,--,151,132,127,51,2412,2285,88,2165,1928, 
 其中：子公司支付给少数股东的股利、利润(万元),--,540,540,540,--,--,--,--,--,540,540,540,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,80, 
 支付其他与筹资活动有关的现金(万元),3371,5225,5639,2304,411,1798,2044,1915,164,620,3546,2586,682,2005,3213,2552,494,869,593,226,9,--,18,10,--,10,561,561,342,3466,3398,2326,983,894,1315,548,34,242, 
 筹资活动现金流出小计(万元),3371,9192,9606,6272,411,5225,5471,5342,164,8759,9871,6862,1426,11045,9497,7578,527,2972,2674,2262,9,4473,2291,723,0,1812,2361,2361,342,13617,14235,11853,1634,14005,10300,2136,6299,3270, 
 筹资活动产生的现金流量净额(万元),-2036,-5451,-5071,-2539,-282,-3631,-3557,-3589,1450,-194,427,1499,2221,-2991,-1922,-594,624,1437,810,1022,441,-3007,-1691,-423,300,1332,1224,483,764,70846,69872,72254,-604,-1763,-1309,-1729,4609,-1761, 
 汇率变动对现金及现金等价物的影响(万元),1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,-0,-3, 
 现金及现金等价物净增加额(万元),6900,-628,-1954,4623,-1153,-5845,-6030,-2537,-7265,-10240,-15036,-10772,16429,-7787,-169,-15068,-10587,-10070,-22612,-20955,-4924,172,-1458,-8800,-936,18499,17236,3130,5116,16637,62732,69456,-1912,-690,-3155,-2875,1220,793, 
 加:期初现金及现金等价物余额(万元),5218,5846,5846,5846,5846,11691,11691,11691,11691,21931,21931,21931,21931,29718,29718,29718,29718,39789,39789,39789,39789,39617,39617,39617,39617,21118,21118,21118,21118,4480,4480,4480,4480,5170,5170,5170,3950,3157, 
