 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),11317,7290,13814,9522,12360,13340,14934, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),191,104,194,102,240,157,19, 
 收到的其他与经营活动有关的现金(万元),249,233,173,133,144,138,342, 
 经营活动现金流入小计(万元),11757,7627,14181,9757,12743,13635,15295, 
 购买商品、接受劳务支付的现金(万元),4417,2715,4977,3264,4326,4248,6046, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2684,1765,2951,2155,2601,2420,2528, 
 支付的各项税费(万元),1475,915,1557,1097,1175,1480,1618, 
 支付的其他与经营活动有关的现金(万元),915,636,1183,849,992,1144,928, 
 经营活动现金流出小计(万元),9492,6031,10668,7365,9094,9292,11120, 
 经营活动产生的现金流量净额(万元),2266,1597,3513,2392,3650,4342,4174, 
 收回投资所收到的现金(万元),4870,3280,10266,7964,8440,5210,14050, 
 取得投资收益所收到的现金(万元),63,63,66,42,49,4,53, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,13,--,25, 
