 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),45647,30292,10647,69358,64691,37191,14594,82003,56909,39855,19405,82091,52327,36801,16091,48805,17731,11721,4666,21879,15035,9041,3910,20212,13496,8632,3630,19868,12742,8162,3071,17040,10778,7924,12753,7081,8964,5003, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的税费返还(万元),1366,649,513,2084,1606,840,534,1322,1225,664,200,2661,1867,1175,1049,1914,1262,594,378,787,327,290,--,286,344,157,--,290,43,32,11,309,231,141,33,33,33,0, 
 收到的其他与经营活动有关的现金(万元),5037,333,3947,955,2423,96,64,2594,2033,1973,104,1285,968,456,136,1752,1528,1229,627,3526,2634,910,673,1257,1828,1291,526,873,1385,751,246,942,728,653,192,144,397,2311, 
 经营活动现金流入小计(万元),52050,31274,15107,72397,68720,38127,15192,85919,60167,42492,19709,86037,55162,38432,17277,52471,20521,13545,5672,26192,17996,10241,4583,21755,15669,10080,4157,21031,14171,8946,3328,18291,11738,8718,12978,7257,9394,7314, 
 购买商品、接受劳务支付的现金(万元),24980,16618,9603,34660,34638,16049,6325,32145,19747,15323,7442,42145,24077,18689,9217,24348,9099,6578,2936,11800,8242,4949,2047,13178,10138,7317,3273,13185,9698,6155,2858,10462,7721,5508,8929,4835,5001,3352, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),12035,8886,3530,20803,12793,11189,6414,21278,17169,11479,5918,21002,15653,10643,5131,10034,2842,1833,831,3558,2585,1672,802,3625,2587,1806,811,2448,1976,1256,593,1786,1247,814,1048,527,858,300, 
 支付的各项税费(万元),4553,1422,496,3308,1863,1782,1912,7553,4605,2570,2161,7874,5842,3954,1549,2809,1338,831,325,1374,969,557,95,1517,1006,805,341,1491,1114,671,308,1052,752,397,602,414,1200,224, 
 支付的其他与经营活动有关的现金(万元),16610,6991,4332,12553,15492,7110,2799,10287,9323,6344,977,10610,5765,3854,2103,7058,3254,1926,802,3917,3642,1915,858,1767,3162,2068,934,2008,2596,1400,996,1148,544,545,1536,2726,2183,3195, 
 经营活动现金流出小计(万元),58177,33917,17961,71324,64786,36130,17449,71264,50843,35716,16499,81631,51337,37141,18001,44249,16532,11167,4894,20648,15438,9092,3801,20087,16892,11996,5359,19132,15385,9483,4756,14449,10263,7264,12115,8503,9241,7071, 
 经营活动产生的现金流量净额(万元),-6127,-2643,-2854,1073,3934,1997,-2257,14655,9324,6775,3210,4406,3825,1291,-724,8222,3989,2378,778,5543,2558,1149,782,1667,-1224,-1916,-1202,1899,-1214,-538,-1427,3842,1474,1455,863,-1245,153,243, 
 收回投资所收到的现金(万元),6893,--,--,3100,3000,3000,500,--,--,--,--,--,--,--,--,--,--,--,--,3007,1001,--,--,--,--,--,--,--,89,89,--,0,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),32,7002,98,703,71,3,--,74,75,1,--,95,83,76,--,41,6,6,5,7,1,1,--,96,16,3,3,--,--,--,--,0,0,0,261,6,47,0, 
