 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),14726,66365,42309,27993,14276,44799,28240,18461,9467,39259,26045,17388,8423,37728,25008,16125,8713,36819,24509,16166,9111,38890,29680,18890,9979,54068,42505,30719,18138,140476,130004,83782,36273,65765,56000,24952,25349, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 收到的税费返还(万元),669,2652,1970,768,502,1651,1053,668,189,1773,969,622,145,311,302,226,--,1790,1635,634,377,3312,2743,2286,214,1572,1426,1116,863,6874,5147,3303,1302,2778,1681,1434,1570, 
 收到的其他与经营活动有关的现金(万元),1371,3751,3691,2155,1326,2075,2864,2028,1034,6283,3939,1781,915,3603,4329,3652,2385,1980,4351,2600,1805,3854,2976,1484,718,5082,1713,1884,301,3813,3423,1095,3761,2362,4274,2253,2350, 
 经营活动现金流入小计(万元),16766,72767,47970,30916,16104,48526,32158,21157,10690,47315,30953,19791,9483,41641,29638,20004,11099,40589,30495,19401,11293,46055,35400,22660,10911,60722,45644,33720,19301,151163,138574,88180,41335,70905,61955,28639,29269, 
 购买商品、接受劳务支付的现金(万元),8990,32274,21559,14062,7287,17819,11568,8289,4090,14937,11455,7727,3828,14605,10552,6437,3035,13880,14303,9526,4517,24523,20262,13985,6120,31647,24282,18760,12533,127519,104479,62021,26650,32385,41589,8621,11309, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),6850,19952,14955,9936,5208,14763,11813,8045,4275,15256,11546,7708,3986,14738,9839,6657,3233,11807,8069,5494,3029,13085,9233,6126,3604,17590,10747,8343,2932,14361,9289,5712,2467,7085,4770,5102,5129, 
