 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),18163,55423,39826,23379,11052,41442,23192,15023,8603,27719,18923,13762,6085,32537,20395,13562,6733,28662,30016,30113, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),317,1935,1475,747,490,1165,456,229,152,926,701,486,344,1085,929,668,324,1029,983,820, 
 收到的其他与经营活动有关的现金(万元),223,579,4569,1387,243,432,950,431,1951,454,489,304,134,415,310,288,343,1349,438,394, 
 经营活动现金流入小计(万元),18702,57937,45870,25513,11785,43038,24598,15682,10705,29099,20113,14552,6564,34037,21633,14518,7399,31040,31438,31327, 
 购买商品、接受劳务支付的现金(万元),13225,32981,26673,14936,7013,23376,13432,8238,4820,18500,14560,10250,6010,19525,14778,8691,4562,17699,19954,15239, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2737,9262,6368,4222,1814,6202,3827,2507,1248,5010,3500,2260,1183,4729,3524,2341,1095,4467,4262,4403, 
 支付的各项税费(万元),1529,2667,3510,2159,817,1739,1212,891,390,2221,1908,1505,592,2591,1979,1578,500,2131,2304,2467, 
 支付的其他与经营活动有关的现金(万元),672,6502,5784,2673,1993,4331,2549,1678,2387,2947,2957,2395,432,2521,1987,1251,597,2329,2704,2178, 
 经营活动现金流出小计(万元),18164,51413,42334,23990,11637,35649,21020,13314,8844,28678,22925,16411,8217,29366,22269,13861,6754,26626,29224,24287, 
 经营活动产生的现金流量净额(万元),539,6524,3536,1523,149,7389,3578,2368,1861,421,-2812,-1859,-1654,4671,-636,657,645,4414,2214,7040, 
 收回投资所收到的现金(万元),--,--,--,41879,28879,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),100,156,83,44,13,545,449,478,--,250,63,48,--,10,10,12,--,124,26,6, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,12,2912,2912,1000,134,3775,2738,1003,98,300,300,--,6,6,3,--,--,--,195, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),12630,11015,2000,1000,--,59698,325047,225556,5130,30330,11001,2000,10,5100,5100,5100,3123,2500,1000,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12731,11183,4995,45835,29892,60379,329272,228771,6133,30679,11364,2348,10,5116,5116,5114,3123,2624,1026,201, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),570,7849,6817,4166,2154,4119,3595,3291,938,2860,530,495,198,1755,1436,980,46,3652,3376,5056, 
 投资所支付的现金(万元),5989,13931,13931,64993,47468,1032,6336,--,--,750,25,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,9871,--,--,--,14586,--,--,--,--,--,--,--,--,--,--,--,--,--,1000, 
 支付的其他与投资活动有关的现金(万元),13030,17374,2000,5710,6,52183,330490,235004,14467,35563,21000,18000,--,5030,5030,5030,3000,1600,2000,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19590,49025,22748,74869,49628,71919,340421,238295,15405,39173,21555,18495,198,6785,6466,6010,3046,5252,5376,6056, 
 投资活动产生的现金流量净额(万元),-6859,-37842,-17754,-29034,-19736,-11540,-11149,-9524,-9272,-8494,-10192,-16147,-188,-1670,-1350,-896,77,-2628,-4350,-5855, 
 吸收投资收到的现金(万元),--,10263,263,8000,8000,--,--,0,--,22582,22552,22552,22552,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,8000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),11320,30236,15636,13636,7636,17424,4200,2000,2000,8000,6000,--,--,6000,2000,--,--,10950,17500,5000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,20,--,--,--,--,--,--,11,400,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),11320,40519,15899,21636,15636,17424,4200,2000,2011,30982,28552,22552,22552,6000,2000,0,0,10950,17500,5000, 
 偿还债务支付的现金(万元),4800,11749,4200,2000,2000,14800,6000,2000,--,6000,4000,--,--,9920,3920,2920,2475,10025,13500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),416,2286,1996,1646,161,1263,1057,987,95,1245,1198,1065,93,1384,1263,1156,120,953,588,4356, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1193, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,0,--,549,506,506,133,--,--,--,--,--,--,1572, 
 筹资活动现金流出小计(万元),5216,14034,6196,3646,2161,16063,7057,2987,95,7795,5704,1572,226,11303,5183,4075,2595,10978,14088,5928, 
 筹资活动产生的现金流量净额(万元),6104,26485,9703,17990,13475,1361,-2857,-987,1917,23187,22848,20980,22326,-5303,-3183,-4075,-2595,-28,3412,-928, 
 汇率变动对现金及现金等价物的影响(万元),-47,-278,-163,-93,-33,625,23,-65,-5,768,129,79,1,-8,-5,14,4,-150,13,-59, 
 现金及现金等价物净增加额(万元),-263,-5111,-4677,-9614,-6146,-2165,-10405,-8207,-5500,15882,9973,3052,20486,-2310,-5174,-4300,-1869,1608,1289,198, 
 加:期初现金及现金等价物余额(万元),13445,18557,16683,18557,18557,20722,20722,20722,20722,4840,4870,4870,4870,7150,7150,7150,7150,5542,4253,4055, 
 期末现金及现金等价物余额(万元),13182,13445,12005,8942,12411,18557,10317,12515,15222,20722,14843,7922,25356,4840,1976,2850,5281,7150,5542,4253, 
 净利润(万元),--,5564,--,2310,--,4026,--,1615,--,3679,--,1909,--,4858,3456,2257,--,4292,4619,4416, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-15,--,-163,--,-128,--,-77,--,161,--,116,--,31,217,118,--,133,102,-60, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2144,--,1007,--,1337,--,576,--,1024,--,518,--,947,710,470,--,902,795,551, 
 无形资产摊销(万元),--,532,--,224,--,135,--,16,--,105,--,60,--,106,79,53,--,83,20,16, 
 长期待摊费用摊销(万元),--,45,--,73,--,39,--,43,--,19,--,8,--,21,15,10,--,75,42,16, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-5,--,7,--,175,--,-13,--,370,--,--,--,11,11,6,--,--,7,19, 
 固定资产报废损失(万元),--,25,--,-5,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-89,--,-22,--,0,--,-27,--,33,--,-28,--,44,52,136,--,29,-42,-25, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
