 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),43213,21896,44778,38603,20347,33461,14899,27879,13756,15253, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1581,873,1261,778,469,916,1056,487,401,27, 
 收到的其他与经营活动有关的现金(万元),90,82,531,279,256,130,110,342,102,360, 
 经营活动现金流入小计(万元),44884,22851,46570,39660,21072,34507,16064,28708,14260,15639, 
 购买商品、接受劳务支付的现金(万元),25941,10516,14201,23147,4680,9121,5162,8824,3100,6520, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8249,5723,9612,6366,4887,7872,3751,5422,3725,3560, 
 支付的各项税费(万元),6339,3440,7023,5406,4159,6134,3499,3000,2030,2026, 
 支付的其他与经营活动有关的现金(万元),3025,2266,5321,2639,2344,5648,3058,4515,2227,1779, 
 经营活动现金流出小计(万元),43554,21944,36157,37558,16071,28776,15471,21761,11081,13885, 
 经营活动产生的现金流量净额(万元),1330,907,10413,2102,5001,5731,594,6947,3178,1754, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,300,150,1850, 
 取得投资收益所收到的现金(万元),11,11,8,3,2,2,--,1,--,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,26,--,--,4,2,1,3,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3500,3500,--,3800,--,--,--,1055,1000,245, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3511,3511,34,3803,2,5,2,1357,1153,2108, 
