 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-03-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),18943,74632,56219,37502,15365,71713,54546,37251,11659,56379,35637,21853,9815,36037,26625,18263,8462,37063,25978,--,35817,17317,35271,28884,20539, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),762,776,486,215,34,876,758,604,548,1764,1287,761,486,637,393,220,157,328,221,--,546,129,502,279,105, 
 经营活动现金流入小计(万元),19705,75409,56705,37718,15399,72589,55304,37854,12206,58143,36924,22614,10301,36674,27019,18483,8619,37392,26199,--,36363,17446,35773,29163,20644, 
 购买商品、接受劳务支付的现金(万元),8667,37455,32237,21511,7709,34043,24798,19792,8573,32332,24464,11812,5300,19307,13700,9925,4402,19474,15603,--,15718,6268,21254,18690,14681, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2019,7234,5446,3463,1784,7080,5312,3736,2107,4890,3280,1572,680,2497,1835,1225,604,2137,1599,--,1815,890,1558,1031,686, 
 支付的各项税费(万元),2517,7533,5015,3536,1690,7554,5640,4820,2662,4476,2815,1959,856,3954,2950,2293,787,4105,2816,--,4503,2448,3201,2056,1623, 
 支付的其他与经营活动有关的现金(万元),5336,12891,7086,4911,2991,13783,9659,5348,2889,9558,4104,2944,1321,5180,2882,1773,890,4253,2828,--,3877,2030,2779,2695,1423, 
 经营活动现金流出小计(万元),18539,65113,49784,33421,14174,62460,45409,33696,16231,51256,34663,18287,8157,30939,21367,15215,6683,29969,22846,--,25912,11636,28793,24472,18413, 
 经营活动产生的现金流量净额(万元),1166,10296,6922,4297,1225,10130,9894,4158,-4025,6887,2262,4327,2143,5735,5652,3268,1936,7423,3353,457,10450,5810,6981,4692,2232, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
