 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),13608,53883,41032,24876,12917,52337,40629,25776,11325,45891,34819,22755,7945,45347,33709,21762,9956,35156,29401,28665, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),505,373,254,233,135,184,261,190,112,219,311,250,225,125,135,123,27,192,123,183, 
 收到的其他与经营活动有关的现金(万元),73,1215,1726,1358,306,476,539,164,390,370,509,231,210,179,193,61,223,247,274,896, 
 经营活动现金流入小计(万元),14187,55472,43012,26467,13357,52997,41429,26129,11827,46480,35639,23236,8379,45651,34037,21946,10207,35595,29797,29744, 
 购买商品、接受劳务支付的现金(万元),8515,33019,26152,15224,8269,28246,20847,13630,5965,26242,20827,14796,4199,23642,16620,10826,3955,21903,17006,20048, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2703,10013,7154,4711,2417,8323,6024,3996,1989,7516,5932,3990,1730,7220,5316,3738,1602,6312,5114,4385, 
 支付的各项税费(万元),719,3481,2936,2043,711,3416,3060,1861,702,2494,2334,1371,334,3502,2759,1523,588,2147,2389,2035, 
 支付的其他与经营活动有关的现金(万元),1387,5703,3223,2233,1108,4843,2900,1780,1659,4052,2958,1841,1370,3612,2666,1859,1224,3254,3659,2654, 
 经营活动现金流出小计(万元),13324,52217,39465,24211,12506,44829,32831,21267,10315,40304,32050,21998,7633,37975,27360,17946,7369,33617,28168,29122, 
 经营活动产生的现金流量净额(万元),863,3255,3547,2257,852,8168,8598,4862,1513,6176,3589,1238,747,7676,6676,4000,2838,1978,1629,622, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,94,94,96,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),51,430,316,185,98,342,287,251,--,269,1,1,1,4,2,2,1,4,3,13, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,67,31,16,2,208,55,58,29,65,--,--,--,122,92,92,2,53,567,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,5881,5882,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),12839,46999,34800,22793,13000,78837,63046,49046,46,43659,--,--,--,308,294,294,--,1026,819,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12889,53377,41029,22995,13100,79387,63388,49355,75,43993,95,95,97,435,387,387,3,1083,1388,21, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2815,5904,4022,1481,797,2851,2892,2400,1352,3427,2477,1643,756,2803,1706,1233,541,5328,5338,5000, 
 投资所支付的现金(万元),--,2900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,642,367,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),18507,45402,32600,21800,13000,92249,63000,49000,--,41137,--,--,--,3000,--,--,--,119,292,923, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21321,54206,36622,23281,13797,95100,65892,51400,1352,44564,2477,1643,756,5803,1706,1233,541,6089,5997,5923, 
 投资活动产生的现金流量净额(万元),-8432,-829,4407,-286,-697,-15713,-2504,-2045,-1277,-571,-2381,-1547,-659,-5369,-1318,-846,-538,-5006,-4608,-5901, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,30555,30555,25515,--,--,--,--,--,--,--,8850, 
