 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),346628,203714,123870,81456,242104,139163,93799,59199,193478,115308,73149,49188,131759,78854,52847,33236,110926,75016,49401,35152,98355,61634,42372,79072,71394, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,28,--,--,--,30,--,--,--,1,--,--,--,3,--,--,--,56,--,--,--,11,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5268,10842,1409,1846,3039,5293,775,8402,2752,2620,491,6370,4274,2163,659,1640,1184,6785,643,360,1163,3864,753,11528,1919, 
 经营活动现金流入小计(万元),351896,214583,125279,83302,245143,144486,94574,67601,196229,117928,73640,55557,136033,81020,53506,34876,112111,81856,50045,35512,99518,65509,43125,90600,73313, 
 购买商品、接受劳务支付的现金(万元),170957,116660,65845,42365,97620,68627,46037,28835,68243,43923,30213,16269,41676,28805,19058,11638,35627,27949,16314,11134,31601,21742,17647,23157,22700, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),100924,75667,50744,38496,78965,59621,46262,30701,63942,48298,36774,25291,52838,40882,30544,20757,48733,35054,27156,19653,43671,32221,25491,34417,29233, 
 支付的各项税费(万元),26284,20612,19390,5608,20553,15029,10028,4233,15735,11861,6885,3422,13987,12176,7281,1850,12259,10169,7233,3222,11117,8734,6182,8668,15345, 
 支付的其他与经营活动有关的现金(万元),21059,30675,18597,9534,18975,23847,11115,18492,21061,23416,13217,15030,15761,20378,13349,11723,14645,28674,10103,8078,10451,19529,10120,8913,9218, 
 经营活动现金流出小计(万元),319225,243613,154577,96002,216114,167124,113442,82260,168981,127498,87089,60012,124262,102240,70233,45969,111264,101846,60806,42088,96840,82226,59440,75155,76497, 
 经营活动产生的现金流量净额(万元),32671,-29030,-29298,-12701,29029,-22638,-18868,-14659,27248,-9570,-13450,-4454,11771,-21220,-16727,-11092,847,-19990,-10762,-6576,2678,-16717,-16315,15445,-3184, 
 收回投资所收到的现金(万元),137605,91907,44900,17000,126000,58100,30000,6000,49290,41290,31000,17000,56000,42000,28000,--,1,--,--,--,--,--,--,--,8850, 
 取得投资收益所收到的现金(万元),2979,1569,1015,114,1455,712,632,55,780,714,530,183,937,821,396,155,20,--,--,--,1,--,--,71,16, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,6,6,6,41,6,5,0,226,248,127,33,176,6,6,1,--,2,2,--,39,15,30,41,38, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),140605,93483,45921,17120,127497,58819,30637,6056,50296,42251,31656,17216,57112,42826,28402,156,21,2,2,0,39,15,30,112,8961, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7215,5060,2809,1644,6908,4161,2915,1814,5762,3694,3123,798,4930,3541,3322,3183,5483,3601,7087,2026,11438,7304,3637,7363,1880, 
 投资所支付的现金(万元),148620,133805,85672,35500,132514,81547,45900,17400,39169,31000,23500,14000,59140,72500,55500,--,16284,2284,--,--,--,--,--,--,8850, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),859,1390,859,--,1080,1126,992,--,4921,4915,6810,--,26560,--,--,--,--,--,--,--,--,--,--,--,960, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
