 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),131567,90216,37693,169863,126424,86704,46736,154785,97494,39276,77043,64159,57083, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1933,1192,620,327,306,12,10,96,175,164,208,970,1071, 
 收到的其他与经营活动有关的现金(万元),3816,1973,1131,2602,2216,976,1500,1653,2101,640,1577,1100,451, 
 经营活动现金流入小计(万元),137317,93381,39444,172793,128946,87692,48246,156534,99769,40080,78828,66229,58606, 
 购买商品、接受劳务支付的现金(万元),92589,60643,23972,97611,70487,52122,31045,85833,45433,14445,60675,44752,44316, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15203,10223,4872,18749,14500,9854,4177,17118,14325,7163,10502,8430,8489, 
 支付的各项税费(万元),9614,5299,2583,19741,15027,9197,5907,19577,11338,4125,7200,5027,4621, 
 支付的其他与经营活动有关的现金(万元),3588,3382,1479,4763,3447,1915,1291,4033,4539,2118,4182,3004,2487, 
 经营活动现金流出小计(万元),120995,79547,32906,140864,103461,73088,42420,126561,75635,27852,82560,61213,59913, 
 经营活动产生的现金流量净额(万元),16322,13833,6538,31928,25485,14604,5826,29972,24134,12228,-3731,5016,-1307, 
 收回投资所收到的现金(万元),23000,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),207,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,50,--,40,40,13,--,80,810,487,9,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1673,1673,1673,--,1175,475,475,--,1663,2000, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23212,50,0,1713,1713,1686,0,1255,1285,962,9,1663,2000, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5736,2687,1872,18753,14819,8428,577,22712,15375,8333,5475,16780,3307, 
 投资所支付的现金(万元),92000,69500,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,1663, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),97736,72187,1872,18753,14819,8428,577,22712,15375,8333,5475,16780,4970, 
 投资活动产生的现金流量净额(万元),-74525,-72136,-1872,-17040,-13106,-6741,-577,-21457,-14090,-7371,-5466,-15117,-2970, 
 吸收投资收到的现金(万元),--,--,--,91296,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),10000,10000,10000,21965,21965,21965,15965,51710,87400,50400,77500,59000,29300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1250,1250,1250,--,--,--,0,--,--,--,--,8454,9121, 
 筹资活动现金流入小计(万元),11250,11250,11250,113261,21965,21965,15965,51710,87400,50400,77500,67454,38421, 
 偿还债务支付的现金(万元),32979,32979,30479,35696,32696,25196,19196,54000,86900,43900,69000,49000,30700, 
 分配股利、利润或偿付利息所支付的现金(万元),5731,118,40,1580,1226,823,332,4019,4031,1395,3341,3269,3968, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,695,695,--,11500,3937, 
 筹资活动现金流出小计(万元),38710,33097,30518,37276,33922,26019,19528,58019,91626,45990,72341,63769,38605, 
 筹资活动产生的现金流量净额(万元),-27460,-21847,-19268,75986,-11957,-4054,-3563,-6309,-4226,4410,5159,3685,-185, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-85663,-80150,-14602,90874,421,3808,1687,2206,5819,9267,-4038,-6416,-4462, 
 加:期初现金及现金等价物余额(万元),102785,102785,102785,11911,11911,11911,11897,9704,3886,3886,7924,14340,18802, 
 期末现金及现金等价物余额(万元),17122,22635,88183,102785,12332,15719,13584,11911,9704,13153,3886,7924,14340, 
 净利润(万元),--,12317,--,33898,--,15647,--,42357,24318,9429,13953,8720,10952, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,300,--,-565,--,620,--,3014,1215,--,207,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3902,--,7888,--,3834,--,6927,5328,--,4875,--,--, 
 无形资产摊销(万元),--,241,--,422,--,185,--,347,316,--,275,--,--, 
 长期待摊费用摊销(万元),--,97,--,161,--,73,--,141,99,--,79,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,142,--,237,--,123,--,75,108,--,32,--,--, 
 固定资产报废损失(万元),--,0,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,0,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,700,--,1389,--,816,--,2776,3029,--,2492,--,--, 
 投资损失(万元),--,-99,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-64,--,177,--,-43,--,-403,-161,--,51,--,--, 
 递延所得税负债增加(万元),--,0,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-5941,--,-2979,--,-4677,--,4900,1029,2270,-9866,1950,-3813, 
 经营性应收项目的减少(万元),--,608,--,-5939,--,3590,--,-41427,-30584,-10309,-17995,1545,-6715, 
 经营性应付项目的增加(万元),--,1631,--,-2760,--,-5565,--,11266,19438,5461,2083,-14412,-8136, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,2610,83,2491,2084, 
 经营活动产生现金流量净额(万元),--,13833,--,31928,--,14604,--,29972,24134,12228,-3731,5016,-1307, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),17122,22635,88183,102785,12332,15719,13584,11911,9704,13153,3886,7924,14340, 
 现金的期初余额(万元),102785,102785,102785,11911,11911,11911,11897,9704,3886,3886,7924,14340,18802, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-85663,-80150,-14602,90874,421,3808,1687,2206,5819,9267,-4038,-6416,-4462, 

