 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),55710,41453,27388,88636,66929,43108,25799,109942,81453,52246,26365,87346,70917,44756,21283,87660,59640,40467,18347,69924,47360,31213,--,59900,26961,38586,26734,26325,17714,17239, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),473,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,42,42,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1353,712,492,805,1084,892,465,506,872,612,275,590,506,215,70,696,390,337,315,265,345,25,--,421,40,516,160,100,202,225, 
 经营活动现金流入小计(万元),57536,42165,27880,89441,68012,44001,26265,110448,82325,52859,26640,87936,71423,44971,21353,88356,60030,40804,18663,70232,47747,31280,14138,60321,27000,39102,26894,26426,17916,17465, 
 购买商品、接受劳务支付的现金(万元),8145,6603,3753,16446,13133,9663,5721,18280,11668,7571,3849,19169,15253,10964,5376,24244,18419,11085,4846,21690,14187,10447,--,19274,9053,12113,9269,9846,7161,9654, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10507,7481,4427,13536,10266,7044,4002,11758,9042,6251,3525,9951,7570,5216,3037,9141,6805,4698,2543,7735,5729,3856,--,5834,2625,3467,1835,2196,1672,1800, 
 支付的各项税费(万元),9294,6717,4064,15816,11226,7596,5099,13916,10145,7617,3870,13927,11508,6836,2727,11079,8500,5622,2276,7902,5253,3454,--,8373,4381,6683,4720,3916,1879,1645, 
 支付的其他与经营活动有关的现金(万元),22050,15238,6641,39086,30650,17024,8231,37061,27216,18751,8931,33462,24186,17992,7647,29093,18952,11787,5861,21119,16356,9778,--,20114,9523,15325,11678,8710,4318,3245, 
 经营活动现金流出小计(万元),49996,36040,18886,84884,65275,41327,23053,81015,58070,40190,20176,76509,58517,41008,18787,73557,52676,33192,15525,58446,41525,27536,13298,53595,25582,37588,27502,24669,15029,16345, 
 经营活动产生的现金流量净额(万元),7540,6125,8993,4557,2738,2673,3211,29433,24254,12669,6464,11427,12906,3963,2566,14799,7354,7613,3138,11786,6222,3744,840,6727,1418,1514,-608,1757,2887,1120, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,12196,12196,8158,--,--,--,--,--,--,--,--,--,--,--,--,--,19,10, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,--,153,--,--,--,71,--,--,--,1,1,1,--,110,108,79,43,2,2,2,--,6,0,3,2,--,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,1450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),75436,53641,13152,73925,46458,26189,20262,8053,5814,814,--,22029,1252,1252,--,1856,1909,1856,--,51,42,32,--,16,6,8,7,8,4,12, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),75436,53641,13152,75528,46458,26189,20262,8124,5814,814,0,22030,13449,13449,8158,1966,2018,1936,43,53,45,35,27,22,6,11,9,8,24,23, 
