 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),77647,241939,218825,144191,50794,178714,125647,73896,27340,146665,112839,76343,35974,190344,128455,86505,35921,225878,168819,102947,43963,243318,193998,147242,67341,306484,218007,108751,59793,263451,110094,169846,153587,78909, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 收到的税费返还(万元),6,128,129,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0,0,1199,42, 
 收到的其他与经营活动有关的现金(万元),1175,1393,584,650,364,1805,872,768,73,2170,1362,4669,976,3265,1271,603,94,1864,1852,1561,838,2613,2355,1804,361,2763,1535,1241,406,4945,1744,2422,456,106, 
 经营活动现金流入小计(万元),78828,243461,219538,144840,51158,180519,126519,74664,27413,148835,114201,81012,36950,193609,129727,87108,36015,227742,170672,104508,44801,245932,196353,149046,67702,309247,219541,109993,60199,268397,111838,172267,155241,79057, 
 购买商品、接受劳务支付的现金(万元),43973,187919,149786,81089,34937,109207,69873,40544,13776,92377,77829,55971,17861,120514,83548,53102,16691,167535,126789,71423,35638,193958,151748,104562,49706,257394,201095,128110,43089,213559,95328,151030,91709,61438, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),6693,19287,14057,9003,4332,15768,11885,7712,3798,19909,15477,10279,4946,20168,14744,9617,4377,19991,14134,7485,3442,21325,17172,11027,5258,11738,8525,5192,1922,7356,3190,4315,3399,1908, 
 支付的各项税费(万元),9086,23717,17625,13467,4968,18740,13153,10135,5756,17748,15573,13224,7337,22732,15744,12387,6898,15172,11220,8654,3975,21993,19270,14857,7661,27937,19536,13028,4802,12995,8465,12446,21938,9193, 
 支付的其他与经营活动有关的现金(万元),791,2783,2411,1154,730,3592,1942,1011,993,3987,4321,2203,477,2723,2266,1216,399,2134,1703,1123,651,3473,2979,2678,972,4855,6666,2837,1843,2821,940,1583,1420,1789, 
 经营活动现金流出小计(万元),60543,233706,183881,104713,44967,147308,96854,59402,24324,134020,113199,81678,30621,166136,116303,76322,28365,204832,153846,88685,43707,240748,191169,133125,63597,301925,235821,149166,51656,236731,107923,169374,118465,74328, 
 经营活动产生的现金流量净额(万元),18285,9754,35657,40127,6191,33211,29665,15263,3089,14815,1001,-665,6329,27473,13424,10786,7650,22910,16825,15823,1094,5184,5184,15922,4106,7323,-16280,-39174,8543,31666,3915,2894,36776,4729, 
 收回投资所收到的现金(万元),6000,2500,2500,2500,2500,56452,51800,46800,28500,218100,208000,162000,35000,11407,6482,5482,--,17500,8500,8500,--,17700,--,--,--,--,--,--,--,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),30,122,122,1,1,1043,118,118,96,1169,1149,1079,152,2224,140,4,--,266,220,220,--,3175,75,--,--,2713,2713,2713,706,3500,2600,5000,3082,2000, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),31,908,875,859,859,21,15,4,--,14,14,1,1,122,98,98,98,160,150,--,--,22,22,22,22,133,86,--,--,0,0,40,475,1289, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1013,1020,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,1500,--,--,--,--,--,--,--,--,--,-11681,1756,3091,--,--,5978,4000,4000,--,--,--,--,--,468,--,--,--,872,872,1723,6861,2464, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 投资活动现金流入小计(万元),6061,4543,6017,3360,3360,57516,51934,46922,28596,219284,209163,163080,23473,15509,9811,5584,98,23904,12870,12720,0,20896,96,22,22,3314,2799,2713,706,4372,3472,6763,10419,5752, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7300,41336,48530,25197,11125,90179,49221,18255,9325,89945,44371,18258,7063,41526,28290,17358,9150,30483,16592,7445,4322,47133,41358,23235,9368,50427,39796,23219,5830,35260,17122,25649,59402,34551, 
 投资所支付的现金(万元),10227,2500,2500,2500,2500,39900,39900,39900,23900,225000,217082,192082,120000,9500,9500,9500,5000,18000,8500,8500,8500,67177,56429,46023,11723,9293,2293,700,200,2100,900,1500,1500,3990, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,3071,--,--,--,--,--,1100,500,7696,7696,7696,4620,19872,19872,19872,9500,16204,--,--,--,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,2,9,2,--,--,--,--,--,25700,25700,25700,--,4900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,3637,212,2106, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--, 
 投资活动现金流出小计(万元),17527,43837,51038,27699,13625,130079,89121,58155,33225,343717,287153,236040,127063,55926,37790,27958,14650,56179,32788,23641,17442,134182,117659,89130,30590,75925,42089,23919,6030,37360,18022,30786,61113,40646, 
 投资活动产生的现金流量净额(万元),-11466,-39295,-45021,-24339,-10264,-72563,-37187,-11232,-4628,-124433,-77990,-72960,-103591,-40417,-27979,-22374,-14552,-32275,-19918,-10921,-17442,-113286,-117563,-89108,-30569,-72610,-39290,-21205,-5324,-32988,-14549,-24023,-50695,-34894, 
 吸收投资收到的现金(万元),--,126089,121580,280,50,--,--,--,--,132395,132395,132395,132395,--,500,500,500,--,--,--,--,12000,12000,12000,11500,168121,168121,165331,165331,1920,588,0,5000,10133, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,280,5280,280,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,5000,5000,--,2790,--,--,--,0,0,0,0,0, 
 取得借款收到的现金(万元),--,97491,86491,41515,31174,174523,186150,38050,--,204522,188000,84000,--,109000,109000,55000,--,99000,66500,39000,--,66500,46500,19000,--,80500,41500,33000,12000,70000,47500,58100,34800,43500, 
 发行债券收到的现金(万元),--,30320,31000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98800,98800,98800,--,--,--,--,--,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),683,26604,21481,19720,680,20590,4032,--,700,219,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,3550,0,2050, 
 筹资活动现金流入小计(万元),683,280505,260552,61515,31904,195113,190183,38050,700,337136,320395,216395,132395,109000,109500,55500,500,99000,66500,39000,0,177300,157300,129800,11500,248621,209621,198331,177331,71920,48088,61650,39800,55683, 
 偿还债务支付的现金(万元),--,163843,163794,62755,826,142706,141827,35000,--,230071,230071,146071,--,74000,74000,46500,--,96566,69000,45500,1000,79299,47799,44299,49,98000,78500,56000,12500,59100,26300,32300,25000,14300, 
 分配股利、利润或偿付利息所支付的现金(万元),3407,7026,7583,5896,1871,7373,6873,5006,1373,18753,17034,10733,1688,14080,11987,10201,1400,14496,12637,10815,1735,19684,17991,5397,2725,12517,9016,5721,3103,9526,3461,6779,5690,3472, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),10508,16697,3326,2234,1700,304,1286,--,800,404,326,185,140,459,142,27,--,112,111,72,20,268,256,210,71,1611,1550,1128,884,510,242,1108,0,2232, 
