 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),520079,3191092,2382090,1508410,689834,2106067,1728343,1030913,454896,1381499,1108479,723298,293488,918737,707228,443024,198630,716891,578404,379962,166424,550460,449294,290804,139320,392046,355816,225493,94720,262390,221308,134506,55908,241549,47049,175448,117738, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),23,369,--,--,--,1544,--,--,--,35,--,--,--,--,--,--,--,--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),98349,611507,326895,67938,42752,298064,78173,50295,49876,186201,42818,16921,2562,35748,5503,6992,622,15727,323,239,157,1954,3019,1428,1697,975,565,477,161,448,204,90,623,786,35,305,2164, 
 经营活动现金流入小计(万元),618451,3802969,2708985,1576348,732585,2405675,1806516,1081209,504772,1567734,1151297,740218,296051,954486,712731,450016,199252,732618,578727,380201,166581,552420,452313,292232,141017,393021,356381,225970,94881,262838,221512,134596,56530,242335,47084,175753,119901, 
 购买商品、接受劳务支付的现金(万元),421327,2814142,2228520,1465341,819384,2075595,1771562,1022311,462147,1328380,1079917,711568,317294,888666,699609,412651,247486,684212,568221,372561,198701,540741,466482,303310,153958,385540,367479,227244,101105,292469,251101,158694,79332,222198,47594,157552,116278, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),25819,81291,54157,33571,15902,39104,23997,15153,7213,21271,13937,8525,4143,11140,7526,5089,2345,9039,6372,4358,2397,7559,5409,3394,1636,5665,3893,2585,1327,3266,2092,1072,394,1729,292,1342,1063, 
 支付的各项税费(万元),48245,139484,113323,64086,29895,106777,76411,50712,22863,55518,40384,25941,11127,22229,17698,12058,6354,19247,13148,9224,5034,13097,9858,7044,3504,9899,8158,5002,2180,7108,4897,3207,1251,5717,1084,3809,3326, 
 支付的其他与经营活动有关的现金(万元),112608,784993,401390,251565,102218,426391,159404,127028,110376,338470,174792,96032,42948,79076,46616,34867,13074,36483,20048,14319,6359,18469,13791,10032,3206,8968,7424,4279,2137,7499,5292,3773,4006,5635,4189,6911,4222, 
 经营活动现金流出小计(万元),608000,3819910,2797389,1814564,967399,2647866,2031374,1215204,602598,1743639,1309030,842065,375513,1001112,771449,464665,269258,748980,607789,400462,212492,579866,495541,323779,162304,410073,386953,239110,106748,310342,263383,166746,84984,235279,53159,169614,124889, 
 经营活动产生的现金流量净额(万元),10451,-16941,-88405,-238216,-234814,-242191,-224858,-133995,-97826,-175905,-157733,-101847,-79463,-46626,-58718,-14650,-70006,-16362,-29062,-20261,-45911,-27446,-43227,-31547,-21287,-17052,-30572,-13140,-11867,-47503,-41871,-32149,-28454,7056,-6075,6138,-4988, 
 收回投资所收到的现金(万元),--,--,--,--,--,180,--,--,--,--,--,--,--,140000,--,125000,--,152500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1259, 
 取得投资收益所收到的现金(万元),--,36,95,35,33,272,174,144,4,16,16,16,16,115,98,97,80,116,49,37,12,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1189,452,606,509,21,591,374,282,119,20,56,52,45,8,5,4,-0,669,8,6,--,23,12,5,--,5,--,--,--,6,--,--,--,2,--,25,0, 
 处置子公司及其他营业单位收到的现金净额(万元),3238,2191,500,500,--,569,46,46,--,698,698,--,--,--,--,--,--,--,664,664,--,7,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,77210,45777,40000,--,300430,--,--,--,31963,--,--,--,933,--,--,--,--,--,--,--,--,--,--,25,--,51,51,--,--,221,--,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流入小计(万元),4427,79889,46978,41044,54,302042,594,472,123,32697,770,69,61,141056,103,125101,80,153285,720,707,12,29,12,5,25,5,51,51,0,6,221,0,--,2,--,25,1259, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5624,60432,44145,43331,32772,38520,25381,16393,7487,31730,20488,8537,530,10947,25341,11908,7159,18325,12592,8932,4291,15310,7527,4887,2365,11225,8168,4080,2138,2860,1941,490,172,3772,215,1923,3096, 
 投资所支付的现金(万元),--,8460,200,200,--,206,--,--,10993,322,8722,322,--,142157,3736,132408,--,152509,--,--,--,--,--,--,793,401,560,359,--,--,1905,--,--,28,--,0,1250, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),15680,82286,62161,53023,51108,47727,32291,13972,1388,33139,11544,14491,6503,27984,21448,322,1541,2602,--,--,--,1807,1650,1412,--,108,--,--,--,1684,--,--,--,0,--,192,0, 
 支付的其他与投资活动有关的现金(万元),--,86661,40000,40000,81,292866,23,23,--,31370,--,--,--,--,--,--,--,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流出小计(万元),21305,237839,146506,136554,83961,379318,57695,30388,19868,96561,40754,23349,7033,181088,50525,144637,8700,173470,12592,8932,4291,17117,9177,6298,3158,11734,8727,4438,2138,4544,3846,490,172,3800,215,2115,4346, 
 投资活动产生的现金流量净额(万元),-16878,-157950,-99528,-95511,-83907,-77276,-57101,-29916,-19746,-63863,-39984,-23281,-6972,-40031,-50422,-19537,-8621,-20185,-11872,-8225,-4279,-17088,-9165,-6293,-3134,-11729,-8677,-4388,-2138,-4538,-3626,-490,-172,-3798,-215,-2089,-3087, 
 吸收投资收到的现金(万元),4544,43389,29354,26595,7630,31488,24366,12444,7360,332154,331210,21717,18775,127899,124621,118820,117859,450,450,450,--,59240,699,699,699,--,--,--,--,47600,47600,44370,--,0,--,7727,3600, 
 其中：子公司吸收少数股东投资收到的现金(万元),4544,43389,29354,26595,7630,31488,12134,8009,7624,25012,23888,21717,18775,2889,5885,961,--,450,450,450,--,699,699,699,699,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得借款收到的现金(万元),493949,1359208,915152,480004,488757,777589,707069,294329,109646,330300,261236,144900,55300,271600,164000,102700,41500,229456,151857,109668,67911,129268,84829,30490,26490,102866,82866,48866,29116,64943,51943,40990,15057,51512,13205,39500,31500, 
 发行债券收到的现金(万元),30000,454770,294471,294471,--,99623,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),3020,560121,10781,10163,9872,67551,3471,1488,1223,98166,3965,13399,530,--,--,--,--,1600,--,--,--,5502,34602,34198,20691,11245,11636,3401,1062,6632,6292,5800,6170,0,1275,0,0, 
 筹资活动现金流入小计(万元),531513,2417488,1249758,811233,506259,976251,734906,308260,118228,760620,596410,180016,74605,399499,288621,221520,159359,231506,152307,110118,67911,194010,120130,65387,47879,114111,94503,52267,30179,119174,105834,91160,21227,51512,14480,47227,35100, 
 偿还债务支付的现金(万元),392336,1511170,972857,432630,249937,597517,524421,143056,38093,325996,258389,95139,31834,242010,143875,97625,51201,193452,137952,94713,48771,112057,61956,24466,10790,70616,54616,27750,8000,58799,45247,25333,10043,43905,10000,32500,20500, 
 分配股利、利润或偿付利息所支付的现金(万元),23139,57862,58761,15900,6843,26949,20880,12992,2903,12997,11070,7835,2240,9325,7719,3963,1961,8319,6528,3253,1514,7058,5444,3699,1232,4406,3247,2328,639,1896,1325,830,456,1207,231,937,592, 
 其中：子公司支付给少数股东的股利、利润(万元),--,6256,1089,--,--,4516,--,--,--,1566,84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付其他与筹资活动有关的现金(万元),92785,621423,72068,50377,4394,56137,3881,3132,1083,98368,67441,919,3718,13611,9057,38492,34918,1989,2155,3274,812,101,10813,513,301,222,392,382,271,4291,4407,970,151,3169,79,7494,5111, 
 筹资活动现金流出小计(万元),508260,2190454,1103686,498907,261175,680603,549182,159180,42079,437361,336900,103893,37792,264946,160650,140080,88080,203760,146635,101240,51097,119216,78213,28677,12323,75244,58255,30460,8910,64987,50979,27133,10650,48280,10310,40931,26203, 
 筹资活动产生的现金流量净额(万元),23253,227035,146072,312326,245084,295648,185723,149080,76149,323259,259510,76123,36812,134552,127971,81440,71279,27746,5672,8878,16814,74794,41916,36710,35556,38867,36248,21807,21269,54187,54856,64027,10577,3232,4169,6296,8897, 
 汇率变动对现金及现金等价物的影响(万元),--,15,--,--,--,--,6,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 现金及现金等价物净增加额(万元),16826,52159,-41861,-21401,-73637,-23820,-96229,-14827,-41423,83491,61793,-49005,-49622,47895,18831,47254,-7348,-8802,-35262,-19608,-33377,30260,-10476,-1131,11136,10086,-3001,4279,7264,2146,9359,31388,-18049,6490,-2121,10345,823, 
 加:期初现金及现金等价物余额(万元),213382,161223,161223,161223,160864,185043,185043,185043,185043,101552,101552,101552,101552,53658,53658,53658,53658,62459,62459,62459,62459,32199,32199,32199,32199,22113,22113,22113,22113,19967,19967,19967,19967,13477,13477,3132,2309, 
 期末现金及现金等价物余额(万元),230208,213382,119363,139822,87228,161223,88814,170216,143620,185043,163345,52547,51930,101552,72488,100911,46310,53658,27197,42851,29083,62459,21723,31068,43335,32199,19111,26392,29377,22113,29326,51355,1918,19967,11357,13477,3132, 
 净利润(万元),--,127781,--,84438,--,136846,--,64743,--,67507,--,23933,--,24313,--,10221,--,18176,--,7899,--,14424,--,6111,--,11067,--,4676,--,8402,--,3332,--,6213,--,4481,2918, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
