 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),131778,90296,40475,153950,106573,69130,31215,125315,56972,112948,98675,70613, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1918,505,353,1069,537,383,--,577,231,526,753,195, 
 收到的其他与经营活动有关的现金(万元),571,283,444,634,161,259,219,531,264,577,415,1120, 
 经营活动现金流入小计(万元),134266,91083,41272,155653,107271,69772,31435,126423,57467,114051,99842,71928, 
 购买商品、接受劳务支付的现金(万元),115756,71754,35781,128781,98626,60884,29353,106863,51818,94557,80126,60692, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9131,6602,2258,9975,7769,5627,3488,8969,4881,7803,7476,7010, 
 支付的各项税费(万元),5220,4020,2036,5426,3765,2312,1339,3007,1203,2760,3005,2475, 
 支付的其他与经营活动有关的现金(万元),5305,3388,1324,6076,4022,3109,1372,4921,2113,4478,4629,3419, 
 经营活动现金流出小计(万元),135412,85764,41399,150257,114181,71933,35552,123759,60015,109598,95236,73597, 
 经营活动产生的现金流量净额(万元),-1145,5319,-126,5396,-6910,-2161,-4117,2664,-2548,4453,4606,-1669, 
 收回投资所收到的现金(万元),--,--,--,45,--,--,--,34,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,1,1,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,0,--,2,0,0,--,1,--,11,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,45,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,100,100,32,--,--,--,--,--,31, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9,0,0,148,146,32,0,36,0,11,0,32, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4222,4125,29,237,209,123,57,1405,389,644,116,239, 
 投资所支付的现金(万元),39000,--,--,57,57,--,--,45,45,356,--,34, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,57,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,100,100,100,--,--,--,--,--,2333, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),43222,4125,29,394,366,223,57,1450,434,1056,116,2607, 
 投资活动产生的现金流量净额(万元),-43214,-4124,-29,-247,-220,-191,-57,-1415,-434,-1046,-115,-2574, 
 吸收投资收到的现金(万元),51853,51853,--,--,--,--,--,420,420,723,4928,7807, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,420,420,123,--,--, 
 取得借款收到的现金(万元),38120,27217,10540,47640,33760,21626,11037,36554,16565,26949,23482,22883, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,5265, 
 筹资活动现金流入小计(万元),89974,79070,10540,47640,33760,21626,11037,36974,16985,27672,28409,35955, 
 偿还债务支付的现金(万元),38839,25921,12691,44010,30110,19861,10309,34639,13989,27887,28492,20162, 
 分配股利、利润或偿付利息所支付的现金(万元),2945,1807,119,1951,1044,941,75,864,675,2736,563,5066, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4740,3526,--,150,--,--,--,120,--,--,--,7537, 
 筹资活动现金流出小计(万元),46524,31254,12810,46111,31155,20802,10384,35623,14664,30623,29056,32765, 
 筹资活动产生的现金流量净额(万元),43450,47817,-2270,1530,2605,823,653,1351,2320,-2951,-646,3190, 
 汇率变动对现金及现金等价物的影响(万元),-344,-335,-96,192,-65,-43,-48,21,-193,-161,-248,38, 
 现金及现金等价物净增加额(万元),-1253,48676,-2521,6871,-4590,-1572,-3569,2621,-854,295,3596,-1016, 
 加:期初现金及现金等价物余额(万元),14933,14933,14933,8062,8062,8062,8062,5441,5441,5146,1550,2566, 
 期末现金及现金等价物余额(万元),13681,63610,12412,14933,3472,6490,4493,8062,4586,5441,5146,1550, 
 净利润(万元),--,8337,4080,9182,--,4049,1203,4613,2501,4532,4262,3187, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,909,464,938,--,526,172,793,488,623,783,347, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,130,57,228,--,115,57,223,110,262,314,325, 
 无形资产摊销(万元),--,78,36,146,--,73,36,136,63,83,11,11, 
 长期待摊费用摊销(万元),--,9,4,18,--,9,6,1,0,3,61,61, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-0,--,1,--,0,0,-1,-0,2,3,-0, 
 固定资产报废损失(万元),--,2,1,2,--,2,2,15,0,1,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,-95, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,286,139,459,--,199,75,280,324,445,615,386, 
 投资损失(万元),--,-65,0,1,--,-0,1,-58,-54,--,--,34, 
 递延所得税资产减少(万元),--,161,-123,-143,--,88,47,-213,-53,-80,-96,-2, 
 递延所得税负债增加(万元),--,46,8,29,--,13,3,79,1,-6,5,-19, 
 存货的减少(万元),--,-2079,-6630,-8767,--,-6186,-2925,-1435,-3183,-2066,-2698,-459, 
 经营性应收项目的减少(万元),--,-5349,-4100,-5734,--,-6000,-359,-5897,-3681,-2581,-1707,-5803, 
 经营性应付项目的增加(万元),--,3300,6025,7591,--,4445,-2351,2878,926,3165,3356,364, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-444,-87,1444,--,507,-84,1251,10,70,-301,-7, 
 经营活动产生现金流量净额(万元),--,5319,-126,5396,--,-2161,-4117,2664,-2548,4453,4606,-1669, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
