 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),19008,12696,6401,22834,16440,10252,4723,23454,18025,27958,11598,15778,14108,9005, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),497,301,35,412,390,249,98,459,311,459,182,340,156,59, 
 收到的其他与经营活动有关的现金(万元),663,480,206,421,114,79,33,415,368,301,139,200,227,42, 
 经营活动现金流入小计(万元),20168,13477,6642,23668,16944,10580,4855,24328,18704,28718,11919,16318,14490,9106, 
 购买商品、接受劳务支付的现金(万元),9154,6169,2804,10416,7547,4626,2157,8855,6973,11872,5506,6335,6387,2508, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4923,3430,1955,5593,4184,2864,1585,4914,3823,4659,2222,2796,2022,1402, 
 支付的各项税费(万元),1220,767,381,1558,1205,744,305,2185,1758,2919,1496,2049,1555,983, 
 支付的其他与经营活动有关的现金(万元),1648,1229,563,2736,2263,570,294,1031,762,1320,614,602,905,771, 
 经营活动现金流出小计(万元),16944,11594,5702,20304,15199,8804,4341,16985,13316,20770,9838,11782,10868,5664, 
 经营活动产生的现金流量净额(万元),3224,1883,940,3364,1746,1776,513,7343,5387,7948,2081,4536,3622,3441, 
 收回投资所收到的现金(万元),--,2000,--,--,--,--,--,--,--,--,--,--,900,--, 
 取得投资收益所收到的现金(万元),8,8,--,--,--,--,--,--,--,--,--,--,4,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,9,--,219,219,149,--,1,1,10,5,6,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2018,2018,0,219,219,149,0,1,1,10,5,6,904,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3496,2025,1216,2182,1910,1315,606,2111,1428,3442,1262,1684,1931,854, 
 投资所支付的现金(万元),--,2000,--,--,--,--,--,--,--,--,--,6,900,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7496,4025,1216,2182,1910,1315,606,2111,1428,3442,1262,1690,2831,854, 
 投资活动产生的现金流量净额(万元),-5479,-2007,-1216,-1963,-1691,-1166,-606,-2110,-1427,-3432,-1256,-1685,-1927,-854, 
 吸收投资收到的现金(万元),26240,26240,26240,--,--,--,--,--,--,--,--,151,587,1, 
