 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),107634,363285,275474,160000,96453,271059,214429,131288,71970,299816,221478,137500,83905,264850,207572,190470,146301, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),341,2213,1499,1398,1651,1482,1351,1053,371,823,919,1071,605,703,688,336,62, 
 经营活动现金流入小计(万元),107975,365498,276973,161397,98103,272541,215780,132341,72341,300640,222397,138572,84510,265552,208260,190806,146362, 
 购买商品、接受劳务支付的现金(万元),125765,337607,259356,163792,107378,290840,253537,170590,93184,281931,225496,143635,84912,246769,177702,160152,126999, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3812,13990,9297,5723,3110,10435,7595,5204,2786,9809,7591,5064,2613,9065,7609,5498,3386, 
 支付的各项税费(万元),3612,14502,10066,6697,2668,15349,14253,10927,2790,16982,12934,9328,3612,16835,14593,11576,8492, 
 支付的其他与经营活动有关的现金(万元),2150,13287,5345,3916,2285,8247,6135,4275,2712,6232,6278,3392,894,4620,7562,5511,4991, 
 经营活动现金流出小计(万元),135338,379387,284064,180128,115441,324871,281521,190996,101472,314954,252299,161419,92031,277288,207466,182738,143868, 
 经营活动产生的现金流量净额(万元),-27364,-13889,-7092,-18731,-17337,-52330,-65741,-58655,-29132,-14314,-29902,-22848,-7521,-11736,793,8068,2494, 
 收回投资所收到的现金(万元),--,4637,4637,--,--,--,--,--,--,--,--,--,--,--,--,--,450, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,59,57,49,28,18,8,--,--,--,--,--,--,4,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6, 
 收到的其他与投资活动有关的现金(万元),--,141,--,46,--,--,--,--,--,--,--,--,--,--,--,--,1478, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,4837,4694,96,28,18,8,0,0,0,0,0,0,4,0,0,1934, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5820,7992,1931,268,25,1040,590,452,103,497,488,335,218,628,486,3243,8344, 
 投资所支付的现金(万元),945,7871,8543,7871,2421,9404,4504,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,906,--,--,--,--,--,--,--,--,--,--,--,--,--,126, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6765,15863,11380,8139,2446,10444,5094,452,103,497,488,335,218,628,486,3243,8471, 
 投资活动产生的现金流量净额(万元),-6765,-11026,-6686,-8043,-2418,-10426,-5086,-452,-103,-497,-488,-335,-218,-624,-486,-3243,-6537, 
 吸收投资收到的现金(万元),--,4300,2856,2856,1286,--,--,--,--,54435,--,--,--,--,--,--,12960, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,4300,2856,2856,1286,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),63600,129920,114800,62000,55000,136933,109758,76000,20000,121000,85000,61000,30000,92278,54000,29800,9500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1550,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),63600,135770,117656,64856,56286,136933,109758,76000,20000,175435,85000,61000,30000,92278,54000,29800,22460, 
 偿还债务支付的现金(万元),50225,88666,74073,26171,15010,117631,85000,48000,23000,102046,63038,51025,26012,77039,39982,12188,3630, 
 分配股利、利润或偿付利息所支付的现金(万元),1802,7137,5495,2746,1287,6007,4655,3579,1230,4868,3616,2278,1109,4349,2839,1294,3111, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,652,604,604,604,450,80,40,--,80,140,--,--, 
 筹资活动现金流出小计(万元),52028,95803,79568,28917,16296,124290,90259,52183,24834,107364,66734,53342,27121,81468,42961,13482,6741, 
 筹资活动产生的现金流量净额(万元),11572,39967,38088,35939,39989,12643,19500,23817,-4834,68071,18266,7658,2879,10810,11039,16318,15719, 
 汇率变动对现金及现金等价物的影响(万元),15,60,1,-1,--,2,-0,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-22541,15113,24311,9165,20234,-50110,-51327,-35290,-34069,53259,-12124,-15524,-4860,-1550,11346,21143,11676, 
 加:期初现金及现金等价物余额(万元),79333,64221,64221,64221,64221,114331,114331,114331,114331,61072,61072,61072,61072,62622,51276,30133,18457, 
 期末现金及现金等价物余额(万元),56792,79333,88532,73386,84455,64221,63004,79042,80262,114331,48948,45547,56212,61072,62622,51276,30133, 
 净利润(万元),--,13979,--,6848,--,10875,--,6038,--,13035,--,7454,4903,14895,12675,12087,10804, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,13347,--,5857,--,14542,--,4565,--,9980,--,4148,347,7744,5542,3771,1397, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,602,--,346,--,1153,--,590,--,1176,--,572,286,1144,1121,1071,356, 
 无形资产摊销(万元),--,51,--,25,--,65,--,13,--,65,--,33,16,64,62,55,1, 
 长期待摊费用摊销(万元),--,238,--,159,--,145,--,74,--,143,--,81,40,125,123,72,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-29,--,-34,--,-7,--,--,--,--,--,--,--,--,--,--,64, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
