 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),51451,36345,18190,98216,54831,38292,24656,84535,33045,83226,69070,59758, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),795,551,118,670,945,494,216,1000,140,3302,543,1145, 
 经营活动现金流入小计(万元),52246,36896,18308,98887,55776,38787,24872,85535,33185,86528,69613,60903, 
 购买商品、接受劳务支付的现金(万元),27537,19663,11296,27677,20802,14533,8657,29325,13141,22800,25255,18938, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21768,14608,7901,32831,20007,13626,7612,29230,10747,26702,23542,18840, 
 支付的各项税费(万元),8384,5096,2692,9920,7750,5484,2536,7975,3574,22109,6531,4747, 
 支付的其他与经营活动有关的现金(万元),8229,4486,2606,9933,6442,4963,2242,7440,3806,7479,5467,5033, 
 经营活动现金流出小计(万元),65918,43852,24495,80361,55001,38606,21047,73970,31268,79090,60795,47558, 
 经营活动产生的现金流量净额(万元),-13672,-6957,-6187,18526,775,180,3826,11565,1917,7438,8818,13345, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,9000,9000,9300,2200,26296, 
 取得投资收益所收到的现金(万元),99,--,--,2,--,--,--,262,261,809,6484,6280, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,--,1,--,--,0,9,3,8,18,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,151,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),99,0,0,3,0,0,0,9271,9264,10268,8702,32580, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),738,395,53,995,622,477,109,1122,789,3466,2427,1341, 
 投资所支付的现金(万元),--,--,--,800,--,--,--,--,--,--,10900,20820, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,1382,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,261,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),738,395,53,1795,622,477,109,2505,789,3466,13588,22161, 
 投资活动产生的现金流量净额(万元),-639,-395,-53,-1792,-622,-477,-109,6766,8474,6801,-4886,10419, 
 吸收投资收到的现金(万元),84773,--,--,--,--,--,--,1955,1955,9425,5268,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4000,4000,4000,4750,4000,4000,4000,1500,--,4000,--,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),88773,4000,4000,4750,4000,4000,4000,3455,1955,13425,5268,3000, 
 偿还债务支付的现金(万元),8000,4000,4000,--,--,--,--,5500,--,--,3000,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),7469,7436,55,3664,3590,3044,49,7440,1124,55910,97,327, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4472,211,--,--,--,--,--,7304,--,--,2077,60, 
 筹资活动现金流出小计(万元),19941,11647,4055,3664,3590,3044,49,20244,1124,55910,5174,2387, 
 筹资活动产生的现金流量净额(万元),68832,-7647,-55,1086,410,956,3951,-16789,831,-42485,93,613, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),54521,-14999,-6295,17819,563,660,7668,1541,11222,-28245,4025,24377, 
 加:期初现金及现金等价物余额(万元),35643,35643,35643,17824,17824,17824,17824,16283,16283,44528,40503,16126, 
 期末现金及现金等价物余额(万元),90164,20645,29348,35643,18387,18484,25492,17824,27504,16283,44528,40503, 
 净利润(万元),--,11943,6899,19576,--,11726,5327,14017,--,12461,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1889,747,4327,--,1279,114,5969,--,3253,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,832,422,1697,--,824,402,1724,--,1375,--,--, 
 无形资产摊销(万元),--,140,67,212,--,98,67,111,--,85,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,5,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,5,1,1,--,2,--,36,--,-3,--,--, 
