 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),64454,30702,5050,80293,41686,27136,2784,65897,42200,30800,6686,77100,18847,58848,89722,49812, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--, 
 收到的其他与经营活动有关的现金(万元),13798,12474,12368,60878,52393,52260,49884,46418,37522,33268,22585,29698,20467,7929,27218,35644, 
 经营活动现金流入小计(万元),78252,43176,17418,141170,94079,79396,52668,112315,79722,64068,29271,106798,39314,66781,116940,85455, 
 购买商品、接受劳务支付的现金(万元),24748,13230,9225,18412,22925,12567,7199,12509,12817,9637,2592,23096,8479,22886,22154,23742, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6672,4653,2730,8456,5882,4041,2376,6913,5256,3623,1901,7110,4016,7177,4642,3548, 
 支付的各项税费(万元),14829,9621,5088,15657,10546,5697,2623,17049,12821,7848,4286,14148,2494,10667,18415,12849, 
 支付的其他与经营活动有关的现金(万元),18298,16415,15101,73346,62186,60917,59409,50291,41443,35760,25018,28020,21830,8101,21116,30063, 
 经营活动现金流出小计(万元),64547,43919,32144,115871,101539,83221,71607,86762,72336,56867,33797,72374,36819,48830,66327,70202, 
 经营活动产生的现金流量净额(万元),13705,-743,-14725,25299,-7460,-3825,-18939,25553,7386,7201,-4527,34424,2496,17951,50613,15253, 
 收回投资所收到的现金(万元),87200,47200,20500,40500,--,--,--,--,--,--,--,--,--,--,--,17000, 
 取得投资收益所收到的现金(万元),1058,907,51,8,--,--,--,--,--,--,--,--,--,--,--,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,16,11,11,12,12,--,161,161,161,--,220,58,2111,2002,16, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4277,4094,2941,2051,--,--,--,--,--,--,--,--,--,--,--,1031, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),92551,52217,23502,42569,12,12,0,161,161,161,0,220,58,2111,2002,18071, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15613,12011,7850,17410,20829,11644,4667,20918,16221,11790,6081,31954,8051,57572,24388,33830, 
 投资所支付的现金(万元),117200,67200,32500,40500,--,--,--,--,--,--,--,--,--,--,--,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3263,1482,953,2940,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),136077,80693,41303,60850,20829,11644,4667,20918,16221,11790,6081,31954,8051,57572,24388,35830, 
 投资活动产生的现金流量净额(万元),-43525,-28476,-17801,-18281,-20817,-11633,-4667,-20758,-16061,-11629,-6081,-31734,-7992,-55461,-22386,-17759, 
 吸收投资收到的现金(万元),1133,1133,--,41192,41243,34909,34136,4200,4200,2000,--,--,--,800,600,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,400,--,--,--,--,--,4200,4200,2000,--,--,--,800,600,--, 
 取得借款收到的现金(万元),32200,32200,32200,82500,70000,44700,42534,41700,36200,36200,24200,54000,54936,49000,16300,7000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),33333,33333,32200,123692,111243,79609,76670,45900,40400,38200,24200,54000,54936,49800,16900,7000, 
 偿还债务支付的现金(万元),17800,15300,10334,91750,54500,54500,32200,35950,30450,30450,20000,52200,40050,19150,9900,7050, 
 分配股利、利润或偿付利息所支付的现金(万元),8186,7515,641,7578,6956,6425,631,7616,6943,6230,775,5947,1517,9757,19855,1550, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),533,460,--,658,709,658,--,132,94,47,--,147,97,50,200,--, 
 筹资活动现金流出小计(万元),26519,23275,10975,99986,62165,61583,32831,43698,37486,36726,20775,58294,41664,28957,29955,8600, 
 筹资活动产生的现金流量净额(万元),6814,10058,21225,23706,49077,18026,43839,2202,2914,1474,3425,-4294,13271,20843,-13055,-1600, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-23007,-19161,-11301,30724,20800,2569,20233,6997,-5761,-2955,-7183,-1604,7774,-16668,15172,-4105, 
 加:期初现金及现金等价物余额(万元),45579,45579,45579,14855,14855,14855,14855,7858,7858,7858,7858,9462,9462,26129,10957,15062, 
 期末现金及现金等价物余额(万元),22573,26419,34279,45579,35655,17424,35089,14855,2097,4903,674,7858,17236,9462,26129,10957, 
 净利润(万元),--,12222,--,18162,--,4586,--,15930,--,7376,--,20350,--,12561,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-1094,--,301,--,-110,--,622,--,-402,--,1113,--,-346,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3395,--,7889,--,3416,--,7427,--,3728,--,6478,--,5431,--,--, 
 无形资产摊销(万元),--,226,--,508,--,208,--,554,--,178,--,534,--,424,--,--, 
